sn2004dt 0.099 0.073
sn2004ef 0.202 0.149
sn2004eo 0.407 0.3
sn2004ey 0.63 0.464
sn2004gc 0.824 0.607
sn2004gs 0.113 0.083
sn2004gu 0.1 0.074
sn2005A 0.113 0.083
sn2005M 0.131 0.097
sn2005W 0.27 0.199
sn2005ag 0.148 0.109
sn2005al 0.217 0.16
sn2005am 0.197 0.145
sn2005be 0.135 0.1
sn2005bg 0.12 0.088
sn2005bl 0.122 0.09
sn2005bo 0.171 0.126
sn2005el 0.417 0.307
sn2005eq 0.298 0.219
sn2005hc 0.123 0.09
sn2005iq 0.082 0.061
sn2005kc 0.501 0.369
sn2005ke 0.098 0.073
sn2005ki 0.118 0.087
sn2005ku 0.202 0.149
sn2005lu 0.099 0.073
sn2005na 0.316 0.233
sn2006D 0.171 0.126
sn2006X 0.1 0.074
sn2006ax 0.186 0.137
sn2006bd 0.104 0.077
sn2006bh 0.099 0.073
sn2006br 0.091 0.067
sn2006dd 0.076 0.056
sn2006ef 0.09 0.067
sn2006ej 0.131 0.097
sn2006eq 0.181 0.133
sn2006et 0.071 0.052
sn2006ev 0.331 0.244
sn2006fw 0.121 0.089
sn2006gj 0.31 0.228
sn2006gt 0.149 0.11
sn2006hb 0.107 0.079
sn2006hx 0.112 0.083
sn2006is 0.127 0.093
sn2006kf 0.905 0.666
sn2006lu 0.427 0.314
sn2006mr 0.077 0.056
sn2006ob 0.13 0.095
sn2006os 0.562 0.414
sn2006ot 0.068 0.05
sn2006py 0.224 0.165
sn2007A 0.282 0.207
sn2007N 0.16 0.118
sn2007S 0.104 0.076
sn2007af 0.15 0.111
sn2007ai 1.255 0.924
sn2007al 0.154 0.113
sn2007as 0.529 0.389
sn2007ax 0.196 0.145
sn2007ba 0.143 0.105
sn2007bc 0.083 0.061
sn2007bd 0.127 0.094
sn2007bm 0.155 0.114
sn2007ca 0.25 0.184
sn2007hj 0.393 0.29
sn2007jg 0.397 0.293
sn2007jh 0.414 0.305
sn2007le 0.124 0.091
sn2007nq 0.152 0.112
sn2007on 0.045 0.033
sn2007sr 0.174 0.128
sn2007ux 0.168 0.124
sn2008C 0.325 0.239
sn2008R 0.269 0.198
sn2008ar 0.14 0.103
sn2008bc 0.986 0.726
sn2008bf 0.152 0.112
sn2008bq 0.338 0.249
sn2008fp 0.723 0.533
sn2008gl 0.112 0.082
sn2008gp 0.478 0.352
sn2008hu 0.397 0.293
sn2008hv 0.124 0.091
sn2008ia 0.862 0.635
sn2009D 0.194 0.143
sn2009F 0.397 0.293
sn2009Y 0.375 0.276
sn2009aa 0.134 0.099
sn2009ab 0.798 0.588
sn2009ad 0.41 0.302
sn2009ag 0.94 0.692
