sn2004bp 0.051 0.037
sn2004ca 1.771 1.304
sn2004ct 0.114 0.084
sn2004cu 0.086 0.064
sn2004da 0.456 0.336
sn2004db 0.109 0.08
sn2004dt 0.099 0.073
sn2004ef 0.202 0.149
sn2004fd 0.94 0.693
sn2004fu 1.445 1.064
sn2004fz 0.226 0.167
sn2004gc 0.824 0.607
sn2004gs 0.113 0.083
sn2004gz 0.055 0.041
sn2005A 0.113 0.083
sn2005G 0.095 0.07
sn2005M 0.131 0.097
sn2005am 0.197 0.145
sn2005ao 0.2 0.147
sn2005bc 0.041 0.03
sn2005bd 0.767 0.565
sn2005be 0.135 0.1
sn2005bl 0.122 0.09
sn2005bo 0.171 0.126
sn2005bv 0.069 0.051
sn2005cc 0.025 0.018
sn2005cf 0.36 0.265
sn2005ch 0.14 0.103
sn2005cn 0.259 0.191
sn2005cr 0.144 0.106
sn2005ej 0.211 0.156
sn2005el 0.417 0.307
sn2005eq 0.298 0.219
sn2005eu 0.499 0.367
sn2005hc 0.123 0.09
sn2005hf 0.212 0.156
sn2005hk 0.088 0.065
sn2005iq 0.082 0.061
sn2005kc 0.501 0.369
sn2005ke 0.098 0.073
sn2005ki 0.118 0.087
sn2005ls 0.372 0.274
sn2005lu 0.099 0.073
sn2005lz 0.337 0.248
sn2005mc 0.168 0.124
sn2005mz 0.6 0.442
sn2005na 0.316 0.233
sn2006B 0.263 0.194
sn2006D 0.171 0.126
sn2006E 0.1 0.074
sn2006H 0.765 0.564
sn2006N 0.36 0.265
sn2006R 0.073 0.054
sn2006S 0.064 0.047
sn2006X 0.1 0.074
sn2006ac 0.064 0.047
sn2006ak 0.127 0.093
sn2006al 0.096 0.07
sn2006ap 0.405 0.299
sn2006ax 0.186 0.137
sn2006az 0.052 0.038
sn2006bb 0.13 0.096
sn2006bk 0.056 0.041
sn2006bm 0.068 0.05
sn2006bq 0.223 0.165
sn2006br 0.091 0.067
sn2006bt 0.187 0.138
sn2006bu 0.097 0.071
sn2006bw 0.138 0.102
sn2006bz 0.039 0.029
sn2006cc 0.056 0.041
sn2006cf 0.059 0.044
sn2006cj 0.044 0.033
sn2006cm 0.187 0.137
sn2006cp 0.101 0.075
sn2006cq 0.065 0.048
sn2006cs 0.049 0.036
sn2006cz 0.319 0.235
sn2006da 0.265 0.195
sn2006dt 0.094 0.069
sn2006dv 0.272 0.2
sn2006em 0.231 0.17
sn2006eq 0.181 0.133
sn2006et 0.071 0.052
sn2006eu 0.721 0.531
sn2006ev 0.331 0.244
sn2006gj 0.31 0.228
sn2006gr 0.318 0.234
sn2006gt 0.149 0.11
sn2006gz 0.24 0.177
sn2006hb 0.107 0.079
sn2006je 0.171 0.126
sn2006ke 0.71 0.523
sn2006kf 0.905 0.666
sn2006le 1.538 1.133
sn2006lf 3.795 2.795
sn2006mo 0.169 0.124
sn2006nz 0.163 0.12
sn2006oa 0.162 0.119
sn2006oq 0.082 0.06
sn2006or 0.134 0.099
sn2006ot 0.068 0.05
sn2006ou 0.133 0.098
sn2006sr 0.353 0.26
sn2006su 0.066 0.049
sn2006te 0.168 0.124
sn2007A 0.282 0.207
sn2007B 0.317 0.233
sn2007F 0.073 0.054
sn2007H 0.152 0.112
sn2007S 0.104 0.076
sn2007ae 0.174 0.128
sn2007af 0.15 0.111
sn2007al 0.154 0.113
sn2007ao 0.095 0.07
sn2007ap 0.123 0.091
sn2007at 0.435 0.32
sn2007au 0.255 0.188
sn2007ax 0.196 0.145
sn2007ba 0.143 0.105
sn2007bc 0.083 0.061
sn2007bd 0.127 0.094
sn2007bj 0.449 0.33
sn2007bk 0.048 0.035
sn2007bm 0.155 0.114
sn2007bz 0.124 0.091
sn2007ca 0.25 0.184
sn2007cb 0.266 0.196
sn2007cc 0.298 0.219
sn2007cf 0.129 0.095
sn2007cg 0.318 0.235
sn2007ci 0.099 0.073
sn2007cj 0.308 0.227
sn2007co 0.438 0.322
sn2007cp 0.162 0.119
sn2007cq 0.401 0.295
sn2007fb 0.203 0.149
sn2007fc 0.092 0.068
sn2007fs 0.122 0.09
sn2007hj 0.393 0.29
sn2007hu 0.188 0.139
sn2007if 0.36 0.265
sn2007ir 0.183 0.135
sn2007is 0.076 0.056
sn2007jg 0.397 0.293
sn2007kd 0.081 0.06
sn2007kf 0.167 0.123
sn2007kg 3.893 2.868
sn2007ki 0.301 0.222
sn2007kk 0.958 0.706
sn2007le 0.124 0.091
sn2007nq 0.152 0.112
sn2007ob 0.249 0.183
sn2007oo 0.817 0.602
sn2007qe 0.148 0.109
sn2007rx 0.383 0.282
sn2007so 0.504 0.371
sn2007sr 0.174 0.128
sn2007ss 0.057 0.042
sn2007su 0.306 0.225
sn2007sw 0.069 0.05
sn2007ux 0.168 0.124
sn2008A 0.197 0.145
sn2008C 0.325 0.239
sn2008E 0.063 0.046
sn2008L 0.586 0.431
sn2008Q 0.312 0.229
sn2008R 0.269 0.198
sn2008Y 0.053 0.039
sn2008Z 0.046 0.034
sn2008ae 0.103 0.076
sn2008af 0.135 0.099
sn2008ai 0.07 0.051
sn2008ar 0.14 0.103
sn2008as 0.23 0.17
sn2008at 0.349 0.257
sn2008bf 0.152 0.112
snf20080514-002 0.123 0.091
snf20080522-000 0.1 0.074
snf20080522-011 0.162 0.119
snf20080623-001 0.166 0.122
snf20080720-001 0.285 0.21
