 -19.500000  2100.000000  -233.7415958
 -19.500000  2300.000000  -233.7415958
 -19.500000  2500.000000  -233.7415958
 -19.500000  2700.000000  -81.32118322
 -19.500000  2900.000000  -88.55755045
 -19.500000  3100.000000   -5.90330185
 -19.500000  3300.000000  -0.245029924
 -19.500000  3500.000000  -0.3243926294
 -19.500000  3700.000000  -3.706261658
 -19.500000  3900.000000  -0.5667399388
 -19.500000  4100.000000  -0.01365640103
 -19.500000  4300.000000  -0.005154071763
 -19.500000  4500.000000  -0.005461111503
 -19.500000  4700.000000  -0.005180254711
 -19.500000  4900.000000  -0.002903326182
 -19.500000  5100.000000  -0.001208808367
 -19.500000  5300.000000  -0.0008848050566
 -19.500000  5500.000000  -0.0009129160762
 -19.500000  5700.000000  -0.0008548473803
 -19.500000  5900.000000  -0.000906991011
 -19.500000  6100.000000  -0.0007581891122
 -19.500000  6300.000000  -0.0009132183048
 -19.500000  6500.000000  -0.0005727084567
 -19.500000  6700.000000  -0.002617413057
 -19.500000  6900.000000  -0.004865049446
 -19.500000  7100.000000  -0.05134934234
 -19.500000  7300.000000  -0.455311298
 -19.500000  7500.000000  -139.4224602
 -19.500000  7700.000000  -2.081320646
 -19.500000  7900.000000  -0.8054896658
 -19.500000  8100.000000  0.1555814214
 -19.500000  8300.000000  0.6636020228
 -19.500000  8500.000000  0.1125598295
 -19.500000  8700.000000  0.1505480935
 -19.500000  8900.000000  0.1505480935
 -19.500000  9100.000000  0.1505480935
 -18.500000  2100.000000  -233.7415958
 -18.500000  2300.000000  -233.7415958
 -18.500000  2500.000000  -233.7415958
 -18.500000  2700.000000  -81.32118322
 -18.500000  2900.000000  -88.55755045
 -18.500000  3100.000000   -5.90330185
 -18.500000  3300.000000  -0.245029924
 -18.500000  3500.000000  -0.3243926294
 -18.500000  3700.000000  -3.706261658
 -18.500000  3900.000000  -0.5667399388
 -18.500000  4100.000000  -0.01365640103
 -18.500000  4300.000000  -0.005154071763
 -18.500000  4500.000000  -0.005461111503
 -18.500000  4700.000000  -0.005180254711
 -18.500000  4900.000000  -0.002903326182
 -18.500000  5100.000000  -0.001208808367
 -18.500000  5300.000000  -0.0008848050566
 -18.500000  5500.000000  -0.0009129160762
 -18.500000  5700.000000  -0.0008548473803
 -18.500000  5900.000000  -0.000906991011
 -18.500000  6100.000000  -0.0007581891122
 -18.500000  6300.000000  -0.0009132183048
 -18.500000  6500.000000  -0.0005727084567
 -18.500000  6700.000000  -0.002617413057
 -18.500000  6900.000000  -0.004865049446
 -18.500000  7100.000000  -0.05134934234
 -18.500000  7300.000000  -0.455311298
 -18.500000  7500.000000  -139.4224602
 -18.500000  7700.000000  -2.081320646
 -18.500000  7900.000000  -0.8054896658
 -18.500000  8100.000000  0.1555814214
 -18.500000  8300.000000  0.6636020228
 -18.500000  8500.000000  0.1125598295
 -18.500000  8700.000000  0.1505480935
 -18.500000  8900.000000  0.1505480935
 -18.500000  9100.000000  0.1505480935
 -17.500000  2100.000000  -233.7415958
 -17.500000  2300.000000  -233.7415958
 -17.500000  2500.000000  -233.7415958
 -17.500000  2700.000000  -81.32118322
 -17.500000  2900.000000  -88.55755045
 -17.500000  3100.000000   -5.90330185
 -17.500000  3300.000000  -0.245029924
 -17.500000  3500.000000  -0.3243926294
 -17.500000  3700.000000  -3.706261658
 -17.500000  3900.000000  -0.5667399388
 -17.500000  4100.000000  -0.01365640103
 -17.500000  4300.000000  -0.005154071763
 -17.500000  4500.000000  -0.005461111503
 -17.500000  4700.000000  -0.005180254711
 -17.500000  4900.000000  -0.002903326182
 -17.500000  5100.000000  -0.001208808367
 -17.500000  5300.000000  -0.0008848050566
 -17.500000  5500.000000  -0.0009129160762
 -17.500000  5700.000000  -0.0008548473803
 -17.500000  5900.000000  -0.000906991011
 -17.500000  6100.000000  -0.0007581891122
 -17.500000  6300.000000  -0.0009132183048
 -17.500000  6500.000000  -0.0005727084567
