Wavelength Scaled_Flux Error
3450.0 0.613230710231 3.1033752e-15
3451.47 0.806737064604 3.1822657e-15
3452.94 0.971476901388 3.1686111e-15
3454.41 1.07736587484 3.1483484e-15
3455.88 1.05202422908 3.1148613e-15
3457.35 0.863149827343 2.9983985e-15
3458.82 0.822899361778 2.9643381e-15
3460.29 0.756925293602 2.9412565e-15
3461.76 1.0774427284 3.028369e-15
3463.23 1.2087731328 3.0328814e-15
3464.7 0.970855080856 2.9147876e-15
3466.17 0.967365621229 2.8547074e-15
3467.64 1.13798715497 2.8806664e-15
3469.11 1.27490529295 2.9561866e-15
3470.58 1.44514332922 3.0025635e-15
3472.05 1.35755433138 2.9248498e-15
3473.52 1.32077436388 2.8660926e-15
3474.99 1.28298973018 2.8323136e-15
3476.46 1.31365311445 2.849235e-15
3477.93 1.55765225596 2.90613e-15
3479.4 1.67617377366 2.9051838e-15
3480.87 1.65110055242 2.8650864e-15
3482.34 1.57832598138 2.8080339e-15
3483.81 1.52809539701 2.7713023e-15
3485.28 1.56784824024 2.7699979e-15
3486.75 1.33414640881 2.679557e-15
3488.22 1.17851730349 2.5922479e-15
3489.69 1.36175135332 2.6215766e-15
3491.16 1.67674593861 2.7011526e-15
3492.63 1.6720101122 2.6756579e-15
3494.1 1.61514855313 2.636049e-15
3495.57 1.54389878748 2.6011753e-15
3497.04 1.67414595373 2.6127867e-15
3498.51 1.60342248978 2.5728248e-15
3499.98 4.246076511 1.41421356237
3501.45 4.33375286113 1.41421356237
3502.92 4.42142992061 1.41421356237
3504.39 4.42142992061 1.41421356237
3505.86 -1.52437905929 1.41421356237
3507.33 1.59735412243 1.41421356237
3508.8 3.43229060749 1.41421356237
3510.27 2.55800173402 1.41421356237
3511.74 2.92416880603 1.41421356237
3513.21 3.05995459311 1.41421356237
3514.68 -0.400955291967 1.41421356237
3516.15 3.06309735488 1.41421356237
3517.62 3.11139476877 1.41421356237
3519.09 1.44821239584 1.41421356237
3520.56 1.20175610256 1.41421356237
3522.03 -1.2155913833 1.41421356237
3523.5 1.8224679386 1.41421356237
3524.97 0.225788351942 1.41421356237
