Wavelength Scaled_Flux Error
3988.5 2.00558138526 6.35713799672e-17
3990.0 1.96445118451 6.351518534e-17
3991.5 2.04814292406 6.34523166479e-17
3993.0 1.96192443578 6.27486927248e-17
3994.5 1.82274909644 6.28472564162e-17
3996.0 2.09874622285 6.37705158185e-17
3997.5 2.33730628919 6.37696209439e-17
3999.0 2.2282044491 6.3172905793e-17
4000.5 1.72314746718 6.13645441426e-17
4002.0 1.75377417567 6.08713732353e-17
4003.5 1.67073840279 6.07904945663e-17
4005.0 1.50971574533 6.10553924544e-17
4006.5 1.86110820805 6.21096697513e-17
4008.0 1.94609046187 6.18975094747e-17
4009.5 1.93499601938 6.13689722722e-17
4011.0 2.042378909 6.2406133217e-17
4012.5 2.05988297614 6.31401378838e-17
4014.0 2.19300121124 6.29831773738e-17
4015.5 2.31112081728 6.29589495181e-17
4017.0 2.0177007994 6.2105931525e-17
4018.5 2.19588064305 6.30758268937e-17
4020.0 2.22281979611 6.25254440017e-17
4021.5 1.88568323485 6.20775879959e-17
4023.0 2.20773435192 6.27103243502e-17
4024.5 2.57767727255 6.43959244494e-17
4026.0 2.42896387293 6.43136297288e-17
4027.5 2.15090584963 6.26148127313e-17
4029.0 1.99366808249 6.25039220169e-17
4030.5 1.58856508755 6.0368958623e-17
4032.0 2.15157298678 6.12134865556e-17
4033.5 2.29885499411 6.22861437774e-17
4035.0 1.664665302 5.82641884991e-17
4036.5 2.42244568869 6.1381729235e-17
4038.0 2.21385094161 6.06842069571e-17
4039.5 1.76609411596 5.88456107925e-17
4041.0 2.65155966132 6.25312981816e-17
4042.5 2.67283793635 6.35571619591e-17
4044.0 2.45786609995 6.32144174773e-17
4045.5 2.32464456515 6.45158813936e-17
4047.0 2.10862075276 6.39595293379e-17
4048.5 2.2206182381 6.46845990064e-17
4050.0 2.12352736103 6.21497428871e-17
4051.5 2.95111801335 6.38861033748e-17
4053.0 2.51107211749 6.16521076052e-17
4054.5 2.6122244895 6.18558103167e-17
4056.0 2.89619304534 6.2855851462e-17
4057.5 2.48485394757 6.19817814183e-17
4059.0 2.56641478503 6.21783313818e-17
4060.5 3.00269173288 6.38840111679e-17
4062.0 2.59714967353 6.22112555192e-17
4063.5 2.53108677414 6.20064467127e-17
4065.0 2.69479375983 6.17297417288e-17
4066.5 3.03283583382 6.31415339382e-17
4068.0 2.85480793021 6.30840119969e-17
4069.5 2.60108650389 6.14867720186e-17
4071.0 2.74008815874 6.12598550594e-17
4072.5 2.8222294809 6.1821603859e-17
4074.0 2.64120827178 6.18143636233e-17
4075.5 2.97189741316 6.27555830095e-17
4077.0 3.24158290052 6.28271804788e-17
4078.5 3.0001816314 6.13640967053e-17
4080.0 3.02520098249 6.16142141641e-17
4081.5 3.03042848979 6.18873796439e-17
4083.0 2.91794818 6.17621184428e-17
4084.5 3.29557491765 6.33629991611e-17
4086.0 3.4370551147 6.30474696165e-17
4087.5 3.24835025124 6.18033851614e-17
4089.0 3.09430599039 6.09538479307e-17
4090.5 3.07318524064 6.07452596537e-17
4092.0 3.11444005174 6.07934491524e-17
4093.5 3.11275895072 6.04274854235e-17
4095.0 3.02947948815 5.95554800905e-17
4096.5 2.91396829454 5.93868362173e-17
4098.0 3.1033399698 6.07648519088e-17
4099.5 3.52860934452 6.24342880226e-17
4101.0 3.46917280937 6.11830870645e-17
4102.5 3.10756419566 5.92027620059e-17
4104.0 3.28176377427 5.98281206439e-17
4105.5 3.67423221218 6.16555771192e-17
4107.0 3.25211345134 5.95388561695e-17
4108.5 3.15539683913 5.83438373404e-17
4110.0 3.2547323293 5.86806501533e-17
4111.5 3.54589108683 6.00706566648e-17
4113.0 3.3906540262 5.96165652825e-17
4114.5 3.08370483789 5.83415926549e-17
4116.0 3.30300940551 5.88792360816e-17
4117.5 3.46555059574 5.98039852752e-17
4119.0 3.61624881377 5.94215538534e-17
4120.5 2.76502687642 5.63683241077e-17
4122.0 3.40365216565 5.94855286406e-17
4123.5 3.32124568047 5.87878951284e-17
4125.0 2.92956899006 5.71862270204e-17
4126.5 3.37715755379 5.88644144081e-17
4128.0 3.32131053425 5.92554271276e-17
4129.5 3.49754373429 5.96180575735e-17
4131.0 3.99024243845 6.12622284769e-17
4132.5 3.69906215337 6.08892744773e-17
4134.0 3.57069950047 5.9935186894e-17
4135.5 3.68613461561 5.93977771845e-17
4137.0 3.55627549974 5.85364366074e-17
4138.5 3.66644520391 5.86650998318e-17
4140.0 3.43701146312 5.8145651356e-17
4141.5 3.70599223502 5.92672442221e-17
4143.0 3.68769083515 5.88895096423e-17
4144.5 3.6242416623 5.87708850115e-17
4146.0 3.38863168369 5.79438746247e-17
4147.5 3.49892654046 5.75724504109e-17
4149.0 3.41925833795 5.71256355092e-17
4150.5 3.01805963804 5.61527305621e-17
4152.0 3.01117288263 5.5924735004e-17
4153.5 3.30012433424 5.72792864828e-17
4155.0 3.23808502612 5.71791892563e-17
4156.5 3.02549380055 5.66126386295e-17
4158.0 3.28714858994 5.75996878449e-17
4159.5 3.28182895341 5.70154446968e-17
4161.0 2.92166257709 5.60311238491e-17
4162.5 3.03793303709 5.64508525455e-17
4164.0 3.26125051354 5.73952252399e-17
4165.5 3.40824496269 5.74706834183e-17
4167.0 3.12630997405 5.63102072498e-17
4168.5 3.14913904606 5.66787793632e-17
4170.0 2.91507433342 5.58859016946e-17
4171.5 2.82023376314 5.55275843944e-17
4173.0 3.1692510376 5.70311512463e-17
4174.5 2.98433632434 5.52775769202e-17
4176.0 3.05013368113 5.4720193759e-17
4177.5 3.2124963608 5.52344342145e-17
4179.0 3.13379847058 5.52741386519e-17
4180.5 3.06592958869 5.44136192098e-17
4182.0 3.08164974314 5.40235888526e-17
4183.5 2.9440199409 5.40592276097e-17
4185.0 2.65684139419 5.25453509522e-17
4186.5 3.09047245973 5.38899763216e-17
4188.0 2.83414793509 5.30071762509e-17
4189.5 2.5074769082 5.12627056494e-17
4191.0 2.77615911412 5.1708800652e-17
4192.5 2.77652795643 5.1432824316e-17
4194.0 2.54334712053 5.01386056346e-17
4195.5 2.69926194652 5.09919123373e-17
4197.0 2.80896032206 5.19478109169e-17
4198.5 2.67145513017 5.14410369154e-17
4200.0 2.31011753585 5.00560946943e-17
4201.5 2.67563055303 5.09696991993e-17
4203.0 2.96025507555 5.19612602826e-17
4204.5 2.97196774372 5.16330925086e-17
4206.0 3.00387417558 5.13004791074e-17
4207.5 2.98347457164 5.17353019392e-17
4209.0 2.71737334 5.07713744844e-17
4210.5 2.40904134552 4.96127268097e-17
4212.0 2.20090729886 4.9074433474e-17
4213.5 2.27446970256 4.95892226026e-17
4215.0 2.22574255415 4.94261179534e-17
4216.5 2.32226406277 4.89236845938e-17
4218.0 2.66119017618 4.968353189e-17
4219.5 2.47787533404 4.92235075889e-17
4221.0 2.25154866399 4.80998687595e-17
4222.5 2.50769934147 4.90437852678e-17
4224.0 2.79986143466 5.03549315776e-17
4225.5 2.94630820558 5.06251387219e-17
4227.0 2.90335076592 5.03389300694e-17
4228.5 2.68771726916 4.96408216236e-17
4230.0 2.47728422114 4.88440919946e-17
4231.5 2.53719268139 4.86433251218e-17
4233.0 2.52982337266 4.87620234923e-17
4234.5 2.74606950987 4.97490077169e-17
4236.0 3.02244084692 5.04075317084e-17
4237.5 2.87170472522 4.97884134462e-17
4239.0 2.85514955128 5.00024584587e-17
4240.5 2.87249099594 4.90516754124e-17
4242.0 2.82903468106 4.8594758176e-17
4243.5 3.06036078568 4.97764713693e-17
4245.0 3.12879372191 5.02764850679e-17
4246.5 3.26336531064 5.07977970326e-17
4248.0 3.04868629231 5.04159555282e-17
4249.5 2.78674931306 4.95546149511e-17
4251.0 3.09408892545 5.06058464247e-17
4252.5 3.14355359579 5.05042881529e-17
4254.0 3.07018651258 5.02428597787e-17
4255.5 3.07998501824 5.04026923864e-17
4257.0 3.30456557082 5.09388935151e-17
4258.5 3.20280066681 5.05563071151e-17
4260.0 2.9593766756 4.94549464146e-17
4261.5 3.31775865119 5.01653081436e-17
4263.0 3.12702022052 4.9840413661e-17
4264.5 2.89341653366 4.86192672423e-17
4266.0 3.42759248219 5.0366527453e-17
4267.5 3.78980310814 5.06844166671e-17
4269.0 3.02145936417 4.87454695615e-17
4270.5 3.18010189884 4.91819371629e-17
4272.0 3.11872913138 4.92962898922e-17
4273.5 3.2415502025 4.93246246725e-17
4275.0 3.43568868465 4.98692921152e-17
4276.5 3.43294487097 4.95168414931e-17
4278.0 3.2513108045 4.92647380625e-17
4279.5 3.17057988933 4.90562010284e-17
4281.0 3.19648859395 4.89458577373e-17
4282.5 3.48432885525 4.97639918676e-17
4284.0 3.57466881195 5.02035840312e-17
4285.5 3.46333819263 4.94659748695e-17
4287.0 3.31486327705 4.89284964196e-17
4288.5 3.43228315638 4.90693629344e-17
4290.0 3.38909786089 4.89037336389e-17
4291.5 3.28174745238 4.8417740476e-17
4293.0 3.39712855885 4.85515417306e-17
4294.5 3.64646872206 4.89499921581e-17
4296.0 3.35042434943 4.8031299616e-17
4297.5 3.20626584319 4.78926865355e-17
4299.0 3.4111839884 4.85358351811e-17
4300.5 3.44273789986 4.83680761839e-17
4302.0 3.43183308418 4.81784852454e-17
4303.5 3.24181026832 4.75105700696e-17
4305.0 3.15924642055 4.73417462217e-17
4306.5 3.20021931293 4.79047473458e-17
4308.0 3.14914967427 4.8003947198e-17
4309.5 3.43043417301 4.85074029144e-17
4311.0 3.50353023685 4.84345156258e-17
4312.5 3.10124122347 4.74114489564e-17
4314.0 3.41469769667 4.88795007839e-17
4315.5 3.46930316763 4.88630293415e-17
4317.0 3.17544939944 4.76253139941e-17
4318.5 3.36066750475 4.77034143023e-17
4320.0 3.38894597507 4.78838702707e-17
4321.5 3.47746422386 4.79040661912e-17
4323.0 3.71480925793 4.84606519642e-17
4324.5 3.35654609055 4.75123398217e-17
4326.0 3.10402868872 4.64393189008e-17
4327.5 3.13968736712 4.65031999511e-17
4329.0 3.4968656978 4.72374683309e-17
4330.5 3.16504318785 4.569899012e-17
4332.0 3.10383889924 4.6045481577e-17
4333.5 3.38284581573 4.6734458802e-17
4335.0 3.4730987404 4.66554736177e-17
4336.5 3.24174541454 4.6631595713e-17
4338.0 3.12327312542 4.58730307371e-17
4339.5 3.4292411021 4.65143121443e-17
4341.0 3.61957826356 4.73574065277e-17
4342.5 2.99739964293 4.58910282157e-17
4344.0 2.96212043504 4.5564856412e-17
4345.5 2.9449578263 4.50775771793e-17
4347.0 2.94048443395 4.4880718509e-17
4348.5 3.17618659602 4.61192912363e-17
4350.0 3.26559381875 4.60450203916e-17
4351.5 3.17459252704 4.5371607236e-17
4353.0 3.09181709111 4.5864338205e-17
4354.5 3.24899531858 4.74711930863e-17
4356.0 3.30099790812 4.9266669042e-17
4357.5 3.05163074057 4.95861580319e-17
4359.0 2.81697469814 4.93074933226e-17
4360.5 2.91012359342 4.88369117506e-17
4362.0 2.93980666859 4.7062376611e-17
4363.5 2.82943600448 4.51330844028e-17
4365.0 2.96822607117 4.47364912151e-17
4366.5 3.14535952406 4.49693910861e-17
4368.0 3.03754808979 4.4384640509e-17
4369.5 2.9223351368 4.39868212431e-17
4371.0 2.83008649438 4.37017186856e-17
4372.5 2.93860817512 4.40058185816e-17
4374.0 3.16342759132 4.50576899655e-17
4375.5 3.10947835817 4.48317641175e-17
4377.0 2.89018501524 4.40926989097e-17
4378.5 2.86732319099 4.40897030794e-17
4380.0 3.15596035121 4.43943466492e-17
4381.5 3.26582151191 4.44934252684e-17
4383.0 3.11654942628 4.41114925268e-17
4384.5 3.33690060156 4.49133201916e-17
4386.0 3.27836919958 4.48791887233e-17
4387.5 2.74942075834 4.33278335666e-17
4389.0 2.74912794028 4.33127581786e-17
4390.5 2.79524651358 4.36252369007e-17
4392.0 2.79420559961 4.2857398224e-17
4393.5 2.93725806696 4.26940586078e-17
4395.0 2.68218089303 4.23331516704e-17
4396.5 2.64816535775 4.27656973212e-17
4398.0 2.95977767366 4.33783914834e-17
4399.5 3.09380733208 4.33077388818e-17
4401.0 2.73163460981 4.22782381138e-17
4402.5 2.58619632597 4.27692418247e-17
4404.0 2.87750149252 4.34469643765e-17
4405.5 2.90431044999 4.31576636572e-17
4407.0 2.82968001953 4.33403130682e-17
4408.5 2.46769160995 4.22168079701e-17
4410.0 2.63770486637 4.26427770422e-17
4411.5 2.83924540948 4.36986591143e-17
4413.0 2.54620491634 4.21747113678e-17
4414.5 2.57430997331 4.20111280356e-17
4416.0 2.38852244533 4.15189907335e-17
4417.5 2.4154291715 4.16815142141e-17
4419.0 2.4494610829 4.16374316401e-17
4420.5 2.52894497271 4.12318784576e-17
4422.0 2.37800257695 4.06142074927e-17
4423.5 2.47615632936 4.12738650754e-17
4425.0 2.42392637202 4.15860525882e-17
4426.5 2.3840649953 4.11460729789e-17
4428.0 2.64552977831 4.11684298467e-17
4429.5 2.76584562825 4.13904749884e-17
4431.0 2.72000864832 4.10847078261e-17
4432.5 2.47321188109 4.05520399523e-17
4434.0 2.33300614753 3.98125835493e-17
4435.5 2.31233541575 4.00319465668e-17
4437.0 2.3232781351 4.01231900337e-17
4438.5 2.45579462908 4.02471614155e-17
4440.0 2.55078160839 4.0488651333e-17
4441.5 2.46420485179 4.00938241478e-17
4443.0 2.41002830506 3.9479300242e-17
4444.5 2.4487887401 3.96163922855e-17
4446.0 2.48351473875 4.00905008634e-17
4447.5 2.65365840765 4.05894909554e-17
4449.0 2.55558051682 4.00143402834e-17
4450.5 2.49981505253 3.986661223e-17
4452.0 2.47460016404 3.9703912524e-17
4453.5 2.38799081788 3.92959634273e-17
4455.0 2.17134894248 3.85609913961e-17
4456.5 2.24099089194 3.83422932855e-17
4458.0 2.4757659595 3.8982287373e-17
4459.5 2.35011984481 3.86036541691e-17
4461.0 2.33373813845 3.86922530065e-17
4462.5 2.33151494444 3.87854324521e-17
4464.0 1.95728814983 3.74997663226e-17
4465.5 1.89988491076 3.72167372247e-17
4467.0 1.92454659002 3.68761449413e-17
4468.5 1.98337596149 3.73141685746e-17
4470.0 2.25437913012 3.7966997114e-17
4471.5 2.32286059823 3.7745596882e-17
4473.0 2.24257964682 3.80855192592e-17
4474.5 1.98066479161 3.67128128239e-17
4476.0 1.95239147271 3.66052566424e-17
4477.5 2.00814636301 3.67730006417e-17
4479.0 2.10219502312 3.75971676768e-17
4480.5 2.0878633143 3.67487565383e-17
4482.0 2.37226540355 3.80685866315e-17
4483.5 2.12511627859 3.78411347472e-17
4485.0 2.21140005445 3.80292296453e-17
4486.5 2.12432453109 3.72800383562e-17
4488.0 2.01411117534 3.67850689509e-17
4489.5 1.89004291619 3.6231716475e-17
4491.0 2.05171649735 3.61809823328e-17
4492.5 1.95171902146 3.66704312615e-17
4494.0 2.00731654916 3.70275412308e-17
4495.5 1.88996716307 3.65525940204e-17
4497.0 2.0744533859 3.69633689713e-17
4498.5 1.79898203058 3.54754411784e-17
4500.0 1.98659159182 3.63572338902e-17
4501.5 2.11177678919 3.68134712218e-17
4503.0 1.84693369916 3.5982913832e-17
4504.5 1.863570103 3.58715094396e-17
4506.0 1.88678943641 3.5657636903e-17
4507.5 1.79572307402 3.52235539675e-17
4509.0 1.57880979966 3.43354571389e-17
4510.5 1.54913230972 3.42830394826e-17
4512.0 1.67592784375 3.49120413601e-17
4513.5 1.7400495763 3.50584296013e-17
4515.0 1.72661801189 3.53480477761e-17
4516.5 1.68192524564 3.52262435907e-17
4518.0 1.79121682098 3.52918718962e-17
4519.5 1.84433629452 3.49951997097e-17
4521.0 1.78151049878 3.47542272197e-17
4522.5 1.77814303686 3.51624600267e-17
4524.0 1.58568565574 3.46643910556e-17
4525.5 1.68760808503 3.49085356013e-17
4527.0 1.78255699799 3.53333560844e-17
4528.5 1.79335336253 3.52109194876e-17
4530.0 1.95906680264 3.5653782443e-17
4531.5 1.88316180023 3.55756983825e-17
4533.0 1.76090494613 3.51291971868e-17
4534.5 1.80792919485 3.50825924661e-17
4536.0 1.93154716489 3.54113951512e-17
4537.5 1.78863020723 3.48514660966e-17
4539.0 2.01389958718 3.56789314196e-17
4540.5 1.97406554015 3.61321479245e-17
4542.0 1.96595339538 3.57644244421e-17
4543.5 2.23959729488 3.6085576949e-17
4545.0 1.92290355535 3.54168806327e-17
4546.5 1.81256548079 3.53447119934e-17
4548.0 1.77041589362 3.51970839259e-17
4549.5 1.70263404377 3.50139158376e-17
4551.0 2.03385454148 3.55888002969e-17
4552.5 2.10455936627 3.62020056375e-17
4554.0 1.90782347949 3.5531083383e-17
4555.5 1.80092319741 3.50011138811e-17
4557.0 1.97992726968 3.5310268069e-17
4558.5 2.16740679801 3.56449036869e-17
4560.0 2.01112871495 3.53502974609e-17
4561.5 1.86290296586 3.54195952523e-17
4563.0 1.82078065414 3.50849896302e-17
4564.5 1.74938174209 3.46583444028e-17
4566.0 1.72918824953 3.47333638926e-17
4567.5 1.95914803254 3.49535955384e-17
4569.0 2.18439577649 3.5289653457e-17
4570.5 2.13118959628 3.54378914391e-17
4572.0 1.93023501463 3.48923966123e-17
4573.5 1.92043092373 3.47634609261e-17
4575.0 2.01142679289 3.5036682648e-17
4576.5 2.08150265534 3.54939473357e-17
4578.0 2.20632990975 3.57989883498e-17
4579.5 2.27425285452 3.58991893117e-17
4581.0 2.16350797977 3.5629413357e-17
4582.5 1.96632212923 3.49859885002e-17
4584.0 2.00863965299 3.49376190267e-17
4585.5 2.10730312572 3.52267272729e-17
4587.0 2.09086735647 3.5379968304e-17
4588.5 2.06173201374 3.567464577e-17
4590.0 1.95876839935 3.50853033363e-17
4591.5 1.98321333902 3.45364614784e-17
4593.0 2.27992474034 3.55150993723e-17
4594.5 2.25512207461 3.55895839371e-17
4596.0 2.07220291643 3.49762173691e-17
4597.5 2.13888946406 3.51684329399e-17
4599.0 1.99734999847 3.4840992564e-17
4600.5 1.90836589783 3.45848072053e-17
4602.0 1.99303895747 3.45400084815e-17
4603.5 1.91584886335 3.42925381518e-17
4605.0 2.0154016896 3.44897867675e-17
4606.5 2.01238663964 3.45127448011e-17
4608.0 1.81163827783 3.39683648182e-17
4609.5 2.08048869147 3.45645062994e-17
4611.0 2.21857951948 3.53525758917e-17
4612.5 2.11154887914 3.51885113769e-17
4614.0 2.04627225046 3.44953909824e-17
4615.5 2.03569826497 3.45122073764e-17
4617.0 2.13008870882 3.50774844317e-17
4618.5 2.06331545451 3.46052468417e-17
4620.0 2.27689358539 3.50318620733e-17
4621.5 2.33668264095 3.50038434987e-17
4623.0 2.10003689979 3.4403201398e-17
4624.5 2.15445231014 3.46920559298e-17
4626.0 2.37892435736 3.51322705062e-17
4627.5 2.35502725859 3.51744058531e-17
4629.0 2.06818485617 3.46443576123e-17
4630.5 1.95287418871 3.37718798455e-17
4632.0 2.06992002008 3.4030493614e-17
4633.5 2.15681095961 3.43640056393e-17
4635.0 2.07696939797 3.4083706159e-17
4636.5 2.06323937604 3.41723687374e-17
4638.0 2.05281190803 3.3768179114e-17
4639.5 1.87217570043 3.33511300421e-17
4641.0 1.75724998026 3.31401146052e-17
4642.5 1.94315149038 3.34551492191e-17
4644.0 2.06263741803 3.38922229856e-17
4645.5 2.21951762178 3.45056083009e-17
4647.0 2.12435712065 3.41328417751e-17
4648.5 1.96822007829 3.36452213402e-17
4650.0 1.86965952569 3.32211045086e-17
4651.5 1.84074650778 3.30896741718e-17
4653.0 2.03037873688 3.37997434419e-17
4654.5 2.03293823785 3.36829598031e-17
4656.0 2.13699167768 3.41004563123e-17
4657.5 2.21719655062 3.45713215946e-17
4659.0 2.0667208201 3.41721462686e-17
4660.5 1.91913493269 3.38824918489e-17
4662.0 1.88120957138 3.39119114772e-17
4663.5 1.90374034855 3.38523398232e-17
4665.0 2.11149476202 3.43213728621e-17
4666.5 2.11908081034 3.41027747375e-17
4668.0 2.00156332499 3.39825690782e-17
4669.5 1.99607569765 3.43147937839e-17
