Wavelength Scaled_Flux Error
3705.0 0.965842993277 5.04171385031e-16
3706.47 0.837721788187 5.04812921532e-16
3707.94 0.856196449936 5.07090876895e-16
3709.41 0.963656758968 5.0161614785e-16
3710.88 0.928883258993 4.93213265185e-16
3712.35 0.874396400008 4.93715013237e-16
3713.82 0.889922281354 4.96035297891e-16
3715.29 0.864823918343 4.90147579783e-16
3716.76 0.792007231059 4.8486365904e-16
3718.23 0.742029709069 4.81688232457e-16
3719.7 0.881996861722 4.81007718056e-16
3721.17 0.804613634274 4.88542322115e-16
3722.64 0.716791386952 4.796414269e-16
3724.11 0.9073175084 4.7305919346e-16
3725.58 0.865985134912 4.75565648247e-16
3727.05 0.658325634405 4.73056466255e-16
3728.52 0.739248370977 4.77124677875e-16
3729.99 0.850357504689 4.7884708051e-16
3731.46 0.725478353132 4.71153117428e-16
3732.93 0.686642922877 4.75149019711e-16
3734.4 0.743754548481 4.72237795887e-16
3735.87 0.766976226995 4.55205816608e-16
3737.34 0.886491067169 4.51028382359e-16
3738.81 0.669531985125 4.62624591289e-16
3740.28 0.680894092015 4.63373641113e-16
3741.75 0.776035448104 4.54874538056e-16
3743.22 0.830967553785 4.4953885804e-16
3744.69 0.844812028671 4.46570689414e-16
3746.16 0.764638731537 4.51986341827e-16
3747.63 0.709003306144 4.52081659553e-16
3749.1 0.747285099541 4.4648429272e-16
3750.57 0.727403152779 4.5166510784e-16
3752.04 0.755196793114 4.55178275681e-16
3753.51 0.601991435937 4.47443779039e-16
3754.98 0.623856558625 4.39115299128e-16
3756.45 0.809625266016 4.31004025709e-16
3757.92 0.733028495255 4.32153868997e-16
3759.39 0.594926869772 4.25249028364e-16
3760.86 0.632999777885 4.34299670165e-16
3762.33 0.674717808236 4.29710389592e-16
3763.8 0.722428568615 4.24551161642e-16
3765.27 0.65280285074 4.33255726926e-16
3766.74 0.565230579955 4.22484094106e-16
3768.21 0.486716556121 4.2025960732e-16
3769.68 0.560225751656 4.26339785417e-16
3771.15 0.735870330537 4.35844516408e-16
3772.62 0.74180863166 4.15785464721e-16
3774.09 0.698672902212 4.03892115313e-16
3775.56 0.552900203203 4.10641476468e-16
3777.03 0.499323298164 4.11433460561e-16
3778.5 0.550481726041 4.14533101582e-16
3779.97 0.610146866446 4.19938776652e-16
3781.44 0.622794147876 4.15012186947e-16
3782.91 0.701895613256 4.01655231269e-16
3784.38 0.678881699104 4.05203065339e-16
3785.85 0.534920802498 4.06518893605e-16
