ps16bby 0.30876
2016glp 0.14291
2017ckx 0.09114
2017cpu 0.07254
2017oz 0.0341
2017po 0.03658
2017yk 0.09145
asassn15go 0.42625
asassn15il 0.45539
asassn15mg 0.08494
asassn15np 0.08215
asassn15nr 0.34565
asassn15od 0.07936
asassn15pn 0.25079
asassn15pr 0.09114
asassn15sf 0.08246
asassn15uu 0.18197
asassn15uw 0.07161
asassn16fo 0.08432
asassn16fs 0.08742
asassn16la 0.56265
css160129 0.10137
css160129 0.10137
ps15ahs 0.09486
ps15aii 0.06913
ps15bwh 0.07657
ps15bzz 0.05239
ps15cfn 0.07564
ps16bnz 0.09827
ps16cqa 0.10447
ps16em 0.11501
ps16fbb 0.05425
ps16fbb 0.05425
ps16n 0.20925
ps17bii 0.2046
psnj0153424 0.14446
2016afk 0.15407
2016coj 0.05053
2016cor 0.08246
2016cvv 0.27125
2016esh 0.09579
2016glp 0.14291
2016gmg 0.36611
2016gsu 0.12803
2016hhv 0.15841
2016htn 0.07192
2016ixf 0.09114
2017cfc 0.12307
2017cii 0.18197
2017ciy 0.17205
2017cjv 0.08029
2017ckx 0.09114
2017cpu 0.07254
2017hn 0.08742
2017mf 0.02914
2017zd 0.22258
asassn15fa 0.07347
asassn15go 0.42625
asassn15mg 0.08494
asassn15np 0.08215
asassn15tg 0.07626
asassn15uu 0.18197
asassn15uu 0.18197
asassn15uv 0.0868
asassn16bq 0.10261
asassn16ch 0.06727
asassn16ct 0.14105
asassn16dw 0.14229
asassn16fs 0.08742
asassn16jf 0.06293
asassn17aj 0.35619
asassn17at 0.07409
asassn17eb 0.11005
atlas17ajn 0.20026
atlas17axb 0.29264
ps15bzz 0.05239
ps15cze 0.57071
ps16cvc 0.25699
ps16dnp 0.24893
ps16evk 0.19034
ps16fa 0.06789
1994s 0.058
1995e 0.0837
1996bo 0.2387
1996x 0.2139
1997dt 0.1705
1997e 0.4247
1998dh 0.2015
1998ec 0.2573
1998ef 0.2232
1998eg 0.4061
1999cc 0.0682
1999gd 0.124
2000cf 0.1054
2001da 0.1984
2001en 0.1674
2001ep 0.1426
2001fe 0.0651
2002bf 0.0341
2002bo 0.0775
2002cr 0.0775
2002de 0.0589
2002dj 0.2852
2002dp 0.1488
2002fk 0.1209
2002ha 0.3131
2002he 0.124
2002hu 0.1333
2002hw 0.3751
2003cq 0.0651
2004as 0.0465
2004dt 0.0806
2004ef 0.1643
2004eo 0.3317
2004ey 0.5146
2004gc 0.6727
2004gs 0.093
2005a 0.093
2005a 0.093
2005ag 0.1209
2005al 0.1767
2005am 0.1612
2005bg 0.0992
2005bo 0.1395
2005cf 0.2945
2005el 0.341
2005el 0.341
2005eq 0.203
2005hc 0.1023
2005hj 0.124
2005iq 0.0651
2005kc 0.4092
2005ki 0.0961
2005ku 0.1643
2005m 0.068
2005mc 0.1364
2005na 0.2573
2005w 0.196
2006ax 0.1519
2006az 0.0434
2006bh 0.0806
2006bq 0.1798
2006br 0.0744
2006d 0.1395
2006ef 0.0713
2006ej 0.1054
2006ej 0.1054
2006eq 0.1488
2006et 0.0589
2006ev 0.2697
2006fw 0.0992
2006gr 0.2604
2006gt 0.102
2006hx 0.0899
2006is 0.1054
2006kf 0.7409
2006mr 0.057
2006n 0.2945
2006ob 0.1085
2006os 0.4588
2006py 0.1829
2006sr 0.2883
2007a 0.2325
2007af 0.1209
2007ai 0.909
2007as 0.434
2007ax 0.148
2007ba 0.101
2007bc 0.0682
2007bd 0.1023
2007bm 0.1271
2007ca 0.2046
2007hj 0.242
2007jd 0.212
2007jg 0.3224
2007le 0.1023
2007n 0.111
2007nq 0.124
2007on 0.0372
2007qe 0.1209
2007s 0.076
2007sr 0.1426
2008ar 0.1147
2008bc 0.806
2008bf 0.124
2008bq 0.2759
2008bz 0.0899
2008c 0.2666
2008cf 0.2108
2008fp 0.589
2008fr 0.1457
2008gl 0.093
2008gp 0.3906
2008hj 0.1085
2008hu 0.3224
2008ia 0.7037
2008r 0.2201
2009aa 0.1085
2009ab 0.651
2009ad 0.3348
2009ag 0.7688
2009d 0.145
2009f 0.285
2009f 0.285
2009y 0.3069
