# OBJECT   = SN2011fe                       / object name
# RA       = 14:03:05.73                    / object right ascension
# DEC      = 54:16:25.18                    / object declination
# EQUINOX  = 2000.0                         / 
# RADECSYS = FK5                            / coordinate system
# EXPTIME  = 600                            / exposure time [s]
# FLXUNITS = erg/s/cm2/A                    / flux units
# FLXERROR = 0.03                           / achromatic abs. flux calibration accuracy [mag]
# MWEBV    = 0.0088                         / MW E(B-V) correction applied
# MWRV     = 3.1                            / R_V value used for MW E(B-V) correction
# UTC      = 2011-08-26T06:19:44            / 
# MJD      = 55799.3                        / 
# TXPL     = 2.6                            / days relative to date of explosion
# TMAX     = -15.2                          / phase, days relative to B-band maximum
# AIRMASS  = 1.87                           / 
# SEEING   = 2.24                           / 
# ISPHOTO  = 1                              / photometric night?
# ORIGIN   = The Nearby Supernova Factory   / 
# OBSERVAT = University of Hawaii 2.2m      / 
# TELESCOP = 2.2m UH                        / 
# INSTRUME = SNIFS                          / 
#
# lbda  flux         variance    
3298.68 5.446653e-15 5.135605e-31
3301.06 6.434162e-15 4.498389e-31
3303.44 6.023659e-15 4.970667e-31
3305.82 6.902102e-15 5.019282e-31
3308.20 6.711463e-15 4.951909e-31
3310.58 5.696020e-15 4.745644e-31
3312.96 5.622264e-15 4.448967e-31
3315.34 5.914844e-15 4.202027e-31
3317.72 6.454145e-15 3.015700e-31
3320.10 5.810122e-15 3.807429e-31
3322.48 5.861523e-15 3.648534e-31
3324.86 6.892290e-15 3.640788e-31
3327.24 7.363839e-15 3.554695e-31
3329.62 6.491121e-15 2.626679e-31
3332.00 6.754861e-15 3.516500e-31
3334.38 6.173226e-15 3.440889e-31
3336.76 6.603780e-15 3.483210e-31
3339.14 7.327263e-15 3.501859e-31
3341.52 5.667899e-15 3.262319e-31
3343.90 6.511236e-15 2.464436e-31
3346.28 6.236681e-15 2.359528e-31
3348.66 7.464352e-15 2.398362e-31
3351.04 6.430983e-15 2.991785e-31
3353.42 6.415105e-15 2.908912e-31
3355.80 7.098046e-15 2.876678e-31
3358.18 6.540945e-15 2.872770e-31
3360.56 6.699494e-15 2.837758e-31
3362.94 6.390710e-15 2.788424e-31
3365.32 6.686136e-15 2.791359e-31
3367.70 6.798943e-15 2.795609e-31
3370.08 7.009795e-15 2.763040e-31
3372.46 6.934388e-15 2.723010e-31
3374.84 7.294951e-15 2.714107e-31
3377.22 7.626945e-15 2.671347e-31
3379.60 7.553119e-15 2.584180e-31
3381.98 7.527704e-15 2.541856e-31
3384.36 7.501263e-15 2.465707e-31
3386.74 7.703011e-15 2.414834e-31
3389.12 7.992583e-15 2.395614e-31
3391.50 8.280644e-15 2.081846e-31
3393.88 8.204486e-15 2.383557e-31
3396.26 8.184962e-15 2.357958e-31
3398.64 7.980922e-15 2.312027e-31
3401.02 8.522879e-15 2.291451e-31
3403.40 8.342454e-15 2.255361e-31
3405.78 8.683729e-15 2.210420e-31
3408.16 8.944472e-15 2.199721e-31
3410.54 8.092890e-15 2.106835e-31
3412.92 8.408792e-15 2.091107e-31
3415.30 8.819359e-15 2.086108e-31
3417.68 9.233129e-15 2.084431e-31
3420.06 9.727019e-15 2.085290e-31
3422.44 9.623876e-15 2.054534e-31
3424.82 9.971120e-15 2.081547e-31
3427.20 9.988351e-15 2.055365e-31
3429.58 1.025923e-14 2.054516e-31
3431.96 1.062666e-14 2.072635e-31
3434.34 1.049582e-14 2.058953e-31
3436.72 1.099654e-14 2.065754e-31
3439.10 1.100727e-14 2.041188e-31
3441.48 1.054660e-14 1.979239e-31
3443.86 1.052498e-14 1.662313e-31
3446.24 1.056674e-14 1.929124e-31
3448.62 1.105731e-14 1.947745e-31
3451.00 1.170875e-14 1.952570e-31
3453.38 1.159037e-14 1.925982e-31
3455.76 1.140894e-14 1.896942e-31
3458.14 1.129828e-14 1.876072e-31
3460.52 1.174361e-14 1.869404e-31
3462.90 1.182686e-14 1.855540e-31
3465.28 1.217130e-14 1.859228e-31
3467.66 1.247968e-14 1.872068e-31
3470.04 1.273045e-14 1.876840e-31
3472.42 1.243447e-14 1.858251e-31
3474.80 1.330171e-14 1.889864e-31
3477.18 1.343378e-14 1.878181e-31
3479.56 1.338854e-14 1.873399e-31
3481.94 1.303840e-14 1.846834e-31
3484.32 1.375139e-14 1.858989e-31
3486.70 1.400014e-14 1.867112e-31
3489.08 1.431117e-14 1.856921e-31
3491.46 1.382529e-14 1.819307e-31
3493.84 1.385768e-14 1.803759e-31
3496.22 1.371498e-14 1.786712e-31
3498.60 1.408070e-14 1.796707e-31
3500.98 1.462045e-14 1.811150e-31
3503.36 1.375034e-14 1.744160e-31
3505.74 1.338516e-14 1.694220e-31
3508.12 1.323036e-14 1.687647e-31
3510.50 1.365050e-14 1.680548e-31
3512.88 1.427263e-14 1.350017e-31
3515.26 1.355230e-14 1.656087e-31
3517.64 1.335681e-14 1.639781e-31
3520.02 1.270277e-14 1.606985e-31
3522.40 1.249609e-14 1.591889e-31
3524.78 1.217597e-14 1.563479e-31
3527.16 1.189992e-14 1.547715e-31
3529.54 1.222028e-14 1.548863e-31
3531.92 1.254349e-14 1.242428e-31
3534.30 1.225382e-14 1.534924e-31
3536.68 1.226522e-14 1.515216e-31
3539.06 1.164339e-14 1.472702e-31
3541.44 1.149697e-14 1.447961e-31
3543.82 1.144976e-14 1.440942e-31
3546.20 1.134246e-14 1.419666e-31
3548.58 1.082032e-14 1.381194e-31
3550.96 1.025438e-14 1.355639e-31
3553.34 9.945434e-15 1.333382e-31
3555.72 1.027266e-14 1.315589e-31
3558.10 1.003836e-14 1.289840e-31
3560.48 1.053105e-14 1.296726e-31
3562.86 1.020432e-14 1.277019e-31
3565.24 9.874944e-15 1.261947e-31
3567.62 9.447434e-15 1.236226e-31
3570.00 9.087722e-15 1.214020e-31
3572.38 9.285965e-15 1.219249e-31
3574.76 9.298285e-15 1.210885e-31
3577.14 8.777974e-15 1.181613e-31
3579.52 8.665418e-15 1.175855e-31
3581.90 8.872301e-15 9.370394e-32
3584.28 9.078869e-15 9.520383e-32
3586.66 8.841650e-15 9.434526e-32
3589.04 8.355989e-15 1.152068e-31
3591.42 8.163303e-15 8.941779e-32
3593.80 7.916993e-15 1.110482e-31
3596.18 7.532500e-15 1.099379e-31
3598.56 7.503023e-15 1.081955e-31
3600.94 6.846166e-15 1.046443e-31
3603.32 7.020713e-15 1.034985e-31
3605.70 7.111540e-15 1.029355e-31
3608.08 6.901268e-15 1.006560e-31
3610.46 6.998991e-15 1.016258e-31
3612.84 7.138591e-15 1.014679e-31
