# OBJECT   = SN2011fe                       / object name
# RA       = 14:03:05.73                    / object right ascension
# DEC      = 54:16:25.18                    / object declination
# EQUINOX  = 2000.0                         / 
# RADECSYS = FK5                            / coordinate system
# EXPTIME  = 500                            / exposure time [s]
# FLXUNITS = erg/s/cm2/A                    / flux units
# FLXERROR = 0.03                           / achromatic abs. flux calibration accuracy [mag]
# MWEBV    = 0.0088                         / MW E(B-V) correction applied
# MWRV     = 3.1                            / R_V value used for MW E(B-V) correction
# UTC      = 2011-09-11T05:28:10            / 
# MJD      = 55815.2                        / 
# TXPL     = 18.5                           / days relative to date of explosion
# TMAX     = 0.7                            / phase, days relative to B-band maximum
# AIRMASS  = 1.95                           / 
# SEEING   = 1.15                           / 
# ISPHOTO  = 1                              / photometric night?
# ORIGIN   = The Nearby Supernova Factory   / 
# OBSERVAT = University of Hawaii 2.2m      / 
# TELESCOP = 2.2m UH                        / 
# INSTRUME = SNIFS                          / 
#
# lbda  flux         variance    
3298.68 4.476970e-13 5.549596e-30
3301.06 4.345797e-13 5.233680e-30
3303.44 4.365298e-13 5.232565e-30
3305.82 4.435213e-13 5.284439e-30
3308.20 4.469109e-13 5.287208e-30
3310.58 4.477839e-13 5.211594e-30
3312.96 4.492206e-13 5.079478e-30
3315.34 4.510189e-13 4.910131e-30
3317.72 4.533237e-13 4.753142e-30
3320.10 4.572071e-13 4.636176e-30
3322.48 4.644429e-13 4.590440e-30
3324.86 4.692919e-13 4.567024e-30
3327.24 4.785799e-13 4.610193e-30
3329.62 4.868754e-13 4.662473e-30
3332.00 5.004518e-13 4.787456e-30
3334.38 5.103665e-13 4.880359e-30
3336.76 5.155939e-13 4.928779e-30
3339.14 5.193651e-13 4.931130e-30
3341.52 5.378518e-13 5.034081e-30
3343.90 5.417697e-13 4.981442e-30
3346.28 5.428320e-13 4.876652e-30
3348.66 5.407462e-13 4.735562e-30
3351.04 5.390102e-13 4.617531e-30
3353.42 5.395940e-13 4.516775e-30
3355.80 5.369155e-13 4.409005e-30
3358.18 5.344780e-13 4.312943e-30
3360.56 5.289065e-13 4.215671e-30
3362.94 5.216585e-13 4.128048e-30
3365.32 5.167320e-13 4.057907e-30
3367.70 5.141675e-13 4.012141e-30
3370.08 5.103309e-13 3.950968e-30
3372.46 5.036714e-13 3.854380e-30
3374.84 5.021222e-13 3.792990e-30
3377.22 5.010477e-13 3.726200e-30
3379.60 5.005905e-13 3.659096e-30
3381.98 4.977024e-13 3.579451e-30
3384.36 4.981490e-13 3.528519e-30
3386.74 5.031152e-13 3.514809e-30
3389.12 5.091625e-13 3.517467e-30
3391.50 5.190420e-13 3.547136e-30
3393.88 5.270733e-13 3.573747e-30
3396.26 5.377502e-13 3.617212e-30
3398.64 5.414504e-13 3.616138e-30
3401.02 5.374533e-13 3.553662e-30
3403.40 5.434532e-13 3.548146e-30
3405.78 5.463303e-13 3.523565e-30
3408.16 5.491755e-13 3.496088e-30
3410.54 5.550827e-13 3.487122e-30
3412.92 5.552038e-13 3.456685e-30
3415.30 5.539375e-13 3.426721e-30
3417.68 5.532433e-13 3.401183e-30
3420.06 5.526659e-13 3.377693e-30
3422.44 5.549277e-13 3.372839e-30
3424.82 5.548769e-13 3.344659e-30
3427.20 5.572499e-13 3.333386e-30
3429.58 5.561340e-13 3.304283e-30
3431.96 5.607326e-13 3.306322e-30
3434.34 5.688341e-13 3.329194e-30
3436.72 5.769545e-13 3.351556e-30
3439.10 5.826709e-13 3.354289e-30
3441.48 5.877295e-13 3.341145e-30
3443.86 5.975644e-13 3.353454e-30
3446.24 6.013381e-13 3.335519e-30
3448.62 6.049442e-13 3.317369e-30
3451.00 6.097095e-13 3.307703e-30
3453.38 6.160712e-13 3.305026e-30
3455.76 6.188814e-13 3.291567e-30
3458.14 6.178511e-13 3.266495e-30
3460.52 6.167768e-13 3.245274e-30
3462.90 6.174503e-13 3.232225e-30
3465.28 6.183535e-13 3.221675e-30
3467.66 6.188714e-13 3.204643e-30
3470.04 6.224567e-13 3.203137e-30
3472.42 6.207738e-13 3.175686e-30
3474.80 6.231653e-13 3.163061e-30
3477.18 6.226526e-13 3.139591e-30
3479.56 6.246363e-13 3.131271e-30
3481.94 6.275362e-13 3.125228e-30
3484.32 6.318395e-13 3.121261e-30
3486.70 6.383230e-13 3.127881e-30
3489.08 6.433400e-13 3.128381e-30
3491.46 6.508493e-13 3.146581e-30
3493.84 6.562344e-13 3.158312e-30
3496.22 6.656053e-13 3.189508e-30
3498.60 6.767924e-13 3.235882e-30
3500.98 6.825013e-13 3.257377e-30
3503.36 6.913829e-13 3.296994e-30
3505.74 7.036920e-13 3.350916e-30
3508.12 7.178879e-13 3.411400e-30
3510.50 7.282767e-13 3.450748e-30
3512.88 7.366754e-13 3.478735e-30
3515.26 7.443703e-13 3.499787e-30
3517.64 7.534943e-13 3.520941e-30
3520.02 7.633139e-13 3.537738e-30
3522.40 7.734716e-13 3.547410e-30
3524.78 7.775828e-13 3.529584e-30
3527.16 7.787662e-13 3.496886e-30
3529.54 7.830148e-13 3.478799e-30
3531.92 7.810862e-13 3.436872e-30
3534.30 7.828785e-13 3.409906e-30
3536.68 7.897855e-13 3.412334e-30
3539.06 7.952235e-13 3.415125e-30
3541.44 8.017155e-13 3.421686e-30
3543.82 8.064523e-13 3.423372e-30
3546.20 8.063360e-13 3.408760e-30
3548.58 8.107180e-13 3.409553e-30
3550.96 8.158829e-13 3.417076e-30
3553.34 8.211834e-13 3.429937e-30
3555.72 8.279767e-13 3.449545e-30
3558.10 8.316735e-13 3.462591e-30
3560.48 8.327571e-13 3.464648e-30
3562.86 8.353320e-13 3.471639e-30
3565.24 8.394404e-13 3.484305e-30
3567.62 8.476065e-13 3.510259e-30
3570.00 8.519756e-13 3.518052e-30
3572.38 8.568354e-13 3.530046e-30
3574.76 8.590196e-13 3.535041e-30
3577.14 8.658149e-13 3.549912e-30
3579.52 8.750399e-13 3.567535e-30
3581.90 8.816535e-13 3.573663e-30
3584.28 8.832528e-13 3.560049e-30
3586.66 8.837821e-13 3.538984e-30
3589.04 8.829581e-13 3.509286e-30
3591.42 8.801769e-13 3.479382e-30
3593.80 8.758423e-13 3.436683e-30
3596.18 8.700248e-13 3.386533e-30
3598.56 8.603348e-13 3.321362e-30
3600.94 8.531448e-13 3.260970e-30
3603.32 8.438945e-13 3.200314e-30
3605.70 8.337328e-13 3.139029e-30
3608.08 8.283593e-13 3.096102e-30
3610.46 8.270133e-13 3.068924e-30
3612.84 8.222357e-13 3.030832e-30
3615.22 8.156922e-13 2.987873e-30
3617.60 8.145871e-13 2.966174e-30
3619.98 8.171721e-13 2.958245e-30
3622.36 8.177156e-13 2.948709e-30
3624.74 8.224338e-13 2.958811e-30
3627.12 8.298941e-13 2.974028e-30
3629.50 8.371781e-13 2.987080e-30
3631.88 8.449910e-13 2.999779e-30
3634.26 8.535510e-13 3.022576e-30
3636.64 8.566126e-13 3.030366e-30
3639.02 8.572534e-13 3.028257e-30
3641.40 8.566749e-13 3.022582e-30
3643.78 8.530789e-13 2.998646e-30
3646.16 8.492102e-13 2.972786e-30
3648.54 8.486762e-13 2.958956e-30
3650.92 8.448801e-13 2.934294e-30
3653.30 8.421865e-13 2.911085e-30
3655.68 8.417747e-13 2.888107e-30
3658.06 8.409465e-13 2.864447e-30
3660.44 8.384752e-13 2.836390e-30
3662.82 8.401465e-13 2.817248e-30
3665.20 8.364800e-13 2.780038e-30
3667.58 8.326550e-13 2.739753e-30
3669.96 8.278901e-13 2.699134e-30
3672.34 8.193873e-13 2.650825e-30
3674.72 8.079217e-13 2.593834e-30
