# OBJECT   = SN2011fe                       / object name
# RA       = 14:03:05.73                    / object right ascension
# DEC      = 54:16:25.18                    / object declination
# EQUINOX  = 2000.0                         / 
# RADECSYS = FK5                            / coordinate system
# EXPTIME  = 500                            / exposure time [s]
# FLXUNITS = erg/s/cm2/A                    / flux units
# FLXERROR = 0.042                          / achromatic abs. flux calibration accuracy [mag]
# MWEBV    = 0.0088                         / MW E(B-V) correction applied
# MWRV     = 3.1                            / R_V value used for MW E(B-V) correction
# UTC      = 2011-09-14T05:38:35            / 
# MJD      = 55818.2                        / 
# TXPL     = 21.5                           / days relative to date of explosion
# TMAX     = 3.7                            / phase, days relative to B-band maximum
# AIRMASS  = 2.17                           / 
# SEEING   = 1.94                           / 
# ISPHOTO  = 1                              / photometric night?
# ORIGIN   = The Nearby Supernova Factory   / 
# OBSERVAT = University of Hawaii 2.2m      / 
# TELESCOP = 2.2m UH                        / 
# INSTRUME = SNIFS                          / 
#
# lbda  flux         variance    
3298.68 2.637315e-13 5.790180e-30
3301.06 2.559979e-13 5.457540e-30
3303.44 2.536077e-13 5.327791e-30
3305.82 2.542628e-13 5.302086e-30
3308.20 2.562434e-13 5.304855e-30
3310.58 2.572374e-13 5.234506e-30
3312.96 2.584067e-13 5.089006e-30
3315.34 2.603700e-13 4.928335e-30
3317.72 2.641910e-13 4.786130e-30
3320.10 2.641284e-13 4.608841e-30
3322.48 2.668788e-13 4.530275e-30
3324.86 2.718440e-13 4.522106e-30
3327.24 2.793446e-13 4.600228e-30
3329.62 2.851515e-13 4.661739e-30
3332.00 2.950076e-13 4.787707e-30
3334.38 2.974712e-13 4.824773e-30
3336.76 3.009345e-13 4.868785e-30
3339.14 3.062605e-13 4.916375e-30
3341.52 3.140366e-13 4.958518e-30
3343.90 3.154386e-13 4.875889e-30
3346.28 3.173479e-13 4.822940e-30
3348.66 3.146422e-13 4.666920e-30
3351.04 3.131513e-13 4.544559e-30
3353.42 3.106866e-13 4.447000e-30
3355.80 3.090576e-13 4.365374e-30
3358.18 3.086324e-13 4.295142e-30
3360.56 3.058483e-13 4.219282e-30
3362.94 3.060599e-13 4.176136e-30
3365.32 3.071360e-13 4.146854e-30
3367.70 3.091337e-13 4.141841e-30
3370.08 3.078897e-13 4.081943e-30
3372.46 3.046629e-13 3.971045e-30
3374.84 3.056578e-13 3.908179e-30
3377.22 3.104732e-13 3.875571e-30
3379.60 3.087049e-13 3.788434e-30
3381.98 3.082188e-13 3.703484e-30
3384.36 3.141192e-13 3.669592e-30
3386.74 3.142136e-13 3.617840e-30
3389.12 3.176134e-13 3.620818e-30
3391.50 3.244606e-13 3.638681e-30
3393.88 3.291721e-13 3.645406e-30
3396.26 3.333381e-13 3.656468e-30
3398.64 3.372102e-13 3.654610e-30
3401.02 3.371368e-13 3.600471e-30
3403.40 3.402761e-13 3.559803e-30
3405.78 3.398068e-13 3.492692e-30
3408.16 3.420362e-13 3.453974e-30
3410.54 3.453516e-13 3.422358e-30
3412.92 3.468038e-13 3.374818e-30
3415.30 3.462273e-13 3.331499e-30
3417.68 3.475224e-13 3.294909e-30
3420.06 3.467965e-13 3.254719e-30
3422.44 3.458240e-13 3.218670e-30
3424.82 3.437699e-13 3.167056e-30
3427.20 3.466226e-13 3.154520e-30
3429.58 3.463029e-13 3.121426e-30
3431.96 3.462718e-13 3.104822e-30
3434.34 3.457925e-13 3.083652e-30
3436.72 3.507406e-13 3.108044e-30
3439.10 3.505054e-13 3.077719e-30
3441.48 3.562322e-13 3.081571e-30
3443.86 3.575167e-13 3.053994e-30
3446.24 3.631166e-13 3.041595e-30
3448.62 3.679209e-13 3.024269e-30
3451.00 3.686828e-13 2.984640e-30
3453.38 3.706536e-13 2.956744e-30
3455.76 3.739474e-13 2.949332e-30
3458.14 3.732561e-13 2.919953e-30
3460.52 3.754858e-13 2.907657e-30
3462.90 3.754921e-13 2.881696e-30
3465.28 3.740271e-13 2.856344e-30
3467.66 3.757726e-13 2.848761e-30
3470.04 3.761481e-13 2.829721e-30
3472.42 3.751451e-13 2.795896e-30
3474.80 3.758037e-13 2.781878e-30
3477.18 3.792164e-13 2.784396e-30
3479.56 3.819616e-13 2.779124e-30
3481.94 3.867533e-13 2.784370e-30
3484.32 3.900580e-13 2.789345e-30
3486.70 3.959359e-13 2.796461e-30
