#do not have values for:
#sn2008r3
#sn2008s4
#sn2008s8

SNF20071021-000 0.256 0.189
sn2007sa 0.034 0.025
sn2007sr 0.174 0.128
sn2007su 0.306 0.225
sn2007ux 0.168 0.124
sn2007v 0.15 0.111
sn2008a 0.197 0.145
sn2008af 0.135 0.099
sn2008ai 0.07 0.051
sn2008ar 0.14 0.103
sn2008bf 0.152 0.112
sn2008bt 0.205 0.151
sn2008bv 0.127 0.093
sn2008bw 0.157 0.116
sn2008bz 0.112 0.083
sn2008c 0.325 0.239
sn2008ca 0.091 0.067
sn2008cb 0.073 0.054
sn2008cd 0.252 0.186
sn2008cf 0.256 0.188
sn2008cl 0.078 0.058
sn2008ct 0.263 0.194
sn2008db 0.136 0.1
sn2008dr 0.158 0.116
sn2008ds 0.253 0.187
sn2008dt 0.187 0.138
sn2008dx 0.039 0.028
sn2008ec 0.28 0.206
sn2008ee 0.166 0.122
sn2008ei 0.309 0.227
sn2008er 0.68 0.501
sn2008ey 0.301 0.222
sn2008ez 0.105 0.077
sn2008fg 0.655 0.482
sn2008fj 0.079 0.058
sn2008fr 0.18 0.133
sn2008fx 0.305 0.224
sn2008ge 0.05 0.037
sn2008gh 0.182 0.134
sn2008gs 0.09 0.066
sn2008gt 0.163 0.12
sn2008gw 0.876 0.646
sn2008gy 0.754 0.556
sn2008ha 0.296 0.218
sn2008hj 0.133 0.098
sn2008hk 0.306 0.225
sn2008hq 0.212 0.156
sn2008hr 0.13 0.096
sn2008hs 0.214 0.157
sn2008hu 0.397 0.293
sn2008hy 0.89 0.656
sn2008hz 0.297 0.219
sn2008l 0.586 0.431
sn2008q 0.312 0.229
#sn2008r3 0 0
SNF20080514-002 0.123 0.091
SNF20080825-006 0.213 0.157
#sn2008s4 0 0
SNF20080909-030 0.274 0.201
#sn2008s8 0 0
sn2008z 0.046 0.034
