#Table J_ApJ_700_1097_table3:
#Name: J/ApJ/700/1097/table3
#Title: MLCS31 light curve fit parameters
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (1) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#    Delta              (F6.3)  Light curve shape parameter {Delta} [ucd=stat.fit.param]
#    e_Delta            (F6.3)  Uncertainty in Delta [ucd=stat.error;pos.eq.dec]
#    AV (mag)           (F6.3)  Host-galaxy extinction parameter in V band [ucd=phys.absorption;em.opt.V]
#    e_AV (mag)         (F6.3)  Uncertainty in AV [ucd=stat.error]
#----------- ----------- --------- - ------ ------ ------ ------ ------------------ --------- --------- ------ ------ ------ ------
#                                  n                                                                                               
#                                  _                                                                                               
#_RAJ200     _DEJ200               I               mu     e_mu                                                 e      AV     e_AV  
RA          DEC         ID        I zCMB   e_zCMB mu     e_mu   SimbadName         RA_deg    DEC_deg   Delta  e_Delt AV     e_AV 
02:10:53.98 -04:25:49.8 d149      4  0.344  0.008 41.585  0.203 ESSENCEd149        032.72492 -04.43050 -0.223  0.088  0.211  0.149
23:25:36.06 -09:31:44.7 e020      3  0.159  0.006 39.749  0.302 ESSENCEe020        351.40025 -09.52908 -0.041  0.142  0.473  0.343
01:09:48.80 +01:00:05.6 e029      4  0.332  0.008 41.502  0.253 ESSENCEe029        017.45333 +01.00156  0.258  0.228  0.219  0.201
02:30:09.00 -09:04:35.9 e108      4  0.472  0.007 42.257  0.145 ESSENCEe108        037.53750 -09.07664 -0.284  0.123  0.087  0.073
02:09:15.55 -03:35:41.4 e132      4  0.235  0.006 40.347  0.280 ESSENCEe132        032.31479 -03.59483 -0.131  0.094  0.810  0.281
02:11:06.48 -03:47:56.1 e136      4  0.348  0.006 41.580  0.269 ESSENCEe136        032.77700 -03.79892  0.323  0.172  0.338  0.218
02:33:47.01 -08:36:22.1 e138      4  0.611  0.006 42.971  0.171 ESSENCEe138        038.44587 -08.60614 -0.288  0.120  0.118  0.085
02:31:04.09 -08:10:56.6 e140      4  0.614  0.006 42.881  0.166 ESSENCEe140        037.76704 -08.18239 -0.197  0.143  0.133  0.087
02:31:02.64 -08:39:50.8 e147      4  0.641  0.008 43.002  0.172 ESSENCEe147        037.76100 -08.66411 -0.184  0.149  0.084  0.061
02:31:20.96 -08:36:14.2 e148      4  0.429  0.006 42.229  0.194 ESSENCEe148        037.83733 -08.60394 -0.116  0.168  0.122  0.102
02:31:34.54 -08:36:46.4 e149      4  0.491  0.006 42.215  0.258 ESSENCEe149        037.89392 -08.61289  0.005  0.157  0.205  0.177
02:10:19.51 -04:59:32.3 f011      4  0.536  0.006 42.640  0.238 ESSENCEf011        032.58129 -04.99231 -0.092  0.237  0.176  0.132
01:08:08.73 +00:27:09.7 f041      4  0.558  0.007 42.695  0.153 ESSENCEf041        017.03637 +00.45269 -0.300  0.124  0.103  0.082
01:08:49.81 -00:44:13.5 f076      4  0.410  0.004 41.426  0.322 ESSENCEf076        017.20754 -00.73708  0.187  0.300  0.261  0.199
02:35:41.19 -08:06:29.6 f216      4  0.595  0.011 43.320  0.243 ESSENCEf216        038.92162 -08.10822 -0.105  0.235  0.133  0.098
02:11:12.82 -04:13:52.1 f221      3  0.443  0.004 42.834  0.224 ESSENCEf221        032.80342 -04.23114 -0.047  0.208  0.108  0.097
23:30:27.15 -08:35:47.0 f231      4  0.620  0.008 43.029  0.161 ESSENCEf231        352.61312 -08.59639 -0.249  0.143  0.102  0.074
01:12:10.03 +00:19:51.3 f235      1  0.422  0.006 41.777  0.231 ESSENCEf235        018.04179 +00.33092  0.168  0.220  0.128  0.107
02:27:47.29 -07:33:46.2 f244      4  0.546  0.005 42.693  0.251 ESSENCEf244        036.94704 -07.56283 -0.024  0.257  0.154  0.121
23:29:45.27 -08:54:36.1 g001      3  0.268  0.002 40.844  0.155 ESSENCEg001        352.43862 -08.91003  0.171  0.126  0.092  0.078
23:28:27.20 -08:36:55.2 g005      4  0.218  0.007 40.349  0.270 ESSENCEg005        352.11333 -08.61533 -0.260  0.038  0.445  0.267
23:26:58.14 -09:37:19.4 g052      1  0.384  0.006 41.566  0.215 ESSENCEg052        351.74225 -09.62206  0.383  0.167  0.135  0.119
01:13:35.84 -00:09:27.6 g055      4  0.302  0.006 41.357  0.354 ESSENCEg055        018.39933 -00.15767 -0.296  0.073  1.028  0.334
23:27:37.16 -09:35:21.0 g097      4  0.339  0.004 41.503  0.302 ESSENCEg097        351.90483 -09.58917 -0.285  0.100  0.364  0.266
02:31:19.95 -08:49:21.7 g160      4  0.507  0.019 42.390  0.254 ESSENCEg160        037.83312 -08.82269 -0.317  0.083  0.192  0.191
23:30:41.83 -08:34:11.0 g240      4  0.689  0.005 43.027  0.193 ESSENCEg240        352.67429 -08.56972 -0.167  0.172  0.074  0.052
02:04:27.01 -03:35:43.7 g276      3  0.244  0.001 40.499  0.327 ESSENCEg276        031.11254 -03.59547 -0.043  0.066  0.513  0.309
02:31:40.67 -08:49:03.3 h300      1  0.656  0.011 43.082  0.160 ESSENCEh300        037.91946 -08.81758 -0.281  0.135  0.086  0.057
02:08:48.21 -04:26:10.4 h319      4  0.478  0.002 42.368  0.196 ESSENCEh319        032.20087 -04.43622 -0.281  0.113  0.184  0.136
02:29:48.79 -08:20:45.9 h323      4  0.603  0.007 42.991  0.215 ESSENCEh323        037.45329 -08.34608 -0.114  0.185  0.137  0.098
02:32:00.14 -08:42:23.8 h342      1  0.421  0.005 42.156  0.141 ESSENCEh342        038.00058 -08.70661 -0.365  0.074  0.107  0.086
02:06:25.01 -04:38:04.0 h363      4  0.211  0.005 40.251  0.315 ESSENCEh363        031.60421 -04.63444  0.055  0.106  0.859  0.318
02:29:41.93 -08:43:49.4 h364      4  0.344  0.004 41.303  0.163 ESSENCEh364        037.42471 -08.73039 -0.017  0.108  0.110  0.089
23:26:11.77 -08:50:17.5 k411      4  0.565  0.003 42.442  0.218 ESSENCEk411        351.54904 -08.83819 -0.131  0.186  0.141  0.112
01:13:38.17 -00:27:39.0 k425      4  0.274  0.003 41.083  0.280 ESSENCEk425        018.40904 -00.46083 -0.025  0.195  0.280  0.250
02:28:03.11 -07:42:29.7 k429      3  0.171  0.006 39.853  0.165 ESSENCEk429        037.01296 -07.70825 -0.105  0.092  0.168  0.137
01:13:32.38 +00:37:15.3 k430      4  0.576  0.007 43.288  0.218 ESSENCEk430        018.38492 +00.62092 -0.110  0.222  0.130  0.098
02:30:18.04 -08:22:25.0 k441      4  0.671  0.007 43.232  0.180 ESSENCEk441        037.57517 -08.37361 -0.206  0.181  0.101  0.063
02:30:24.32 -07:53:21.0 k490      1  0.709  0.001 43.471  0.168 ESSENCEk490        037.60133 -07.88917 -0.282  0.151  0.080  0.053
23:28:39.97 -09:19:50.0 m026      3  0.656  0.006 43.021  0.234 ESSENCEm026        352.16654 -09.33056 -0.204  0.174  0.101  0.080
01:09:15.01 +00:08:14.8 m027      4  0.285  0.003 41.410  0.297 ESSENCEm027        017.31254 +00.13744 -0.131  0.134  0.476  0.273
23:29:35.34 -09:58:46.3 m032      3  0.155  0.004 39.916  0.179 ESSENCEm032        352.39725 -09.97953 -0.161  0.086  0.119  0.104
02:27:50.33 -07:59:11.6 m034      3  0.562  0.006 42.771  0.243 ESSENCEm034        036.95971 -07.98656 -0.079  0.220  0.154  0.119
02:28:04.63 -07:42:44.3 m039      3  0.249  0.003 40.794  0.370 ESSENCEm039        037.01929 -07.71231 -0.223  0.137  0.493  0.349
23:24:03.53 -09:23:18.2 m158      4  0.461  0.007 42.569  0.274 ESSENCEm158        351.01471 -09.38839 -0.341  0.110  0.229  0.204
02:28:52.20 -07:42:09.8 m193      4  0.336  0.006 41.261  0.225 ESSENCEm193        037.21750 -07.70272 -0.139  0.133  0.143  0.111
02:05:14.95 -04:56:39.1 n263      4  0.368  0.007 41.496  0.179 ESSENCEn263        031.31229 -04.94419  0.063  0.133  0.126  0.110
23:28:17.55 -09:23:12.4 n278      4  0.308  0.006 41.127  0.210 ESSENCEn278        352.07312 -09.38678  0.016  0.185  0.197  0.146
23:23:51.35 -08:23:18.5 n285      4  0.531  0.009 42.617  0.256 ESSENCEn285        350.96396 -08.38847 -0.122  0.213  0.184  0.139
23:29:58.59 -08:53:12.5 n326      4  0.267  0.006 40.755  0.255 ESSENCEn326        352.49412 -08.88681  0.689  0.208  0.220  0.154
02:31:31.43 -08:55:11.5 n404      3  0.285  0.006 40.544  0.321 ESSENCEn404        037.88096 -08.91986 -0.061  0.191  0.727  0.358
23:29:56.19 -08:34:24.3 p425      3  0.456  0.004 42.712  0.356 ESSENCEp425        352.48412 -08.57342 -0.244  0.206  0.297  0.290
02:30:10.16 -08:52:50.8 p524      4  0.511  0.003 42.398  0.211 ESSENCEp524        037.54233 -08.88078 -0.235  0.144  0.181  0.133
02:07:04.66 -03:28:04.4 p528      4  0.780  0.009 43.752  0.138 ESSENCEp528        031.76942 -03.46789 -0.310  0.121  0.048  0.037
17:15:35.92 +16:19:25.8 sn90O     3  0.031  0.001 35.794  0.156 SN1990O            258.89967 +16.32383 -0.175  0.065  0.101  0.067
21:34:58.12 -62:44:07.4 sn90af    3  0.050  0.001 36.646  0.211 SN1990af           323.74217 -62.73539  0.506  0.120  0.211  0.157
13:23:22.00 -26:06:30.0 sn91U     1  0.033  0.001 35.615  0.206 SN1991U            200.84167 -26.10833 -0.122  0.083  0.410  0.188
20:00:08.61 -55:22:03.1 sn91ag    3  0.014  0.001 33.991  0.236 SN1991ag           300.03587 -55.36753 -0.165  0.059  0.085  0.060
10:09:00.30 -26:38:24.4 sn92J     1  0.046  0.001 36.224  0.156 SN1992J            152.25125 -26.64011  1.041  0.090  0.108  0.091
12:42:48.93 +10:21:36.2 sn92P     3  0.026  0.001 35.583  0.192 SN1992P            190.70387 +10.36006 -0.158  0.081  0.152  0.108
21:28:17.94 -61:33:01.4 sn92ae    3  0.075  0.001 37.716  0.216 SN1992ae           322.07475 -61.55039  0.021  0.099  0.229  0.161
13:24:09.85 -23:52:43.7 sn92ag    3  0.026  0.001 35.166  0.203 SN1992ag           201.04104 -23.87881  0.027  0.077  0.509  0.132
20:45:56.49 -51:23:39.9 sn92al    3  0.014  0.001 34.032  0.226 SN1992al           311.48537 -51.39442 -0.046  0.053  0.086  0.053
23:04:34.76 -37:20:42.1 sn92aq    3  0.101  0.001 38.731  0.150 SN1992aq           346.14483 -37.34503  0.123  0.112  0.065  0.057
03:05:16.05 -39:33:34.6 sn92bc    3  0.020  0.001 34.850  0.169 SN1992bc           046.31687 -39.55961 -0.194  0.036  0.018  0.020
07:41:56.55 -62:31:10.0 sn92bg    2  0.036  0.001 36.153  0.171 SN1992bg           115.48562 -62.51944 -0.042  0.072  0.132  0.090
04:59:27.55 -58:49:44.2 sn92bh    3  0.045  0.001 36.874  0.177 SN1992bh           074.86479 -58.82894 -0.105  0.080  0.270  0.126
03:43:01.90 -53:37:56.8 sn92bk    3  0.058  0.001 37.194  0.218 SN1992bk           055.75792 -53.63244  0.388  0.181  0.095  0.075
23:15:13.09 -44:44:35.7 sn92bl    3  0.043  0.001 36.519  0.168 SN1992bl           348.80454 -44.74325  0.297  0.123  0.080  0.061
01:21:58.44 -34:12:43.5 sn92bo    2  0.018  0.001 34.713  0.203 SN1992bo           020.49350 -34.21208  0.599  0.080  0.146  0.089
03:36:37.95 -18:21:13.7 sn92bp    3  0.079  0.001 37.801  0.139 SN1992bp           054.15812 -18.35381  0.073  0.092  0.076  0.055
01:45:44.83 -56:05:57.9 sn92br    3  0.088  0.001 37.746  0.261 SN1992br           026.43679 -56.09942  1.011  0.211  0.139  0.106
03:29:27.20 -37:16:18.9 sn92bs    3  0.063  0.001 37.628  0.203 SN1992bs           052.36333 -37.27192 -0.093  0.079  0.220  0.151
10:34:51.38 -34:26:30.0 sn93B     3  0.071  0.001 37.797  0.172 SN1993B            158.71408 -34.44167 -0.112  0.073  0.193  0.114
13:52:50.34 -30:42:23.3 sn93H     2  0.025  0.001 35.145  0.171 SN1993H            208.20975 -30.70647  0.875  0.089  0.135  0.090
13:31:07.87 -33:12:50.5 sn93O     3  0.052  0.001 37.155  0.139 SN1993O            202.78279 -33.21403  0.012  0.069  0.072  0.066
05:46:23.58 +63:22:07.1 sn93ac    3  0.049  0.001 36.878  0.219 SN1993ac           086.59825 +63.36864 -0.044  0.109  0.354  0.198
10:03:35.00 -35:27:47.6 sn93ag    3  0.050  0.001 37.087  0.167 SN1993ag           150.89583 -35.46322  0.051  0.086  0.177  0.106
12:31:08.61 +00:36:19.6 sn94M     3  0.024  0.001 35.214  0.188 SN1994M            187.78587 +00.60544  0.251  0.083  0.270  0.117
12:31:21.85 +29:08:04.0 sn94S     3  0.016  0.001 34.357  0.207 SN1994S            187.84104 +29.13444 -0.098  0.074  0.061  0.051
13:21:30.73 -02:08:56.5 sn94T     3  0.036  0.001 35.999  0.165 SN1994T            200.37804 -02.14903  0.702  0.116  0.122  0.100
22:45:34.14 -08:45:04.7 sn95ac    3  0.049  0.001 36.535  0.147 SN1995ac           341.39225 -08.75131 -0.238  0.047  0.224  0.104
02:45:48.83 +03:13:50.1 sn95ak    3  0.022  0.001 34.724  0.197 SN1995ak           041.45346 +03.23058  0.114  0.066  0.628  0.117
04:45:21.24 +11:04:02.5 sn95bd    3  0.014  0.001 33.969  0.236 SN1995bd           071.33850 +11.06736 -0.249  0.044  0.537  0.261
13:50:48.60 +49:19:07.1 sn96C     3  0.028  0.001 35.928  0.174 SN1996C            207.70250 +49.31864 -0.138  0.054  0.186  0.104
15:21:08.35 +27:55:36.8 sn96ab    3  0.124  0.001 38.887  0.288 SN1996ab           230.28479 +27.92689  0.132  0.165  0.163  0.170
00:36:17.97 +11:23:40.5 sn96bl    3  0.035  0.001 36.059  0.163 SN1996bl           009.07487 +11.39458 -0.128  0.064  0.248  0.115
01:48:22.86 +11:31:15.1 sn96bo    3  0.016  0.001 34.004  0.224 SN1996bo           027.09525 +11.52086  0.044  0.070  0.986  0.120
06:16:13.04 +57:03:10.0 sn96bv    3  0.017  0.001 34.180  0.239 SN1996bv           094.05433 +57.05278 -0.223  0.063  0.588  0.153
06:47:38.10 +74:29:51.0 sn97E     3  0.013  0.001 34.055  0.240 SN1997E            101.90875 +74.49750  0.321  0.085  0.278  0.109
12:45:31.40 +54:44:17.0 sn97Y     3  0.017  0.001 34.504  0.214 SN1997Y            191.38083 +54.73806  0.042  0.075  0.269  0.090
14:09:57.76 +17:32:32.3 sn97cn    2  0.017  0.001 34.547  0.196 SN1997cn           212.49067 +17.54231  1.410  0.046  0.100  0.068
23:40:14.21 +26:12:11.8 sn97dg    3  0.030  0.001 36.115  0.173 SN1997dg           355.05921 +26.20328 -0.010  0.076  0.235  0.109
07:26:42.50 +47:05:36.0 sn97do    3  0.011  0.001 33.560  0.297 SN1997do           111.67708 +47.09333 -0.162  0.081  0.371  0.102
18:22:37.40 +15:42:08.4 sn98V     3  0.017  0.001 34.342  0.207 SN1998V            275.65583 +15.70233 -0.067  0.062  0.270  0.121
12:48:47.24 +41:55:28.3 sn98ab    3  0.028  0.001 35.165  0.164 SN1998ab           192.19683 +41.92453 -0.128  0.051  0.453  0.081
17:54:50.74 +18:19:50.5 sn98bp    2  0.010  0.001 33.269  0.288 SN1998bp           268.71142 +18.33069  1.142  0.055  0.188  0.101
21:47:36.24 -13:10:52.3 sn98co    2  0.017  0.001 34.372  0.223 SN1998co           326.90100 -13.18119  0.443  0.194  0.365  0.177
00:48:06.88 +27:37:28.5 sn98de    2  0.016  0.001 34.449  0.213 SN1998de           012.02867 +27.62458  1.451  0.035  0.337  0.104
18:11:11.89 +49:51:40.7 sn98dx    3  0.054  0.001 36.885  0.140 SN1998dx           272.79954 +49.86131  0.200  0.099  0.107  0.066
01:03:26.87 +32:14:12.4 sn98ef    3  0.017  0.001 34.170  0.213 SN1998ef           015.86196 +32.23678  0.119  0.096  0.181  0.097
22:39:30.29 +08:36:20.6 sn98eg    3  0.024  0.001 35.305  0.187 SN1998eg           339.87621 +08.60572  0.001  0.115  0.277  0.123
08:27:42.03 +21:29:14.8 sn99aa    3  0.015  0.001 34.462  0.203 SN1999aa           126.92512 +21.48744 -0.277  0.028  0.024  0.025
11:01:36.37 -06:06:31.6 sn99aw    1  0.039  0.001 36.544  0.116 SN1999aw           165.40154 -06.10878 -0.384  0.032  0.019  0.020
16:02:42.03 +37:21:34.4 sn99cc    3  0.032  0.001 35.811  0.151 SN1999cc           240.67512 +37.35956  0.337  0.099  0.195  0.098
14:06:31.30 -05:26:49.0 sn99cp    3  0.010  0.001 33.500  0.291 SN1999cp           211.63042 -05.44694 -0.111  0.099  0.099  0.065
17:35:22.96 +60:48:49.3 sn99da    2  0.013  0.001 33.913  0.253 SN1999da           263.84567 +60.81369  1.447  0.037  0.218  0.107
01:31:26.92 +14:17:05.7 sn99dk    3  0.014  0.001 34.215  0.238 SN1999dk           022.86217 +14.28492 -0.251  0.048  0.266  0.100
02:33:59.68 +20:58:30.4 sn99dq    3  0.013  0.001 33.662  0.232 SN1999dq           038.49867 +20.97511 -0.288  0.029  0.378  0.089
22:16:09.40 -36:50:31.5 sn99ee    3  0.011  0.001 33.343  0.279 SN1999ee           334.03917 -36.84208 -0.211  0.030  0.930  0.069
00:58:46.20 +12:44:45.0 sn99ef    3  0.038  0.001 36.666  0.158 SN1999ef           014.69250 +12.74583 -0.098  0.079  0.063  0.055
01:22:57.38 +33:27:58.0 sn99ej    3  0.013  0.001 34.404  0.259 SN1999ej           020.73908 +33.46611  0.367  0.112  0.151  0.090
05:36:31.60 +16:38:17.8 sn99ek    3  0.018  0.001 34.317  0.206 SN1999ek           084.13167 +16.63828  0.042  0.062  0.498  0.277
08:38:24.61 +25:45:33.1 sn99gd    3  0.019  0.001 34.526  0.209 SN1999gd           129.60254 +25.75919 -0.004  0.073  1.452  0.112
02:31:39.15 +39:22:52.3 sn99gp    1  0.026  0.001 35.610  0.151 SN1999gp           037.91312 +39.38119 -0.351  0.028  0.109  0.064
12:21:15.14 -21:59:55.7 sn00bh    3  0.024  0.001 35.276  0.200 SN2000bh           185.31308 -21.99881 -0.048  0.066  0.170  0.105
13:35:22.98 -34:09:37.0 sn00ca    3  0.025  0.001 35.257  0.153 SN2000ca           203.84575 -34.16028 -0.138  0.048  0.025  0.029
15:52:56.19 +65:56:12.7 sn00cf    3  0.036  0.001 36.330  0.159 SN2000cf           238.23412 +65.93686 -0.006  0.066  0.238  0.107
17:57:40.42 +27:49:58.1 sn00cn    3  0.023  0.001 35.099  0.170 SN2000cn           269.41842 +27.83281  0.733  0.076  0.200  0.115
01:07:23.52 +32:24:23.2 sn00dk    3  0.016  0.001 34.375  0.203 SN2000dk           016.84800 +32.40644  0.594  0.069  0.037  0.039
07:15:29.88 +23:25:42.4 sn00fa    3  0.022  0.001 34.925  0.195 SN2000fa           108.87450 +23.42844 -0.124  0.062  0.468  0.098
09:09:33.18 +50:16:51.3 sn01G     3  0.017  0.001 34.524  0.198 SN2001G            137.38825 +50.28092 -0.129  0.069  0.063  0.055
11:10:29.82 +55:09:39.0 sn01ah    4  0.058  0.001 37.263  0.159 SN2001ah           167.62425 +55.16083 -0.223  0.111  0.062  0.048
16:34:27.71 +76:01:46.8 sn01az    4  0.041  0.001 36.472  0.149 SN2001az           248.61546 +76.02967 -0.030  0.104  0.088  0.072
11:38:01.76 -32:19:51.0 sn01ba    3  0.030  0.001 35.899  0.143 SN2001ba           174.50733 -32.33083 -0.119  0.054  0.041  0.041
18:01:33.99 +26:15:02.3 sn01bf    4  0.015  0.001 34.044  0.228 SN2001bf           270.39162 +26.25064 -0.173  0.074  0.269  0.113
19:13:46.75 -59:17:22.8 sn01bt    3  0.014  0.001 33.900  0.233 SN2001bt           288.44479 -59.28967  0.059  0.052  0.676  0.103
18:46:17.84 -65:45:41.8 sn01cn    3  0.015  0.001 34.082  0.223 SN2001cn           281.57433 -65.76161 -0.014  0.051  0.506  0.098
17:11:02.58 +05:50:26.8 sn01cp    4  0.022  0.001 35.003  0.242 SN2001cp           257.76075 +05.84078  0.054  0.177  0.100  0.076
12:47:30.17 -39:34:48.1 sn01cz    3  0.016  0.001 34.252  0.219 SN2001cz           191.87571 -39.58003 -0.091  0.053  0.307  0.116
23:53:32.78 +08:07:02.6 sn01da    4  0.016  0.001 34.562  0.237 SN2001da           358.38658 +08.11739 -0.038  0.090  0.219  0.129
01:38:12.10 +41:39:18.8 sn01eh    4  0.036  0.001 36.295  0.124 SN2001eh           024.55042 +41.65522 -0.275  0.041  0.028  0.027
01:25:22.90 +34:01:30.5 sn01en    3  0.015  0.001 34.249  0.227 SN2001en           021.34542 +34.02514  0.065  0.072  0.200  0.093
04:57:00.26 -04:45:40.2 sn01ep    3  0.013  0.001 33.795  0.246 SN2001ep           074.25108 -04.76117  0.081  0.068  0.474  0.085
09:37:57.10 +25:29:41.3 sn01fe    3  0.014  0.001 34.124  0.234 SN2001fe           144.48792 +25.49481 -0.141  0.054  0.168  0.086
21:20:42.50 +44:23:53.2 sn01fh    3  0.011  0.001 33.728  0.272 SN2001fh           320.17708 +44.39811  0.583  0.111  0.150  0.126
10:16:50.70 +60:16:44.5 sn01ie    3  0.031  0.001 35.760  0.213 SN2001ie           154.21125 +60.27903 -0.014  0.095  0.333  0.155
10:39:58.08 +24:05:26.0 sn01N     3  0.022  0.001 35.002  0.223 SN2001n            159.99200 +24.09056 -0.026  0.092  0.699  0.168
11:57:24.93 +25:12:09.0 sn01V     2  0.016  0.001 34.082  0.205 SN2001v            179.35387 +25.20250 -0.287  0.032  0.203  0.070
10:15:42.31 +55:40:06.7 sn02bf    4  0.025  0.001 35.433  0.196 SN2002bf           153.92629 +55.66853 -0.147  0.064  0.337  0.136
15:47:00.75 -00:59:25.5 sn02ck    4  0.030  0.001 35.771  0.169 SN2002ck           236.75312 -00.99042 -0.058  0.073  0.139  0.089
14:06:37.59 -05:26:21.9 sn02cr    3  0.010  0.001 33.506  0.292 SN2002cr           211.65662 -05.43942 -0.027  0.061  0.270  0.097
16:16:30.38 +35:42:30.2 sn02de    4  0.028  0.001 35.631  0.193 SN2002de           244.12658 +35.70839 -0.154  0.210  0.506  0.124
13:13:00.34 -19:31:08.7 sn02dj    3  0.010  0.001 33.127  0.296 SN2002dj           198.25142 -19.51908 -0.204  0.114  0.415  0.114
19:56:12.88 +40:26:10.8 sn02do    4  0.015  0.001 34.305  0.223 SN2002do           299.05367 +40.43633  0.739  0.119  0.140  0.104
23:28:30.12 +22:25:38.8 sn02dp    3  0.011  0.001 33.505  0.293 SN2002dp           352.12550 +22.42744  0.030  0.140  0.472  0.124
03:23:47.23 +40:33:53.5 sn02es    1  0.018  0.001 34.415  0.235 SN2002es           050.94679 +40.56486  0.326  0.151  0.676  0.188
01:57:48.90 +36:20:26.3 sn02fb    2  0.015  0.001 34.209  0.230 SN2002fb           029.45375 +36.34064  1.278  0.085  0.687  0.153
13:07:55.26 +34:05:06.5 sn02G     4  0.035  0.001 35.663  0.408 SN2002g            196.98025 +34.08514  0.338  0.381  0.884  0.258
20:47:18.58 +00:18:45.6 sn02ha    3  0.013  0.001 34.032  0.239 SN2002ha           311.82742 +00.31267  0.196  0.089  0.106  0.082
08:54:04.69 -07:10:59.8 sn02hd    4  0.036  0.001 35.820  0.202 SN2002hd           133.51954 -07.18328  0.131  0.143  0.235  0.144
08:19:58.83 +62:49:13.2 sn02he    4  0.025  0.001 35.286  0.196 SN2002he           124.99512 +62.82033  0.493  0.114  0.072  0.061
02:18:20.06 +37:27:58.8 sn02hu    4  0.038  0.001 36.289  0.128 SN2002hu           034.58358 +37.46633 -0.193  0.051  0.056  0.047
00:06:49.06 +08:37:48.5 sn02hw    4  0.016  0.001 34.037  0.216 SN2002hw           001.70442 +08.63014  0.741  0.095  1.031  0.159
01:21:16.27 +40:29:55.3 sn02jy    4  0.020  0.001 35.275  0.184 SN2002jy           020.31779 +40.49869 -0.197  0.068  0.108  0.076
06:37:15.31 +49:51:10.2 sn02kf    4  0.019  0.001 35.025  0.186 SN2002kf           099.31379 +49.85283  0.158  0.068  0.080  0.057
09:38:53.52 -04:51:05.1 sn03D     2  0.024  0.001 34.883  0.220 SN2003D            144.72300 -04.85142  1.101  0.149  0.540  0.228
17:22:45.66 +62:09:50.4 sn03U     4  0.028  0.001 35.527  0.164 SN2003U            260.69025 +62.16400  0.464  0.093  0.118  0.081
09:46:49.48 +16:02:37.6 sn03W     4  0.021  0.001 34.884  0.179 SN2003W            146.70617 +16.04378 -0.086  0.047  0.457  0.083
07:17:57.92 +09:41:34.9 sn03ch    4  0.030  0.001 35.970  0.161 SN2003ch           109.49133 +09.69303  0.160  0.107  0.102  0.076
11:56:14.17 +60:31:19.1 sn03cq    4  0.034  0.001 35.910  0.288 SN2003cq           179.05904 +60.52197  0.000  0.090  0.689  0.262
17:44:07.72 +40:52:51.6 sn03fa    4  0.039  0.001 36.372  0.119 SN2003fa           266.03217 +40.88100 -0.272  0.039  0.032  0.028
19:11:31.40 +77:53:35.2 sn03hu    3  0.075  0.001 37.691  0.195 SN2003hu           287.88083 +77.89311 -0.254  0.081  0.282  0.167
00:41:50.23 -09:18:19.0 sn03ic    4  0.054  0.001 36.763  0.170 SN2003ic           010.45929 -09.30528  0.248  0.130  0.152  0.116
00:05:48.47 +27:27:09.6 sn03it    4  0.024  0.001 35.248  0.188 SN2003it           001.45196 +27.45267  0.401  0.110  0.252  0.120
02:50:07.25 +12:50:46.5 sn03iv    4  0.034  0.001 36.213  0.155 SN2003iv           042.53021 +12.84625  0.403  0.106  0.074  0.055
11:25:39.18 +22:49:49.4 sn04as    4  0.032  0.001 36.155  0.164 SN2004as           171.41325 +22.83039 -0.154  0.057  0.378  0.101
11:21:01.53 +21:20:23.4 sn04bg    4  0.022  0.001 35.142  0.180 SN2004bg           170.25637 +21.33983 -0.124  0.060  0.097  0.077
10:27:04.11 +16:01:07.3 sn04L     4  0.033  0.001 35.901  0.201 SN2004l            156.76712 +16.01869  0.044  0.115  0.694  0.146
13:41:04.45 +67:40:20.3 sn05dv    3  0.011  0.001 32.994  0.332 SN2005dv           205.26854 +67.67231  1.229  0.136  0.918  0.345
05:11:48.72 +05:11:39.4 sn05el    3  0.015  0.001 34.286  0.218 SN2005el           077.95300 +05.19428  0.259  0.057  0.040  0.034
03:08:49.31 -07:01:59.7 sn05eq    4  0.028  0.001 35.886  0.148 SN2005eq           047.20546 -07.03325 -0.266  0.039  0.080  0.063
02:27:43.30 +28:10:37.8 sn05eu    4  0.034  0.001 36.180  0.140 SN2005eu           036.93042 +28.17717 -0.251  0.042  0.061  0.048
