#Table J_ApJ_700_1097_table4:
#Name: J/ApJ/700/1097/table4
#Title: MLCS17 light curve fit parameters
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (1) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#    Delta              (F6.3)  Light curve shape parameter {Delta} [ucd=stat.fit.param]
#    e_Delta            (F6.3)  Uncertainty in Delta [ucd=stat.error;pos.eq.dec]
#    AV (mag)           (F6.3)  Host-galaxy extinction parameter in V band [ucd=phys.absorption;em.opt.V]
#    e_AV (mag)         (F6.3)  Uncertainty in AV [ucd=stat.error]
#----------- ----------- --------- - ------ ------ ------ ------ ------------------ --------- --------- ------ ------ ------ ------
#                                  n                                                                                               
#                                  _                                                                                               
#_RAJ200     _DEJ200               I               mu     e_mu                                                 e      AV     e_AV  
RA          DEC         ID        I zCMB   e_zCMB mu     e_mu   SimbadName         RA_deg    DEC_deg   Delta  e_Delt AV     e_AV 
02:28:04.63 -07:42:44.3 m039      3  0.249  0.003 40.830  0.329 ESSENCEm039        037.01929 -07.71231 -0.245  0.144  0.337  0.267
01:09:52.90 +00:36:19.0 m062      3  0.316  0.004 41.175  0.310 ESSENCEm062        017.47042 +00.60528  0.096  0.320  0.125  0.098
23:24:03.53 -09:23:18.2 m158      4  0.461  0.007 42.423  0.261 ESSENCEm158        351.01471 -09.38839 -0.355  0.114  0.258  0.164
02:28:52.20 -07:42:09.8 m193      4  0.336  0.006 41.199  0.254 ESSENCEm193        037.21750 -07.70272 -0.174  0.163  0.096  0.082
02:28:09.01 -07:47:49.6 n256      3  0.631  0.011 43.011  0.153 ESSENCEn256        037.03754 -07.79711 -0.364  0.095  0.065  0.057
02:05:14.95 -04:56:39.1 n263      4  0.368  0.007 41.416  0.183 ESSENCEn263        031.31229 -04.94419  0.031  0.144  0.068  0.059
23:28:17.55 -09:23:12.4 n278      4  0.308  0.006 41.089  0.230 ESSENCEn278        352.07312 -09.38678 -0.012  0.215  0.119  0.109
23:23:51.35 -08:23:18.5 n285      4  0.531  0.009 42.551  0.282 ESSENCEn285        350.96396 -08.38847 -0.136  0.215  0.131  0.120
23:29:58.59 -08:53:12.5 n326      4  0.267  0.006 40.547  0.319 ESSENCEn326        352.49412 -08.88681  0.807  0.264  0.106  0.112
02:31:31.43 -08:55:11.5 n404      3  0.285  0.006 40.642  0.286 ESSENCEn404        037.88096 -08.91986 -0.005  0.225  0.442  0.275
23:29:56.19 -08:34:24.3 p425      3  0.456  0.004 42.428  0.320 ESSENCEp425        352.48412 -08.57342 -0.178  0.225  0.404  0.230
02:11:00.02 -04:09:37.6 p455      3  0.285  0.006 40.916  0.335 ESSENCEp455        032.75008 -04.16044  0.052  0.343  0.165  0.146
02:30:10.16 -08:52:50.8 p524      4  0.511  0.003 42.355  0.216 ESSENCEp524        037.54233 -08.88078 -0.244  0.153  0.125  0.097
02:07:04.66 -03:28:04.4 p528      4  0.780  0.009 43.727  0.166 ESSENCEp528        031.76942 -03.46789 -0.331  0.113  0.043  0.039
17:15:35.92 +16:19:25.8 sn90O     3  0.031  0.001 35.791  0.162 SN1990O            258.89967 +16.32383 -0.229  0.073  0.051  0.042
21:34:58.12 -62:44:07.4 sn90af    3  0.050  0.001 36.600  0.187 SN1990af           323.74217 -62.73539  0.507  0.119  0.073  0.064
20:00:08.61 -55:22:03.1 sn91ag    3  0.014  0.001 34.004  0.239 SN1991ag           300.03587 -55.36753 -0.238  0.067  0.047  0.040
12:42:48.93 +10:21:36.2 sn92P     3  0.026  0.001 35.529  0.175 SN1992P            190.70387 +10.36006 -0.176  0.079  0.100  0.061
21:28:17.94 -61:33:01.4 sn92ae    3  0.075  0.001 37.714  0.188 SN1992ae           322.07475 -61.55039  0.018  0.124  0.098  0.084
13:24:09.85 -23:52:43.7 sn92ag    3  0.026  0.001 35.212  0.181 SN1992ag           201.04104 -23.87881  0.050  0.086  0.312  0.081
20:45:56.49 -51:23:39.9 sn92al    3  0.014  0.001 33.964  0.228 SN1992al           311.48537 -51.39442 -0.064  0.061  0.033  0.027
23:04:34.76 -37:20:42.1 sn92aq    3  0.101  0.001 38.656  0.171 SN1992aq           346.14483 -37.34503  0.064  0.127  0.034  0.032
03:05:16.05 -39:33:34.6 sn92bc    3  0.020  0.001 34.795  0.175 SN1992bc           046.31687 -39.55961 -0.253  0.044  0.012  0.012
07:41:56.55 -62:31:10.0 sn92bg    2  0.036  0.001 36.129  0.174 SN1992bg           115.48562 -62.51944 -0.079  0.083  0.072  0.052
04:59:27.55 -58:49:44.2 sn92bh    3  0.045  0.001 36.898  0.156 SN1992bh           074.86479 -58.82894 -0.170  0.086  0.183  0.079
03:43:01.90 -53:37:56.8 sn92bk    3  0.058  0.001 37.160  0.229 SN1992bk           055.75792 -53.63244  0.320  0.188  0.043  0.038
23:15:13.09 -44:44:35.7 sn92bl    3  0.043  0.001 36.461  0.176 SN1992bl           348.80454 -44.74325  0.235  0.120  0.035  0.029
01:21:58.44 -34:12:43.5 sn92bo    2  0.018  0.001 34.670  0.202 SN1992bo           020.49350 -34.21208  0.580  0.079  0.034  0.029
03:36:37.95 -18:21:13.7 sn92bp    3  0.079  0.001 37.754  0.146 SN1992bp           054.15812 -18.35381  0.009  0.099  0.036  0.031
01:45:44.83 -56:05:57.9 sn92br    3  0.088  0.001 37.535  0.224 SN1992br           026.43679 -56.09942  1.105  0.161  0.043  0.045
03:29:27.20 -37:16:18.9 sn92bs    3  0.063  0.001 37.630  0.179 SN1992bs           052.36333 -37.27192 -0.139  0.097  0.112  0.083
10:34:51.38 -34:26:30.0 sn93B     3  0.071  0.001 37.736  0.169 SN1993B            158.71408 -34.44167 -0.138  0.090  0.133  0.073
13:52:50.34 -30:42:23.3 sn93H     2  0.025  0.001 35.078  0.174 SN1993H            208.20975 -30.70647  0.874  0.096  0.029  0.026
13:31:07.87 -33:12:50.5 sn93O     3  0.052  0.001 37.078  0.138 SN1993O            202.78279 -33.21403 -0.030  0.072  0.048  0.034
05:46:23.58 +63:22:07.1 sn93ac    3  0.049  0.001 36.892  0.192 SN1993ac           086.59825 +63.36864 -0.058  0.129  0.204  0.112
10:03:35.00 -35:27:47.6 sn93ag    3  0.050  0.001 37.103  0.160 SN1993ag           150.89583 -35.46322 -0.019  0.094  0.102  0.066
12:31:08.61 +00:36:19.6 sn94M     3  0.024  0.001 35.227  0.177 SN1994M            187.78587 +00.60544  0.254  0.093  0.080  0.055
12:31:21.85 +29:08:04.0 sn94S     3  0.016  0.001 34.312  0.211 SN1994S            187.84104 +29.13444 -0.173  0.078  0.047  0.034
13:21:30.73 -02:08:56.5 sn94T     3  0.036  0.001 35.859  0.164 SN1994T            200.37804 -02.14903  0.746  0.106  0.053  0.042
07:51:56.75 +73:00:34.6 sn95E     1  0.012  0.001 33.888  0.265 SN1995E            117.98646 +73.00961 -0.093  0.066  1.460  0.064
22:45:34.14 -08:45:04.7 sn95ac    3  0.049  0.001 36.602  0.129 SN1995ac           341.39225 -08.75131 -0.316  0.052  0.106  0.055
02:45:48.83 +03:13:50.1 sn95ak    3  0.022  0.001 34.895  0.185 SN1995ak           041.45346 +03.23058  0.130  0.080  0.259  0.072
04:45:21.24 +11:04:02.5 sn95bd    3  0.014  0.001 34.062  0.241 SN1995bd           071.33850 +11.06736 -0.327  0.049  0.462  0.159
13:50:48.60 +49:19:07.1 sn96C     3  0.028  0.001 35.906  0.162 SN1996C            207.70250 +49.31864 -0.177  0.063  0.132  0.061
15:21:08.35 +27:55:36.8 sn96ab    3  0.124  0.001 38.852  0.213 SN1996ab           230.28479 +27.92689  0.089  0.159  0.071  0.070
00:36:17.97 +11:23:40.5 sn96bl    3  0.035  0.001 36.075  0.152 SN1996bl           009.07487 +11.39458 -0.170  0.077  0.142  0.068
01:48:22.86 +11:31:15.1 sn96bo    3  0.016  0.001 34.304  0.213 SN1996bo           027.09525 +11.52086 -0.035  0.078  0.626  0.071
06:16:13.04 +57:03:10.0 sn96bv    3  0.017  0.001 34.312  0.220 SN1996bv           094.05433 +57.05278 -0.285  0.072  0.389  0.093
06:47:38.10 +74:29:51.0 sn97E     3  0.013  0.001 34.102  0.241 SN1997E            101.90875 +74.49750  0.312  0.086  0.085  0.051
12:45:31.40 +54:44:17.0 sn97Y     3  0.017  0.001 34.550  0.210 SN1997Y            191.38083 +54.73806  0.007  0.081  0.096  0.050
14:09:57.76 +17:32:32.3 sn97cn    2  0.017  0.001 34.425  0.194 SN1997cn           212.49067 +17.54231  1.359  0.057  0.025  0.020
23:40:14.21 +26:12:11.8 sn97dg    3  0.030  0.001 36.121  0.157 SN1997dg           355.05921 +26.20328 -0.018  0.084  0.092  0.052
07:26:42.50 +47:05:36.0 sn97do    3  0.011  0.001 33.580  0.289 SN1997do           111.67708 +47.09333 -0.191  0.081  0.262  0.061
18:22:37.40 +15:42:08.4 sn98V     3  0.017  0.001 34.353  0.203 SN1998V            275.65583 +15.70233 -0.089  0.069  0.145  0.071
12:48:47.24 +41:55:28.3 sn98ab    3  0.028  0.001 35.267  0.158 SN1998ab           192.19683 +41.92453 -0.180  0.066  0.268  0.047
17:54:50.74 +18:19:50.5 sn98bp    2  0.010  0.001 33.175  0.287 SN1998bp           268.71142 +18.33069  1.254  0.047  0.025  0.020
21:47:36.24 -13:10:52.3 sn98co    2  0.017  0.001 34.475  0.219 SN1998co           326.90100 -13.18119  0.398  0.164  0.123  0.087
00:48:06.88 +27:37:28.5 sn98de    2  0.016  0.001 34.464  0.206 SN1998de           012.02867 +27.62458  1.517  0.042  0.142  0.061
18:11:11.89 +49:51:40.7 sn98dx    3  0.054  0.001 36.903  0.139 SN1998dx           272.79954 +49.86131  0.105  0.094  0.029  0.028
01:03:26.87 +32:14:12.4 sn98ef    3  0.017  0.001 34.094  0.213 SN1998ef           015.86196 +32.23678  0.134  0.094  0.068  0.050
22:39:30.29 +08:36:20.6 sn98eg    3  0.024  0.001 35.334  0.177 SN1998eg           339.87621 +08.60572 -0.022  0.116  0.131  0.074
08:27:42.03 +21:29:14.8 sn99aa    3  0.015  0.001 34.425  0.206 SN1999aa           126.92512 +21.48744 -0.346  0.032  0.025  0.021
16:02:42.03 +37:21:34.4 sn99cc    3  0.032  0.001 35.831  0.154 SN1999cc           240.67512 +37.35956  0.288  0.094  0.064  0.049
14:06:31.30 -05:26:49.0 sn99cp    3  0.010  0.001 33.441  0.295 SN1999cp           211.63042 -05.44694 -0.137  0.111  0.057  0.045
17:35:22.96 +60:48:49.3 sn99da    2  0.013  0.001 33.925  0.245 SN1999da           263.84567 +60.81369  1.487  0.043  0.066  0.049
01:31:26.92 +14:17:05.7 sn99dk    3  0.014  0.001 34.160  0.229 SN1999dk           022.86217 +14.28492 -0.306  0.053  0.252  0.058
02:33:59.68 +20:58:30.4 sn99dq    3  0.013  0.001 33.705  0.229 SN1999dq           038.49867 +20.97511 -0.359  0.034  0.299  0.051
22:16:09.40 -36:50:31.5 sn99ee    3  0.011  0.001 33.571  0.277 SN1999ee           334.03917 -36.84208 -0.278  0.037  0.643  0.041
00:58:46.20 +12:44:45.0 sn99ef    3  0.038  0.001 36.597  0.160 SN1999ef           014.69250 +12.74583 -0.136  0.085  0.052  0.039
01:22:57.38 +33:27:58.0 sn99ej    3  0.013  0.001 34.413  0.255 SN1999ej           020.73908 +33.46611  0.312  0.099  0.037  0.031
05:36:31.60 +16:38:17.8 sn99ek    3  0.018  0.001 34.379  0.218 SN1999ek           084.13167 +16.63828  0.056  0.078  0.312  0.156
08:38:24.61 +25:45:33.1 sn99gd    3  0.019  0.001 34.969  0.196 SN1999gd           129.60254 +25.75919 -0.009  0.083  0.842  0.066
12:21:15.14 -21:59:55.7 sn00bh    3  0.024  0.001 35.245  0.197 SN2000bh           185.31308 -21.99881 -0.080  0.085  0.086  0.060
13:35:22.98 -34:09:37.0 sn00ca    3  0.025  0.001 35.181  0.159 SN2000ca           203.84575 -34.16028 -0.166  0.053  0.017  0.015
08:05:09.45 +66:47:15.2 sn00ce    2  0.017  0.001 34.895  0.213 SN2000ce           121.28937 +66.78756 -0.251  0.074  1.177  0.078
15:52:56.19 +65:56:12.7 sn00cf    3  0.036  0.001 36.316  0.145 SN2000cf           238.23412 +65.93686 -0.005  0.079  0.086  0.055
17:57:40.42 +27:49:58.1 sn00cn    3  0.023  0.001 35.056  0.170 SN2000cn           269.41842 +27.83281  0.724  0.084  0.071  0.060
01:07:23.52 +32:24:23.2 sn00dk    3  0.016  0.001 34.333  0.207 SN2000dk           016.84800 +32.40644  0.511  0.066  0.017  0.015
07:15:29.88 +23:25:42.4 sn00fa    3  0.022  0.001 34.986  0.185 SN2000fa           108.87450 +23.42844 -0.138  0.077  0.287  0.056
09:09:33.18 +50:16:51.3 sn01G     3  0.017  0.001 34.481  0.202 SN2001G            137.38825 +50.28092 -0.195  0.073  0.050  0.035
11:10:29.82 +55:09:39.0 sn01ah    4  0.058  0.001 37.185  0.167 SN2001ah           167.62425 +55.16083 -0.248  0.109  0.042  0.033
16:34:27.71 +76:01:46.8 sn01az    4  0.041  0.001 36.389  0.148 SN2001az           248.61546 +76.02967 -0.008  0.106  0.049  0.041
11:38:01.76 -32:19:51.0 sn01ba    3  0.030  0.001 35.821  0.147 SN2001ba           174.50733 -32.33083 -0.164  0.058  0.025  0.021
18:01:33.99 +26:15:02.3 sn01bf    4  0.015  0.001 34.059  0.217 SN2001bf           270.39162 +26.25064 -0.242  0.088  0.170  0.068
19:13:46.75 -59:17:22.8 sn01bt    3  0.014  0.001 34.025  0.228 SN2001bt           288.44479 -59.28967  0.041  0.069  0.426  0.063
18:46:17.84 -65:45:41.8 sn01cn    3  0.015  0.001 34.126  0.218 SN2001cn           281.57433 -65.76161 -0.016  0.068  0.309  0.059
17:11:02.58 +05:50:26.8 sn01cp    4  0.022  0.001 34.998  0.242 SN2001cp           257.76075 +05.84078 -0.033  0.171  0.054  0.047
12:47:30.17 -39:34:48.1 sn01cz    3  0.016  0.001 34.260  0.209 SN2001cz           191.87571 -39.58003 -0.124  0.061  0.200  0.070
23:53:32.78 +08:07:02.6 sn01da    4  0.016  0.001 34.554  0.222 SN2001da           358.38658 +08.11739 -0.065  0.092  0.075  0.056
01:38:12.10 +41:39:18.8 sn01eh    4  0.036  0.001 36.266  0.130 SN2001eh           024.55042 +41.65522 -0.371  0.043  0.036  0.029
01:25:22.90 +34:01:30.5 sn01en    3  0.015  0.001 34.237  0.223 SN2001en           021.34542 +34.02514  0.043  0.083  0.085  0.048
04:57:00.26 -04:45:40.2 sn01ep    3  0.013  0.001 33.892  0.245 SN2001ep           074.25108 -04.76117  0.046  0.081  0.259  0.054
09:37:57.10 +25:29:41.3 sn01fe    3  0.014  0.001 34.102  0.230 SN2001fe           144.48792 +25.49481 -0.169  0.067  0.099  0.049
21:20:42.50 +44:23:53.2 sn01fh    3  0.011  0.001 33.778  0.277 SN2001fh           320.17708 +44.39811  0.632  0.124  0.077  0.062
09:59:00.96 +17:49:12.4 sn01gb    1  0.027  0.001 35.544  0.229 SN2001gb           149.75400 +17.82011 -0.261  0.128  1.232  0.163
23:10:43.34 +07:34:10.4 sn01ic    1  0.043  0.001 36.438  0.214 SN2001ic           347.68058 +07.56956  0.292  0.212  0.180  0.125
10:16:50.70 +60:16:44.5 sn01ie    3  0.031  0.001 35.781  0.184 SN2001ie           154.21125 +60.27903 -0.020  0.117  0.150  0.083
10:39:58.08 +24:05:26.0 sn01N     3  0.022  0.001 35.102  0.201 SN2001n            159.99200 +24.09056 -0.054  0.122  0.487  0.112
11:57:24.93 +25:12:09.0 sn01V     2  0.016  0.001 34.047  0.202 SN2001v            179.35387 +25.20250 -0.330  0.043  0.171  0.041
10:15:42.31 +55:40:06.7 sn02bf    4  0.025  0.001 35.458  0.180 SN2002bf           153.92629 +55.66853 -0.242  0.082  0.268  0.086
14:24:40.52 +26:37:34.7 sn02bz    2  0.038  0.001 36.251  0.180 SN2002bz           216.16883 +26.62631  0.139  0.141  0.047  0.038
15:47:00.75 -00:59:25.5 sn02ck    4  0.030  0.001 35.754  0.167 SN2002ck           236.75312 -00.99042 -0.117  0.088  0.058  0.049
14:06:37.59 -05:26:21.9 sn02cr    3  0.010  0.001 33.458  0.290 SN2002cr           211.65662 -05.43942  0.009  0.083  0.122  0.063
16:16:30.38 +35:42:30.2 sn02de    4  0.028  0.001 35.706  0.161 SN2002de           244.12658 +35.70839 -0.224  0.143  0.382  0.084
13:13:00.34 -19:31:08.7 sn02dj    3  0.010  0.001 33.103  0.291 SN2002dj           198.25142 -19.51908 -0.200  0.120  0.342  0.078
19:56:12.88 +40:26:10.8 sn02do    4  0.015  0.001 34.340  0.229 SN2002do           299.05367 +40.43633  0.760  0.150  0.034  0.034
23:28:30.12 +22:25:38.8 sn02dp    3  0.011  0.001 33.565  0.287 SN2002dp           352.12550 +22.42744  0.023  0.135  0.268  0.090
01:57:48.90 +36:20:26.3 sn02fb    2  0.015  0.001 34.368  0.220 SN2002fb           029.45375 +36.34064  1.368  0.089  0.238  0.084
13:07:55.26 +34:05:06.5 sn02G     4  0.035  0.001 35.676  0.349 SN2002g            196.98025 +34.08514  0.565  0.337  0.409  0.159
20:47:18.58 +00:18:45.6 sn02ha    3  0.013  0.001 34.013  0.238 SN2002ha           311.82742 +00.31267  0.127  0.079  0.042  0.032
08:54:04.69 -07:10:59.8 sn02hd    4  0.036  0.001 35.797  0.167 SN2002hd           133.51954 -07.18328  0.137  0.132  0.145  0.081
08:19:58.83 +62:49:13.2 sn02he    4  0.025  0.001 35.249  0.192 SN2002he           124.99512 +62.82033  0.423  0.102  0.031  0.026
02:18:20.06 +37:27:58.8 sn02hu    4  0.038  0.001 36.234  0.132 SN2002hu           034.58358 +37.46633 -0.246  0.055  0.036  0.030
00:06:49.06 +08:37:48.5 sn02hw    4  0.016  0.001 34.330  0.212 SN2002hw           001.70442 +08.63014  0.704  0.108  0.605  0.099
01:21:16.27 +40:29:55.3 sn02jy    4  0.020  0.001 35.188  0.181 SN2002jy           020.31779 +40.49869 -0.221  0.078  0.103  0.056
06:37:15.31 +49:51:10.2 sn02kf    4  0.019  0.001 34.977  0.188 SN2002kf           099.31379 +49.85283  0.135  0.070  0.030  0.025
09:38:53.52 -04:51:05.1 sn03D     2  0.024  0.001 34.984  0.186 SN2003D            144.72300 -04.85142  1.121  0.138  0.215  0.128
17:22:45.66 +62:09:50.4 sn03U     4  0.028  0.001 35.462  0.164 SN2003U            260.69025 +62.16400  0.428  0.080  0.044  0.033
09:46:49.48 +16:02:37.6 sn03W     4  0.021  0.001 34.867  0.175 SN2003W            146.70617 +16.04378 -0.071  0.059  0.330  0.050
07:17:57.92 +09:41:34.9 sn03ch    4  0.030  0.001 35.984  0.158 SN2003ch           109.49133 +09.69303  0.063  0.101  0.039  0.031
11:56:14.17 +60:31:19.1 sn03cq    4  0.034  0.001 36.017  0.201 SN2003cq           179.05904 +60.52197  0.012  0.114  0.411  0.144
17:44:07.72 +40:52:51.6 sn03fa    4  0.039  0.001 36.353  0.128 SN2003fa           266.03217 +40.88100 -0.356  0.045  0.030  0.022
19:11:31.40 +77:53:35.2 sn03hu    3  0.075  0.001 37.642  0.165 SN2003hu           287.88083 +77.89311 -0.311  0.097  0.225  0.117
00:41:50.23 -09:18:19.0 sn03ic    4  0.054  0.001 36.776  0.158 SN2003ic           010.45929 -09.30528  0.171  0.134  0.046  0.045
00:05:48.47 +27:27:09.6 sn03it    4  0.024  0.001 35.282  0.187 SN2003it           001.45196 +27.45267  0.374  0.109  0.083  0.055
02:50:07.25 +12:50:46.5 sn03iv    4  0.034  0.001 36.258  0.160 SN2003iv           042.53021 +12.84625  0.278  0.106  0.023  0.024
11:25:39.18 +22:49:49.4 sn04as    4  0.032  0.001 36.145  0.150 SN2004as           171.41325 +22.83039 -0.184  0.070  0.303  0.058
11:21:01.53 +21:20:23.4 sn04bg    4  0.022  0.001 35.096  0.181 SN2004bg           170.25637 +21.33983 -0.138  0.070  0.067  0.052
10:27:04.11 +16:01:07.3 sn04L     4  0.033  0.001 36.056  0.172 SN2004l            156.76712 +16.01869  0.029  0.125  0.419  0.092
13:41:04.45 +67:40:20.3 sn05dv    3  0.011  0.001 33.133  0.291 SN2005dv           205.26854 +67.67231  1.190  0.237  0.679  0.230
05:11:48.72 +05:11:39.4 sn05el    3  0.015  0.001 34.242  0.220 SN2005el           077.95300 +05.19428  0.210  0.060  0.012  0.013
03:08:49.31 -07:01:59.7 sn05eq    4  0.028  0.001 35.797  0.148 SN2005eq           047.20546 -07.03325 -0.309  0.045  0.104  0.047
02:27:43.30 +28:10:37.8 sn05eu    4  0.034  0.001 36.118  0.147 SN2005eu           036.93042 +28.17717 -0.319  0.056  0.052  0.038
01:56:47.94 -00:12:49.1 sn05hc    4  0.045  0.001 36.755  0.136 SN2005hc           029.19975 -00.21364 -0.125  0.075  0.115  0.052
01:27:05.97 +19:07:00.5 sn05hf    3  0.042  0.001 36.590  0.162 SN2005hf           021.77487 +19.11681  0.070  0.108  0.036  0.034
01:26:48.40 -01:14:17.2 sn05hj    4  0.057  0.001 37.261  0.140 SN2005hj           021.70167 -01.23811 -0.325  0.088  0.112  0.067
23:58:32.50 -18:42:33.0 sn05iq    4  0.033  0.001 36.129  0.148 SN2005iq           359.63542 -18.70917  0.137  0.073  0.031  0.026
01:16:43.80 +00:47:40.7 sn05ir    4  0.075  0.001 38.036  0.135 SN2005ir           019.18250 +00.79464 -0.395  0.091  0.093  0.058
22:34:07.34 +05:34:06.3 sn05kc    3  0.014  0.001 34.084  0.235 SN2005kc           338.53058 +05.56842  0.036  0.082  0.624  0.074
10:40:28.22 +09:12:08.4 sn05ki    4  0.021  0.001 34.803  0.181 SN2005ki           160.11758 +09.20233  0.285  0.066  0.018  0.015
02:54:15.97 +42:43:29.8 sn05ls    4  0.021  0.001 34.694  0.186 SN2005ls           043.56654 +42.72494 -0.254  0.062  0.750  0.064
02:10:49.76 +34:58:58.2 sn05lz    4  0.040  0.001 36.557  0.155 SN2005lz           032.70733 +34.98283  0.217  0.103  0.173  0.068
08:27:06.36 +21:38:45.6 sn05mc    4  0.026  0.001 35.429  0.159 SN2005mc           126.77650 +21.64600  0.935  0.071  0.077  0.051
08:49:14.34 +36:07:47.9 sn05ms    4  0.026  0.001 35.618  0.157 SN2005ms           132.30975 +36.12997 -0.159  0.052  0.070  0.040
03:19:49.88 +41:30:18.6 sn05mz    3  0.017  0.001 34.297  0.203 SN2005mz           049.95783 +41.50517  1.364  0.067  0.266  0.089
07:01:36.62 +14:07:59.7 sn05na    4  0.027  0.001 35.359  0.161 SN2005na           105.40258 +14.13325  0.021  0.065  0.052  0.037
12:41:44.86 +35:04:07.1 sn06ac    4  0.024  0.001 35.255  0.172 SN2006ac           190.43692 +35.06864  0.161  0.079  0.104  0.047
11:09:32.83 +28:37:50.3 sn06ak    3  0.039  0.001 36.282  0.186 SN2006ak           167.38679 +28.63064  0.191  0.122  0.044  0.038
10:39:28.26 +05:11:00.3 sn06al    4  0.069  0.001 37.798  0.142 SN2006al           159.86775 +05.18342  0.109  0.106  0.034  0.029
12:14:38.68 +12:13:46.9 sn06an    4  0.065  0.001 37.654  0.139 SN2006an           183.66117 +12.22969 -0.238  0.090  0.077  0.051
10:37:30.75 +65:00:58.1 sn06ar    4  0.023  0.001 35.151  0.223 SN2006ar           159.37812 +65.01614  0.428  0.243  0.196  0.124
11:24:03.46 -12:17:29.2 sn06ax    4  0.018  0.001 34.593  0.188 SN2006ax           171.01442 -12.29144 -0.162  0.048  0.038  0.029
12:12:14.68 +56:10:45.8 sn06az    4  0.032  0.001 35.803  0.143 SN2006az           183.06117 +56.17939  0.154  0.056  0.012  0.012
11:38:28.46 +20:31:34.4 sn06bd    2  0.026  0.001 35.562  0.170 SN2006bd           174.61858 +20.52622  1.510  0.090  0.091  0.069
18:39:58.88 +39:58:56.8 sn06bq    4  0.021  0.001 35.111  0.175 SN2006bq           279.99533 +39.98244  0.323  0.075  0.092  0.059
15:56:30.53 +20:02:45.6 sn06bt    4  0.033  0.001 35.993  0.143 SN2006bt           239.12721 +20.04600 -0.325  0.052  0.428  0.053
13:52:47.81 +05:18:49.4 sn06bu    4  0.084  0.001 37.958  0.137 SN2006bu           208.19921 +05.31372 -0.333  0.107  0.047  0.040
14:33:56.73 +03:47:55.8 sn06bw    3  0.031  0.001 35.663  0.178 SN2006bw           218.48637 +03.79883  0.514  0.137  0.133  0.113
13:00:43.38 +27:57:41.8 sn06bz    3  0.028  0.001 35.380  0.161 SN2006bz           195.18075 +27.96161  1.502  0.082  0.182  0.115
16:09:56.44 +43:07:35.0 sn06cc    4  0.033  0.001 36.194  0.143 SN2006cc           242.48517 +43.12639 -0.226  0.058  0.812  0.051
10:54:02.58 +46:01:36.3 sn06cf    4  0.042  0.001 36.478  0.148 SN2006cf           163.51075 +46.02675 -0.080  0.108  0.055  0.049
13:05:02.32 +28:44:24.0 sn06cg    3  0.029  0.001 35.109  0.185 SN2006cg           196.25967 +28.74000  0.651  0.170  0.142  0.098
12:59:24.42 +28:20:51.7 sn06cj    4  0.068  0.001 37.776  0.129 SN2006cj           194.85175 +28.34769 -0.228  0.106  0.036  0.027
12:19:14.89 +22:25:38.2 sn06cp    4  0.023  0.001 35.005  0.178 SN2006cp           184.81204 +22.42728 -0.172  0.087  0.440  0.064
13:24:25.10 +30:57:22.7 sn06cq    4  0.049  0.001 37.011  0.160 SN2006cq           201.10458 +30.95631 -0.263  0.113  0.136  0.073
13:45:33.89 +35:36:36.6 sn06cs    2  0.024  0.001 35.237  0.183 SN2006cs           206.39121 +35.61017  1.525  0.104  0.245  0.190
02:04:19.51 -08:43:42.2 sn06ef    3  0.017  0.001 34.770  0.228 SN2006ef           031.08129 -08.72839  0.077  0.094  0.055  0.043
00:38:59.77 -09:00:56.6 sn06ej    4  0.019  0.001 34.858  0.202 SN2006ej           009.74904 -09.01572  0.181  0.087  0.037  0.031
23:10:05.06 +30:13:24.0 sn06en    4  0.031  0.001 35.934  0.174 SN2006en           347.52108 +30.22333 -0.053  0.081  0.177  0.085
00:42:45.82 -23:33:30.4 sn06et    4  0.021  0.001 35.065  0.192 SN2006et           010.69092 -23.55844 -0.233  0.078  0.328  0.074
03:17:35.80 -01:41:30.2 sn06gj    4  0.028  0.001 35.672  0.168 SN2006gj           049.39917 -01.69172  0.582  0.159  0.482  0.126
22:32:22.67 +30:49:43.3 sn06gr    4  0.034  0.001 36.206  0.143 SN2006gr           338.09446 +30.82869 -0.305  0.046  0.304  0.052
00:56:17.30 -01:37:46.0 sn06gt    2  0.044  0.001 36.727  0.173 SN2006gt           014.07208 -01.62944  0.689  0.147  0.067  0.068
