#Table J_ApJ_700_1097_table4:
#Name: J/ApJ/700/1097/table4
#Title: MLCS17 light curve fit parameters
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (1) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#    Delta              (F6.3)  Light curve shape parameter {Delta} [ucd=stat.fit.param]
#    e_Delta            (F6.3)  Uncertainty in Delta [ucd=stat.error;pos.eq.dec]
#    AV (mag)           (F6.3)  Host-galaxy extinction parameter in V band [ucd=phys.absorption;em.opt.V]
#    e_AV (mag)         (F6.3)  Uncertainty in AV [ucd=stat.error]
#----------- ----------- --------- - ------ ------ ------ ------ ------------------ --------- --------- ------ ------ ------ ------
#                                  n                                                                                               
#                                  _                                                                                               
#_RAJ200     _DEJ200               I               mu     e_mu                                                 e      AV     e_AV  
RA          DEC         ID        I zCMB   e_zCMB mu     e_mu   SimbadName         RA_deg    DEC_deg   Delta  e_Delt AV     e_AV 
14:17:58.46 +52:28:57.4 03D3ay    4  0.371  0.001 41.844  0.194 SNLS03D3ay         214.49358 +52.48261 -0.237  0.120  0.051  0.037
14:16:33.43 +52:20:31.9 03D3ba    4  0.291  0.001 40.889  0.235 SNLS03D3ba         214.13930 +52.34219 -0.140  0.117  0.408  0.162
14:19:45.20 +52:32:25.4 03D3cc    3  0.463  0.001 42.203  0.169 SNLS03D3cc         214.93835 +52.54038 -0.252  0.097  0.096  0.065
14:18:39.93 +52:36:43.5 03D3cd    4  0.461  0.001 42.053  0.165 SNLS03D3cd         214.66636 +52.61208 -0.249  0.126  0.071  0.059
22:14:45.83 -17:44:22.8 03D4ag    4  0.285  0.001 40.931  0.138 SNLS03D4ag         333.69096 -17.73966 -0.329  0.074  0.038  0.030
22:14:24.04 -17:46:36.2 03D4at    4  0.633  0.001 43.205  0.222 SNLS03D4at         333.60017 -17.77673 -0.191  0.148  0.108  0.099
22:14:33.75 -17:35:15.0 03D4cx    4  0.949  0.001 44.157  0.183 SNLS03D4cx         333.64064 -17.58751 -0.274  0.136  0.054  0.046
22:13:40.42 -17:40:53.9 03D4cy    4  0.927  0.001 44.044  0.203 SNLS03D4cy         333.41840 -17.68164 -0.227  0.146  0.063  0.051
22:16:41.86 -17:55:34.6 03D4cz    4  0.695  0.001 42.983  0.309 SNLS03D4cz         334.17442 -17.92627  0.381  0.200  0.085  0.087
22:17:31.03 -17:37:46.8 03D4dh    4  0.627  0.001 42.908  0.204 SNLS03D4dh         334.37928 -17.62965 -0.314  0.087  0.130  0.110
22:14:10.24 -17:30:23.8 03D4di    4  0.905  0.001 43.821  0.177 SNLS03D4di         333.54266 -17.50662 -0.342  0.098  0.074  0.063
22:14:50.53 -17:57:23.3 03D4dy    4  0.604  0.001 42.623  0.294 SNLS03D4dy         333.71052 -17.95648 -0.370  0.075  0.285  0.191
22:16:14.45 -17:23:44.1 03D4fd    4  0.791  0.001 43.635  0.234 SNLS03D4fd         334.06021 -17.39557 -0.196  0.152  0.110  0.103
22:14:22.93 -17:44:02.5 03D4gf    4  0.581  0.001 42.864  0.179 SNLS03D4gf         333.59555 -17.73403 -0.162  0.149  0.043  0.034
22:16:40.19 -18:09:52.1 03D4gg    4  0.592  0.001 42.833  0.225 SNLS03D4gg         334.16746 -18.16446 -0.162  0.181  0.096  0.077
22:14:44.17 -17:31:44.1 03D4gl    4  0.571  0.001 42.450  0.386 SNLS03D4gl         333.68406 -17.52891  0.030  0.327  0.095  0.089
02:24:41.10 -04:17:19.5 04D1ag    4  0.557  0.001 42.514  0.212 SNLS04D1ag         036.17124 -04.28875 -0.155  0.186  0.060  0.057
02:25:53.96 -04:59:40.6 04D1aj    4  0.721  0.001 43.419  0.224 SNLS04D1aj         036.47483 -04.99461 -0.331  0.109  0.123  0.113
02:27:33.35 -04:19:38.8 04D1ak    4  0.526  0.001 42.382  0.265 SNLS04D1ak         036.88898 -04.32744  0.483  0.188  0.111  0.098
10:01:56.09 +01:52:46.1 04D2cf    4  0.369  0.001 41.776  0.171 SNLS04D2cf         150.48371 +01.87948 -0.001  0.135  0.071  0.059
09:59:28.12 +02:19:15.6 04D2fp    4  0.415  0.001 41.978  0.152 SNLS04D2fp         149.86717 +02.32101 -0.162  0.094  0.103  0.067
10:00:22.09 +01:45:55.4 04D2fs    4  0.357  0.001 41.624  0.165 SNLS04D2fs         150.09202 +01.76540 -0.123  0.110  0.222  0.107
10:02:22.67 +01:53:39.0 04D2gb    4  0.430  0.001 41.714  0.172 SNLS04D2gb         150.59445 +01.89416  0.497  0.111  0.058  0.043
10:01:39.26 +01:52:59.0 04D2gc    2  0.521  0.001 42.117  0.284 SNLS04D2gc         150.41360 +01.88305 -0.247  0.109  0.539  0.177
09:59:20.37 +02:30:32.0 04D2gp    4  0.707  0.001 43.398  0.315 SNLS04D2gp         149.83489 +02.50888  0.050  0.243  0.100  0.103
10:01:13.18 +02:24:54.2 04D2iu    4  0.691  0.001 43.219  0.347 SNLS04D2iu         150.30491 +02.41505  0.309  0.226  0.124  0.115
09:58:48.50 +01:46:18.2 04D2ja    4  0.741  0.001 43.559  0.235 SNLS04D2ja         149.70209 +01.77174 -0.175  0.161  0.087  0.078
14:17:49.98 +52:57:49.0 04D3co    4  0.620  0.001 43.234  0.239 SNLS04D3co         214.45825 +52.96361 -0.089  0.164  0.096  0.086
14:20:23.92 +52:49:15.4 04D3cp    4  0.830  0.001 43.663  0.159 SNLS04D3cp         215.09966 +52.82093 -0.379  0.077  0.067  0.058
14:18:12.43 +52:39:30.0 04D3cy    4  0.643  0.001 43.423  0.191 SNLS04D3cy         214.55181 +52.65833 -0.350  0.094  0.111  0.091
14:17:48.40 +52:28:14.4 04D3dd    4  1.010  0.001 44.678  0.194 SNLS04D3dd         214.45169 +52.47068 -0.320  0.121  0.042  0.032
14:18:10.00 +52:16:39.7 04D3df    4  0.470  0.001 41.947  0.181 SNLS04D3df         214.54167 +52.27769  0.743  0.119  0.096  0.070
14:17:46.08 +52:16:03.2 04D3do    4  0.610  0.001 42.722  0.231 SNLS04D3do         214.44201 +52.26755  0.189  0.153  0.091  0.083
14:19:07.83 +53:04:19.0 04D3ez    4  0.263  0.001 40.764  0.165 SNLS04D3ez         214.78264 +53.07195  0.010  0.103  0.228  0.090
14:18:26.18 +52:31:42.5 04D3fk    4  0.358  0.001 41.581  0.155 SNLS04D3fk         214.60910 +52.52847 -0.160  0.092  0.385  0.086
14:16:57.88 +52:22:46.1 04D3fq    4  0.730  0.001 43.434  0.245 SNLS04D3fq         214.24119 +52.37947 -0.023  0.173  0.094  0.084
14:22:32.59 +52:38:48.9 04D3gt    4  0.451  0.001 41.797  0.170 SNLS04D3gt         215.63580 +52.64692 -0.088  0.099  0.635  0.097
14:20:13.67 +52:16:58.0 04D3gx    4  0.910  0.001 44.169  0.187 SNLS04D3gx         215.05695 +52.28278 -0.250  0.126  0.069  0.052
14:22:06.89 +52:13:42.9 04D3hn    4  0.552  0.001 42.258  0.291 SNLS04D3hn         215.52873 +52.22859  0.099  0.153  0.381  0.173
14:16:51.97 +52:48:45.7 04D3is    4  0.710  0.001 43.092  0.370 SNLS04D3is         214.21653 +52.81269 -0.182  0.167  0.489  0.226
14:19:34.60 +52:17:32.6 04D3ki    4  0.930  0.001 44.202  0.235 SNLS04D3ki         214.89416 +52.29239 -0.071  0.167  0.070  0.060
14:16:35.93 +52:28:44.0 04D3kr    4  0.337  0.001 41.386  0.142 SNLS04D3kr         214.14972 +52.47887 -0.322  0.067  0.164  0.082
14:22:33.55 +52:11:06.7 04D3ks    4  0.752  0.001 43.324  0.241 SNLS04D3ks         215.63978 +52.18518 -0.280  0.120  0.134  0.118
14:21:07.97 +52:58:29.3 04D3lu    4  0.822  0.001 43.794  0.216 SNLS04D3lu         215.28321 +52.97479 -0.186  0.133  0.092  0.086
14:16:39.07 +53:05:35.7 04D3ml    4  0.950  0.001 44.117  0.170 SNLS04D3ml         214.16278 +53.09325 -0.344  0.112  0.054  0.046
14:16:18.22 +52:16:25.7 04D3nc    4  0.817  0.001 43.696  0.211 SNLS04D3nc         214.07591 +52.27380 -0.289  0.120  0.122  0.090
14:22:26.71 +52:20:00.4 04D3nh    4  0.340  0.001 41.566  0.148 SNLS04D3nh         215.61128 +52.33345 -0.248  0.093  0.132  0.082
14:22:38.51 +52:38:55.3 04D3nr    4  0.960  0.001 44.291  0.224 SNLS04D3nr         215.66045 +52.64869 -0.255  0.146  0.049  0.044
14:18:56.32 +52:11:14.9 04D3ny    4  0.810  0.001 43.461  0.262 SNLS04D3ny         214.73467 +52.18746 -0.022  0.169  0.147  0.126
14:19:39.38 +52:33:13.8 04D3oe    4  0.756  0.001 43.583  0.207 SNLS04D3oe         214.91410 +52.55385 -0.202  0.151  0.075  0.073
22:15:57.10 -17:41:43.8 04D4an    4  0.613  0.001 42.913  0.287 SNLS04D4an         333.98792 -17.69550  0.313  0.195  0.155  0.128
22:15:07.70 -18:03:37.0 04D4bk    4  0.840  0.001 43.877  0.173 SNLS04D4bk         333.78210 -18.06027 -0.310  0.104  0.067  0.058
22:14:49.42 -17:49:39.3 04D4bq    4  0.550  0.001 42.690  0.263 SNLS04D4bq         333.70593 -17.82759 -0.230  0.157  0.178  0.144
22:15:25.45 -17:14:42.6 04D4dm    4  0.811  0.001 43.670  0.262 SNLS04D4dm         333.85606 -17.24516 -0.104  0.162  0.143  0.123
22:16:44.67 -17:50:02.7 04D4dw    2  0.961  0.001 44.166  0.213 SNLS04D4dw         334.18614 -17.83407 -0.260  0.143  0.049  0.043
12:36:49.76 +62:13:13.1 2002dc    4  0.475  0.010 42.248  0.287 SN2002dc           189.20732 +62.22030  0.172  0.220  0.153  0.163
12:36:55.35 +62:12:46.1 2002dd    4  0.950  0.010 43.969  0.258 SN2002dd           189.23062 +62.21281 -0.244  0.154  0.212  0.148
12:37:20.75 +62:13:41.5 Eagle     4  1.020  0.010 44.385  0.211 [RSC2007]HST04Eag  189.33646 +62.22819 -0.182  0.147  0.122  0.111
12:36:25.10 +62:15:23.8 Ferguson  4  1.020  0.010 44.025  0.255 [RSC2007]HST05Fer  189.10458 +62.25662  0.071  0.182  0.175  0.151
12:36:13.83 +62:12:07.6 Gabi      4  1.120  0.010 44.572  0.191 [RSC2007]HST05Gab  189.05762 +62.20210 -0.200  0.130  0.106  0.088
03:32:21.49 -27:46:58.3 Greenburg 2  1.140  0.010 44.337  0.159 [RSC2007]HST04Gre  053.08954 -27.78286 -0.394  0.064  0.085  0.066
12:35:41.16 +62:11:37.2 Hawk      1  0.490  0.010 42.487  0.255 [RSC2007]HST04Haw  188.92150 +62.19366 -0.291  0.152  0.108  0.100
12:36:22.92 +62:18:23.2 Koekemoer 3  1.230  0.010 44.990  0.240 [RSC2007]HST05Koe  189.09550 +62.30644 -0.205  0.154  0.076  0.069
12:36:56.72 +62:12:53.3 Lancaster 4  1.230  0.010 45.083  0.189 [RSC2007]HST05Lan  189.23633 +62.21481  0.157  0.223  0.161  0.134
12:36:34.85 +62:15:48.9 Manipogo  4  0.854  0.010 43.757  0.246 [RSC2007]HST04Man  189.14522 +62.26357  0.093  0.183  0.098  0.086
03:32:10.02 -27:49:50.0 Mcguire   4  1.370  0.010 45.187  0.185 [RSC2007]HST04Mcg  053.04175 -27.83055 -0.317  0.102  0.095  0.080
03:32:25.34 -27:45:03.0 Ombo      4  0.975  0.010 44.273  0.213 [RSC2007]HST04Omb  053.10558 -27.75084 -0.392  0.093  0.221  0.142
12:38:09.00 +62:18:47.2 Patuxent  4  0.970  0.010 44.432  0.274 [RSC2007]HST04Pat  189.53750 +62.31312 -0.128  0.215  0.098  0.097
03:32:18.15 -27:44:10.5 Rakke     4  0.740  0.010 43.282  0.203 [RSC2007]HST04Rak  053.07562 -27.73626  0.006  0.165  0.104  0.075
12:37:06.53 +62:15:11.7 Spock     4  0.839  0.010 43.367  0.387 [RSC2007]HST05Spo  189.27721 +62.25325  0.010  0.235  0.122  0.123
12:36:20.63 +62:10:50.6 Strolger  4  1.010  0.010 44.501  0.218 [RSC2007]HST05Str  189.08596 +62.18072 -0.213  0.178  0.116  0.093
12:36:55.21 +62:13:03.7 Thames    3  0.954  0.010 43.977  0.342 [RSC2007]HST04Tha  189.23006 +62.21771  0.126  0.222  0.133  0.127
12:36:34.36 +62:12:12.5 Yowie     2  0.460  0.010 42.327  0.354 [RSC2007]HST04Yow  189.14318 +62.20349  0.012  0.195  0.229  0.200
03:32:45.65 -27:44:24.3 Zwicky    4  0.521  0.010 42.471  0.196 [RSC2007]HST05Zwi  053.19021 -27.74008 -0.254  0.133  0.185  0.118
12:37:25.13 +62:13:17.0 anguta    3  0.670  0.010 43.123  0.253 SN2003bd           189.35469 +62.22138  0.183  0.184  0.164  0.131
03:32:37.51 -27:46:46.4 aphrodite 3  1.300  0.010 44.858  0.171 SN2002fw           053.15630 -27.77956 -0.096  0.171  0.211  0.135
03:32:34.72 -27:39:58.3 bilbo     3  0.216  0.010 40.539  0.229 SN2002kc           053.14467 -27.66619 -0.193  0.172  0.884  0.171
12:37:48.43 +62:13:34.8 elvis     3  0.840  0.010 43.592  0.206 SN2003eq           189.45181 +62.22635  0.082  0.175  0.094  0.083
03:32:22.32 -27:44:27.0 frodo     3  0.735  0.010 43.013  0.227 SN2002kd           053.09299 -27.74084  0.203  0.176  0.160  0.125
03:32:46.90 -27:54:49.3 gilgamesh 3  1.551  0.010 45.153  0.213 SN2003ak           053.19542 -27.91369 -0.033  0.270  0.483  0.202
03:32:44.33 -27:55:06.4 inanna    3  1.307  0.010 45.182  0.294 SN2003aj           053.18471 -27.91844  0.165  0.246  0.234  0.182
03:32:22.52 -27:41:52.3 isis      3  0.526  0.010 43.383  0.230 SN2002hr           053.09384 -27.69785 -0.333  0.102  0.294  0.153
12:37:15.21 +62:13:33.5 mcenroe   3  0.900  0.010 43.425  0.307 SN2003eb           189.31337 +62.22599 -0.267  0.099  0.234  0.190
12:37:28.42 +62:20:39.6 nanna     3  1.140  0.010 44.456  0.386 SN2002ki           189.36842 +62.34432  0.249  0.287  0.084  0.076
12:36:26.01 +62:06:55.1 qiqirn    3  0.640  0.010 42.889  0.292 SN2003be           189.10839 +62.11531  0.033  0.199  0.161  0.133
12:36:55.44 +62:13:11.5 ramone    3  0.954  0.010 44.130  0.283 SN2003es           189.23100 +62.21985  0.079  0.181  0.069  0.069
12:36:54.12 +62:08:22.2 sasquatch 3  1.390  0.010 44.931  0.218 [RSC2007]HST04Sas  189.22552 +62.13950  0.141  0.285  0.243  0.199
12:37:19.72 +62:18:37.2 torngasak 3  1.265  0.010 44.843  0.251 SN2003az           189.33218 +62.31034 -0.068  0.232  0.230  0.150
12:37:29.00 +62:11:27.8 vilas     3  0.935  0.010 43.708  0.368 SN2003XX           189.37083 +62.19106 -0.131  0.143  0.209  0.202
02:30:40.00 -08:11:40.5 b010      4  0.590  0.003 42.867  0.244 ESSENCEb010        037.66667 -08.19458 -0.174  0.189  0.094  0.079
02:31:20.73 -08:36:13.1 b013      4  0.427  0.003 41.940  0.212 ESSENCEb013        037.83637 -08.60364 -0.043  0.163  0.118  0.085
02:04:41.03 -05:09:40.7 b020      3  0.426  0.003 41.669  0.359 ESSENCEb020        031.17096 -05.16131  0.073  0.295  0.139  0.140
12:37:09.19 +62:11:28.2 borg      3  1.340  0.010 44.919  0.238 SN2003dy           189.28829 +62.19116 -0.237  0.175  0.349  0.177
23:25:24.03 -09:26:00.6 d033      4  0.530  0.008 42.855  0.168 ESSENCEd033        351.35012 -09.43350 -0.348  0.116  0.083  0.071
02:29:21.21 -09:02:15.6 d083      3  0.333  0.001 40.636  0.145 ESSENCEd083        037.33837 -09.03767 -0.341  0.076  0.085  0.070
02:28:50.93 -09:09:58.1 d084      4  0.516  0.006 42.770  0.318 ESSENCEd084        037.21221 -09.16614 -0.148  0.221  0.228  0.179
23:27:58.22 -08:57:11.8 d085      4  0.401  0.008 41.949  0.176 ESSENCEd085        351.99258 -08.95328 -0.307  0.097  0.136  0.098
23:27:01.71 -09:24:04.5 d086      3  0.204  0.003 40.148  0.270 ESSENCEd086        351.75712 -09.40125 -0.134  0.132  0.367  0.245
01:11:06.23 +00:13:44.2 d087      4  0.337  0.004 41.261  0.208 ESSENCEd087        017.77596 +00.22894 -0.182  0.125  0.116  0.092
02:28:28.56 -08:08:44.7 d089      4  0.424  0.003 41.972  0.175 ESSENCEd089        037.11900 -08.14575 -0.263  0.128  0.120  0.088
02:07:54.84 -03:28:28.4 d099      3  0.210  0.002 40.312  0.221 ESSENCEd099        031.97850 -03.47456 -0.138  0.117  0.105  0.099
02:31:06.84 -08:45:36.5 d117      4  0.301  0.005 41.300  0.288 ESSENCEd117        037.77850 -08.76014  0.283  0.232  0.164  0.133
02:10:53.98 -04:25:49.8 d149      4  0.344  0.008 41.541  0.215 ESSENCEd149        032.72492 -04.43050 -0.246  0.120  0.156  0.123
23:25:36.06 -09:31:44.7 e020      3  0.159  0.006 39.792  0.244 ESSENCEe020        351.40025 -09.52908 -0.082  0.161  0.344  0.240
01:09:48.80 +01:00:05.6 e029      4  0.332  0.008 41.483  0.291 ESSENCEe029        017.45333 +01.00156  0.181  0.263  0.150  0.149
02:30:09.00 -09:04:35.9 e108      4  0.472  0.007 42.230  0.147 ESSENCEe108        037.53750 -09.07664 -0.359  0.109  0.056  0.053
02:09:15.55 -03:35:41.4 e132      4  0.235  0.006 40.469  0.268 ESSENCEe132        032.31479 -03.59483 -0.070  0.150  0.503  0.243
02:11:06.48 -03:47:56.1 e136      4  0.348  0.006 41.633  0.258 ESSENCEe136        032.77700 -03.79892  0.275  0.196  0.166  0.132
02:33:47.01 -08:36:22.1 e138      4  0.611  0.006 42.900  0.204 ESSENCEe138        038.44587 -08.60614 -0.303  0.130  0.102  0.077
02:31:04.09 -08:10:56.6 e140      4  0.614  0.006 42.812  0.217 ESSENCEe140        037.76704 -08.18239 -0.222  0.161  0.104  0.092
02:31:02.64 -08:39:50.8 e147      4  0.641  0.008 42.953  0.181 ESSENCEe147        037.76100 -08.66411 -0.234  0.151  0.058  0.052
02:31:20.96 -08:36:14.2 e148      4  0.429  0.006 42.200  0.181 ESSENCEe148        037.83733 -08.60394 -0.195  0.151  0.084  0.063
02:31:34.54 -08:36:46.4 e149      4  0.491  0.006 42.160  0.244 ESSENCEe149        037.89392 -08.61289 -0.013  0.183  0.124  0.108
02:10:19.51 -04:59:32.3 f011      4  0.536  0.006 42.554  0.251 ESSENCEf011        032.58129 -04.99231 -0.093  0.236  0.131  0.102
01:08:08.73 +00:27:09.7 f041      4  0.558  0.007 42.669  0.159 ESSENCEf041        017.03637 +00.45269 -0.357  0.109  0.078  0.064
01:08:49.81 -00:44:13.5 f076      4  0.410  0.004 41.365  0.293 ESSENCEf076        017.20754 -00.73708  0.197  0.269  0.155  0.116
02:35:41.19 -08:06:29.6 f216      4  0.595  0.011 43.191  0.294 ESSENCEf216        038.92162 -08.10822 -0.102  0.233  0.116  0.091
02:11:12.82 -04:13:52.1 f221      3  0.443  0.004 42.775  0.238 ESSENCEf221        032.80342 -04.23114 -0.114  0.202  0.065  0.066
23:30:27.15 -08:35:47.0 f231      4  0.620  0.008 42.953  0.188 ESSENCEf231        352.61312 -08.59639 -0.274  0.141  0.082  0.064
02:27:47.29 -07:33:46.2 f244      4  0.546  0.005 42.614  0.263 ESSENCEf244        036.94704 -07.56283 -0.057  0.247  0.111  0.091
23:29:45.27 -08:54:36.1 g001      3  0.268  0.002 40.699  0.195 ESSENCEg001        352.43862 -08.91003  0.192  0.162  0.080  0.060
23:28:27.20 -08:36:55.2 g005      4  0.218  0.007 40.450  0.227 ESSENCEg005        352.11333 -08.61533 -0.298  0.076  0.261  0.205
01:13:35.84 -00:09:27.6 g055      4  0.302  0.006 41.560  0.313 ESSENCEg055        018.39933 -00.15767 -0.329  0.108  0.742  0.273
23:27:37.16 -09:35:21.0 g097      4  0.339  0.004 41.413  0.275 ESSENCEg097        351.90483 -09.58917 -0.256  0.137  0.306  0.204
02:31:19.95 -08:49:21.7 g160      4  0.507  0.019 42.310  0.256 ESSENCEg160        037.83312 -08.82269 -0.372  0.089  0.201  0.158
23:30:41.83 -08:34:11.0 g240      4  0.689  0.005 42.971  0.219 ESSENCEg240        352.67429 -08.56972 -0.205  0.167  0.056  0.049
02:04:27.01 -03:35:43.7 g276      3  0.244  0.001 40.550  0.264 ESSENCEg276        031.11254 -03.59547 -0.064  0.113  0.342  0.218
02:04:27.00 -04:52:46.0 h283      2  0.495  0.007 42.352  0.331 ESSENCEh283        031.11250 -04.87944  0.147  0.310  0.210  0.161
02:08:48.21 -04:26:10.4 h319      4  0.478  0.002 42.309  0.203 ESSENCEh319        032.20087 -04.43622 -0.279  0.134  0.143  0.099
02:29:48.79 -08:20:45.9 h323      4  0.603  0.007 42.916  0.248 ESSENCEh323        037.45329 -08.34608 -0.131  0.187  0.097  0.090
02:08:38.82 -05:08:11.7 h359      3  0.348  0.005 41.895  0.245 ESSENCEh359        032.16175 -05.13658 -0.231  0.119  0.206  0.171
02:06:25.01 -04:38:04.0 h363      4  0.211  0.005 40.478  0.288 ESSENCEh363        031.60421 -04.63444  0.069  0.156  0.470  0.267
02:29:41.93 -08:43:49.4 h364      4  0.344  0.004 41.217  0.203 ESSENCEh364        037.42471 -08.73039 -0.061  0.149  0.083  0.071
23:26:11.77 -08:50:17.5 k411      4  0.565  0.003 42.362  0.237 ESSENCEk411        351.54904 -08.83819 -0.165  0.181  0.113  0.095
01:13:38.17 -00:27:39.0 k425      4  0.274  0.003 40.825  0.295 ESSENCEk425        018.40904 -00.46083  0.173  0.264  0.206  0.172
02:28:03.11 -07:42:29.7 k429      3  0.171  0.006 39.800  0.179 ESSENCEk429        037.01296 -07.70825 -0.135  0.122  0.122  0.116
01:13:32.38 +00:37:15.3 k430      4  0.576  0.007 43.248  0.230 ESSENCEk430        018.38492 +00.62092 -0.194  0.197  0.102  0.081
02:30:18.04 -08:22:25.0 k441      4  0.671  0.007 43.147  0.218 ESSENCEk441        037.57517 -08.37361 -0.203  0.182  0.080  0.070
01:08:48.33 +00:00:49.5 k448      3  0.405  0.007 42.261  0.362 ESSENCEk448        017.20137 +00.01375  0.024  0.324  0.239  0.200
23:28:39.97 -09:19:50.0 m026      3  0.656  0.006 42.880  0.263 ESSENCEm026        352.16654 -09.33056 -0.165  0.193  0.117  0.084
01:09:15.01 +00:08:14.8 m027      4  0.285  0.003 41.441  0.280 ESSENCEm027        017.31254 +00.13744 -0.141  0.165  0.325  0.212
23:29:35.34 -09:58:46.3 m032      3  0.155  0.004 39.800  0.205 ESSENCEm032        352.39725 -09.97953 -0.158  0.105  0.096  0.101
02:27:50.33 -07:59:11.6 m034      3  0.562  0.006 42.667  0.272 ESSENCEm034        036.95971 -07.98656 -0.083  0.223  0.122  0.104
