#Table J_ApJ_700_1097_table1:
#Name: J/ApJ/700/1097/table1
#Title: SALT light curve fit parameters and distances. Constitution set
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    Bmag (mag)         (F6.3)  Apparent B band magnitude [ucd=phot.mag;em.opt.B]
#    e_Bmag (mag)       (F6.3)  Uncertainty in Bmag (1) [ucd=stat.error;phot.mag;em.opt.B]
#    s                  (F6.3)  SALT light curve stretch parameter [ucd=stat.fit.param]
#    e_s                (F6.3)  Uncertainty in s [ucd=stat.error]
#    c                  (F6.3)  Color parameter [ucd=phot.color.reddFree]
#    e_c                (F6.3)  Uncertainty in c [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (2) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#----------- ----------- --------- - ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------------------ --------- ---------
#                                  n                                                                                                             
#                                  _                                                                                                             
#_RAJ200     _DEJ200               I               Bmag   e_Bmag                             mu     e_mu                                         
RA          DEC         ID        I zCMB   e_zCMB Bmag   e_Bmag s      e_s    c      e_c    mu     e_mu   SimbadName         RA_deg    DEC_deg
10:50:12.19 +57:31:11.6 2002ad    1  0.514  0.005 23.060  0.001  0.890  0.050 -0.090  0.250 42.621  0.650 SN2002ad           162.55079 +57.51989
07:48:55.70 +10:06:06.3 2002ab    1  0.423  0.005 22.600  0.188  0.960  0.070  0.100  0.030 41.756  0.221 SN2002ab           117.23208 +10.10175
07:48:45.28 +10:18:00.8 2002aa    1  0.946  0.010 24.600  0.001  0.960  0.150  0.300  0.330 43.238  0.875 SN2002aa           117.18867 +10.30022
08:48:30.54 +44:15:35.3 2002x     1  0.859  0.010 24.730  0.151  0.820  0.080 -0.100  0.080 44.230  0.275 SN2002x            132.12725 +44.25981
08:47:54.42 +44:13:42.9 2002w     1  1.031  0.010 24.470  0.001  0.950  0.120  0.670  0.510 42.137  1.329 SN2002w            131.97675 +44.22858
07:50:31.24 +10:21:07.3 2001kd    1  0.936  0.010 24.960  0.001  0.640  0.170 -0.150  0.170 44.367  0.488 SN2001kd           117.63017 +10.35203
08:46:31.40 +44:03:56.6 2001jp    1  0.528  0.005 22.890  0.188  0.940  0.040 -0.100  0.040 42.539  0.221 SN2001jp           131.63083 +44.06572
04:40:12.00 -01:17:45.9 2001jn    1  0.645  0.005 24.550  0.283  1.330  0.480  0.100  0.240 44.165  0.906 SN2001jn           070.05000 -01.29608
04:39:13.82 -01:23:18.2 2001jm    1  0.978  0.010 24.500  0.154  0.850  0.040 -0.010  0.090 43.804  0.284 SN2001jm           069.80758 -01.38839
02:29:00.29 +00:20:44.2 2001jh    1  0.885  0.010 24.310  0.001  0.940  0.070 -0.280  0.180 44.425  0.474 SN2001jh           037.25121 +00.34561
02:28:07.13 +00:26:45.1 2001jf    1  0.815  0.010 25.190  0.001  0.570  0.100 -0.070  0.420 44.303  1.095 SN2001jf           037.02971 +00.44586
10:52:24.28 +57:16:36.1 2001iy    1  0.568  0.005 23.070  0.182  0.920  0.060 -0.130  0.070 42.772  0.268 SN2001iy           163.10117 +57.27669
10:52:18.92 +57:07:29.6 2001ix    1  0.711  0.010 23.800  0.204  0.960  0.030 -0.090  0.040 43.448  0.232 SN2001ix           163.07883 +57.12489
07:50:39.32 +10:20:19.1 2001iw    1  0.340  0.005 22.100  0.092  0.890  0.040  0.070  0.080 41.247  0.232 SN2001iw           117.66383 +10.33864
07:50:13.53 +10:17:10.4 2001iv    1  0.397  0.005 22.470  0.192  0.980  0.030  0.150  0.040 41.521  0.221 SN2001iv           117.55637 +10.28622
08:49:45.85 +44:15:31.8 2001hy    1  0.812  0.010 24.950  0.198  0.710  0.050  0.030  0.060 43.977  0.260 SN2001hy           132.44104 +44.25883
08:49:24.61 +44:02:22.4 2001hx    1  0.799  0.010 24.780  0.131  0.960  0.080  0.380  0.070 43.211  0.245 SN2001hx           132.35254 +44.03956
07:50:35.90 +09:58:14.2 2001hu    1  0.882  0.010 24.910  0.001  1.130  0.180  0.630  0.160 42.904  0.471 SN2001hu           117.64958 +09.97061
04:39:22.39 -01:32:51.4 2001hs    1  0.833  0.010 24.260  0.133  1.090  0.050  0.120  0.110 43.525  0.321 SN2001hs           069.84329 -01.54761
04:39:30.68 -01:28:21.9 2001fs    1  0.874  0.010 25.120  0.001  0.840  0.100  0.370  0.170 43.428  0.457 SN2001fs           069.87783 -01.47275
04:37:41.45 -01:29:33.1 2001fo    1  0.772  0.010 23.750  0.216  0.960  0.030 -0.190  0.040 43.657  0.243 SN2001fo           069.42271 -01.49253
14:01:57.75 +04:43:42.4 2000fr    1  0.543  0.005 23.030  0.070  1.030  0.020 -0.010  0.030 42.558  0.108 SN2000fr           210.49062 +04.72844
13:47:44.72 +02:20:57.2 1998bi    1  0.750  0.010 23.910  0.094  0.950  0.020 -0.010  0.020 43.339  0.110 SN1998bi           206.93633 +02.34922
13:46:20.89 +02:02:40.4 1998be    1  0.640  0.005 23.800  0.073  0.730  0.040  0.020  0.070 42.878  0.202 SN1998be           206.58704 +02.04456
13:43:36.92 +02:19:30.6 1998ba    1  0.430  0.005 22.870  0.001  0.960  0.040 -0.030  0.040 42.363  0.115 SN1998ba           205.90383 +02.32517
10:57:21.51 -03:14:49.9 1998ay    1  0.640  0.005 23.720  0.075  1.020  0.050 -0.060  0.050 43.365  0.162 SN1998ay           164.33962 -03.24719
10:57:16.38 -03:33:59.2 1998ax    1  0.497  0.005 23.150  0.069  1.100  0.030  0.070  0.040 42.557  0.130 SN1998ax           164.31825 -03.56644
10:56:15.02 -04:15:21.5 1998aw    1  0.440  0.005 23.200  0.048  1.010  0.020  0.230  0.030 42.081  0.095 SN1998aw           164.06258 -04.25597
10:53:56.22 -03:39:10.0 1998as    1  0.355  0.005 22.670  0.001  0.880  0.020  0.130  0.040 41.649  0.107 SN1998as           163.48425 -03.65278
08:21:38.13 +03:25:10.5 1997ez    1  0.780  0.010 24.260  0.076  1.090  0.040  0.080  0.030 43.629  0.120 SN1997ez           125.40887 +03.41958
04:58:56.32 -03:59:29.4 1997eq    1  0.540  0.005 23.160  0.060  0.950  0.020 -0.020  0.020 42.614  0.083 SN1997eq           074.73467 -03.99150
04:56:11.63 -03:41:26.0 1997ek    1  0.860  0.010 24.480  0.101  1.000  0.030  0.020  0.030 43.893  0.132 SN1997ek           074.04846 -03.69056
12:37:20.75 +62:13:41.5 Eagle     4  1.020  0.010 24.970  0.097  0.990  0.050  0.030  0.060 44.344  0.193 [RSC2007]HST04Eag  189.33646 +62.22819
03:32:21.49 -27:46:58.3 Greenburg 2  1.140  0.010 24.730  0.001  1.140  0.140 -0.030  0.080 44.446  0.270 [RSC2007]HST04Gre  053.08954 -27.78286
12:36:34.85 +62:15:48.9 Manipogo  4  0.854  0.010 24.530  0.087  0.940  0.060 -0.070  0.060 44.102  0.193 [RSC2007]HST04Man  189.14522 +62.26357
03:32:10.02 -27:49:50.0 Mcguire   4  1.370  0.010 25.730  0.001  0.910  0.190  0.060  0.100 44.928  0.350 [RSC2007]HST04Mcg  053.04175 -27.83055
03:32:25.34 -27:45:03.0 Ombo      4  0.975  0.010 24.880  0.141  1.220  0.060  0.100  0.030 44.358  0.178 [RSC2007]HST04Omb  053.10558 -27.75084
12:38:09.00 +62:18:47.2 Patuxent  4  0.970  0.010 25.020  0.095  0.990  0.090 -0.120  0.060 44.783  0.214 [RSC2007]HST04Pat  189.53750 +62.31312
03:32:18.15 -27:44:10.5 Rakke     4  0.740  0.010 23.840  0.105  1.020  0.040 -0.110  0.050 43.614  0.174 [RSC2007]HST04Rak  053.07562 -27.73626
12:36:54.12 +62:08:22.2 Sasquatch 1  1.390  0.010 25.820  0.001  1.390  0.640  0.340  0.170 44.888  0.908 [RSC2007]HST04Sas  189.22552 +62.13950
12:36:34.36 +62:12:12.5 Yowie     2  0.460  0.005 23.590  0.001  0.860  0.070  0.240  0.060 42.259  0.178 [RSC2007]HST04Yow  189.14318 +62.20349
12:36:25.10 +62:15:23.8 Ferguson  4  1.020  0.010 24.830  0.001  1.080  0.100  0.110  0.070 44.109  0.220 [RSC2007]HST05Fer  189.10458 +62.25662
12:36:13.83 +62:12:07.6 Gabi      4  1.120  0.010 25.070  0.092  0.960  0.050  0.030  0.070 44.407  0.213 [RSC2007]HST05Gab  189.05762 +62.20210
12:36:56.72 +62:12:53.3 Lancaster 4  1.230  0.010 26.020  0.077  0.880  0.100  0.140  0.060 44.973  0.213 [RSC2007]HST05Lan  189.23633 +62.21481
12:37:01.70 +62:12:24.0 Redford   1  1.190  0.010 25.760  0.139  0.700  0.100  0.250  0.050 44.205  0.227 [RSC2007]HST05Red  189.25708 +62.20666
12:37:06.53 +62:15:11.7 Spock     4  0.839  0.010 24.200  0.001  1.000  0.050 -0.040  0.070 43.768  0.192 [RSC2007]HST05Spo  189.27721 +62.25325
12:36:20.63 +62:10:50.6 Strolger  4  1.010  0.010 25.030  0.165  1.080  0.040 -0.010  0.020 44.620  0.180 [RSC2007]HST05Str  189.08596 +62.18072
03:32:45.65 -27:44:24.3 Zwicky    4  0.521  0.005 23.070  0.001  1.210  0.060  0.090  0.060 42.562  0.172 [RSC2007]HST05Zwi  053.19021 -27.74008
12:36:49.76 +62:13:13.1 2002dc    4  0.475  0.005 23.090  0.001  0.830  0.050  0.000  0.130 42.344  0.342 SN2002dc           189.20732 +62.22030
12:36:55.35 +62:12:46.1 2002dd    4  0.950  0.010 24.660  0.083  1.090  0.080  0.130  0.050 43.900  0.183 SN2002dd           189.23062 +62.21281
03:32:37.51 -27:46:46.4 2002fw    1  1.300  0.010 25.650  0.091  1.020  0.090  0.010  0.110 45.114  0.319 SN2002fw           053.15630 -27.77956
03:32:24.78 -27:46:18.1 2002hp    1  1.305  0.010 25.410  0.158  0.860  0.040  0.050  0.080 44.572  0.265 SN2002hp           053.10326 -27.77169
03:32:22.52 -27:41:52.3 2002hr    1  0.526  0.005 24.040  0.114  1.030  0.090  0.160  0.050 43.127  0.205 SN2002hr           053.09384 -27.69785
03:32:22.32 -27:44:27.0 2002kd    1  0.735  0.010 24.020  0.113  0.920  0.010  0.040  0.040 43.282  0.154 SN2002kd           053.09299 -27.74084
12:37:28.42 +62:20:39.6 2002ki    1  1.140  0.010 25.350  0.240  1.000  0.360  0.270  0.200 44.115  0.725 SN2002ki           189.36842 +62.34432
03:32:46.90 -27:54:49.3 2003ak    1  1.551  0.010 26.640  0.001  1.040  0.460  0.290  0.080 45.403  0.607 SN2003ak           053.19542 -27.91369
12:37:19.72 +62:18:37.2 2003az    1  1.265  0.010 25.680  0.135  0.990  0.070  0.150  0.050 44.744  0.206 SN2003az           189.33218 +62.31034
12:37:09.19 +62:11:28.2 2003dy    1  1.340  0.010 25.770  0.001  1.230  0.150  0.180  0.070 45.054  0.260 SN2003dy           189.28829 +62.19116
12:37:48.43 +62:13:34.8 2003eq    1  0.840  0.010 24.350  0.148  0.970  0.050  0.020  0.030 43.726  0.178 SN2003eq           189.45181 +62.22635
22:16:09.93 -18:04:39.3 03D4au    1  0.468  0.005 23.860  0.069  1.000  0.030  0.290  0.040 42.574  0.130 SNLS03D4au         334.04137 -18.07759
22:15:07.70 -18:03:37.0 04D4bk    4  0.840  0.010 24.310  0.001  1.050  0.060  0.140  0.120 43.474  0.320 SNLS04D4bk         333.78210 -18.06027
14:22:38.51 +52:38:55.3 04D3nr    4  0.960  0.010 24.540  0.143  0.920  0.060  0.070  0.140 43.724  0.397 SNLS04D3nr         215.66045 +52.64869
14:21:07.97 +52:58:29.3 04D3lu    4  0.822  0.010 24.340  0.052  0.950  0.030  0.020  0.120 43.691  0.317 SNLS04D3lu         215.28321 +52.97479
14:19:34.60 +52:17:32.6 04D3ki    4  0.930  0.010 24.870  0.237  0.900  0.050 -0.260  0.230 44.884  0.644 SNLS04D3ki         214.89416 +52.29239
14:22:32.59 +52:38:48.9 04D3gt    4  0.451  0.005 23.230  0.097  0.950  0.010  0.280  0.020 41.907  0.111 SNLS04D3gt         215.63580 +52.64692
14:17:46.08 +52:16:03.2 04D3do    4  0.610  0.005 23.570  0.089  0.860  0.020 -0.080  0.030 43.068  0.121 SNLS04D3do         214.44201 +52.26755
14:20:23.92 +52:49:15.4 04D3cp    4  0.830  0.010 24.240  0.001  1.110  0.030 -0.450  0.170 45.007  0.442 SNLS04D3cp         215.09966 +52.82093
09:59:20.37 +02:30:32.0 04D2gp    4  0.707  0.010 24.150  0.043  0.800  0.050 -0.050  0.080 43.496  0.220 SNLS04D2gp         149.83489 +02.50888
09:59:28.12 +02:19:15.6 04D2fp    4  0.415  0.005 22.530  0.081  0.960  0.010  0.010  0.020 41.919  0.098 SNLS04D2fp         149.86717 +02.32101
02:24:41.10 -04:17:19.5 04D1ag    4  0.557  0.005 23.000  0.084  0.940  0.030 -0.180  0.030 42.856  0.120 SNLS04D1ag         036.17124 -04.28875
22:16:14.45 -17:23:44.1 03D4fd    4  0.791  0.010 24.210  0.001  0.940  0.050  0.040  0.060 43.497  0.167 SNLS03D4fd         334.06021 -17.39557
22:16:41.86 -17:55:34.6 03D4cz    4  0.695  0.005 24.030  0.068  0.750  0.030 -0.060  0.050 43.340  0.151 SNLS03D4cz         334.17442 -17.92627
22:14:24.04 -17:46:36.2 03D4at    4  0.633  0.005 23.740  0.001  0.980  0.060 -0.080  0.060 43.387  0.172 SNLS03D4at         333.60017 -17.77673
14:21:35.90 +52:31:38.7 03D3bh    1  0.249  0.005 21.130  0.001  0.990  0.030 -0.090  0.060 40.815  0.160 SNLS03D3bh         215.39958 +52.52742
14:21:14.88 +52:32:15.3 03D3af    4  0.532  0.005 23.490  0.105  0.940  0.040  0.030  0.050 42.803  0.174 SNLS03D3af         215.31199 +52.53758
02:25:43.60 -04:08:38.6 03D1fc    4  0.331  0.005 21.800  0.080  0.940  0.010  0.040  0.010 41.087  0.086 SNLS03D1fc         036.43165 -04.14406
02:26:37.74 -04:50:19.6 03D1bp    4  0.346  0.005 22.450  0.053  0.840  0.010  0.120  0.030 41.405  0.095 SNLS03D1bp         036.65723 -04.83878
22:16:44.67 -17:50:02.7 04D4dw    2  0.961  0.010 24.570  0.001  0.960  0.080 -0.120  0.190 44.296  0.502 SNLS04D4dw         334.18614 -17.83407
22:15:57.10 -17:41:43.8 04D4an    4  0.613  0.005 24.020  0.108  0.820  0.020  0.060  0.020 43.106  0.123 SNLS04D4an         333.98792 -17.69550
14:22:26.71 +52:20:00.4 04D3nh    4  0.340  0.005 22.140  0.080  1.010  0.010  0.080  0.010 41.410  0.086 SNLS04D3nh         215.61128 +52.33345
14:19:50.91 +52:30:11.5 04D3lp    1  0.983  0.010 24.930  0.371  0.830  0.060  0.020  0.280 44.132  0.818 SNLS04D3lp         214.96212 +52.50319
14:16:51.97 +52:48:45.7 04D3is    4  0.710  0.010 24.260  0.084  0.980  0.040  0.220  0.050 43.130  0.162 SNLS04D3is         214.21653 +52.81269
14:16:57.88 +52:22:46.1 04D3fq    4  0.730  0.010 24.130  0.090  0.920  0.030  0.010  0.040 43.469  0.142 SNLS04D3fq         214.24119 +52.37947
14:18:10.00 +52:16:39.7 04D3df    4  0.470  0.005 23.470  0.089  0.730  0.020  0.060  0.030 42.444  0.121 SNLS04D3df         214.54167 +52.27769
14:17:49.98 +52:57:49.0 04D3co    4  0.620  0.005 23.780  0.089  0.890  0.020 -0.060  0.030 43.264  0.121 SNLS04D3co         214.45825 +52.96361
10:01:39.26 +01:52:59.0 04D2gc    2  0.521  0.005 23.320  0.073  1.070  0.050  0.180  0.040 42.405  0.141 SNLS04D2gc         150.41360 +01.88305
10:01:56.09 +01:52:46.1 04D2cf    4  0.369  0.005 22.340  0.092  0.890  0.020  0.000  0.010 41.668  0.099 SNLS04D2cf         150.48371 +01.87948
22:14:44.17 -17:31:44.1 03D4gl    4  0.571  0.005 23.260  0.001  0.980  0.060  0.030  0.050 42.622  0.149 SNLS03D4gl         333.68406 -17.52891
22:14:50.53 -17:57:23.3 03D4dy    4  0.604  0.005 23.320  0.094  1.060  0.020  0.110  0.020 42.574  0.110 SNLS03D4dy         333.71052 -17.95648
22:13:40.42 -17:40:53.9 03D4cy    4  0.927  0.010 24.720  0.175  1.050  0.060 -0.290  0.210 44.998  0.576 SNLS03D4cy         333.41840 -17.68164
22:14:45.83 -17:44:22.8 03D4ag    4  0.285  0.005 21.210  0.092  1.020  0.020 -0.080  0.010 40.907  0.099 SNLS03D4ag         333.69096 -17.73966
14:16:33.43 +52:20:31.9 03D3ba    4  0.291  0.005 22.050  0.073  1.040  0.030  0.260  0.020 40.891  0.097 SNLS03D3ba         214.13930 +52.34219
02:24:56.01 -04:07:36.8 03D1gt    4  0.548  0.005 24.120  0.001  0.860  0.050  0.240  0.060 42.789  0.167 SNLS03D1gt         036.23337 -04.12689
02:24:14.11 -04:39:57.1 03D1ew    4  0.868  0.010 24.370  0.001  1.020  0.060 -0.110  0.250 44.144  0.652 SNLS03D1ew         036.05880 -04.66585
02:24:23.35 -04:43:14.8 03D1ax    4  0.496  0.005 22.960  0.075  0.880  0.020 -0.050  0.040 42.405  0.130 SNLS03D1ax         036.09729 -04.72077
22:15:25.45 -17:14:42.6 04D4dm    4  0.811  0.010 24.390  0.001  1.000  0.050 -0.160  0.140 44.269  0.368 SNLS04D4dm         333.85606 -17.24516
14:19:39.38 +52:33:13.8 04D3oe    4  0.756  0.010 24.080  0.060  0.810  0.030 -0.230  0.060 43.905  0.171 SNLS04D3oe         214.91410 +52.55385
14:16:18.22 +52:16:25.7 04D3nc    4  0.817  0.010 24.270  0.001  1.110  0.050  0.060  0.110 43.716  0.292 SNLS04D3nc         214.07591 +52.27380
14:22:33.55 +52:11:06.7 04D3ks    4  0.752  0.010 23.880  0.058  1.010  0.040  0.020  0.050 43.305  0.150 SNLS04D3ks         215.63978 +52.18518
14:22:06.89 +52:13:42.9 04D3hn    4  0.552  0.005 23.470  0.089  0.900  0.020  0.110  0.030 42.526  0.121 SNLS04D3hn         215.52873 +52.22859
14:18:26.18 +52:31:42.5 04D3fk    4  0.358  0.005 22.530  0.096  0.920  0.000  0.150  0.010 41.507  0.099 SNLS04D3fk         214.60910 +52.52847
14:17:48.40 +52:28:14.4 04D3dd    4  1.010  0.010 25.120  0.445  1.090  0.100 -0.070  0.280 44.877  0.860 SNLS04D3dd         214.45169 +52.47068
09:58:48.50 +01:46:18.2 04D2ja    4  0.741  0.010 24.100  0.105  0.950  0.020 -0.070  0.030 43.684  0.133 SNLS04D2ja         149.70209 +01.77174
10:02:22.67 +01:53:39.0 04D2gb    4  0.430  0.005 22.800  0.070  0.780  0.020 -0.010  0.030 42.018  0.108 SNLS04D2gb         150.59445 +01.89416
02:27:33.35 -04:19:38.8 04D1ak    4  0.526  0.005 23.630  0.040  0.820  0.030  0.020  0.040 42.820  0.117 SNLS04D1ak         036.88898 -04.32744
22:16:40.19 -18:09:52.1 03D4gg    4  0.592  0.005 23.400  0.054  1.000  0.080  0.080  0.050 42.657  0.172 SNLS03D4gg         334.16746 -18.16446
22:14:10.24 -17:30:23.8 03D4di    4  0.905  0.010 24.290  0.117  1.100  0.050  0.020  0.140 43.827  0.386 SNLS03D4di         333.54266 -17.50662
22:14:33.75 -17:35:15.0 03D4cx    4  0.949  0.010 24.500  0.184  0.900  0.060  0.090  0.150 43.608  0.436 SNLS03D4cx         333.64064 -17.58751
14:18:39.93 +52:36:43.5 03D3cd    4  0.461  0.005 22.560  0.001  1.130  0.180  0.020  0.060 42.134  0.272 SNLS03D3cd         214.66636 +52.61208
14:17:58.46 +52:28:57.4 03D3ay    4  0.371  0.005 22.200  0.078  0.970  0.020 -0.020  0.020 41.679  0.097 SNLS03D3ay         214.49358 +52.48261
02:26:55.66 -04:18:08.0 03D1fq    4  0.800  0.010 24.520  0.001  0.770  0.060 -0.390  0.210 44.709  0.549 SNLS03D1fq         036.73193 -04.30222
02:26:16.26 -04:56:06.2 03D1co    4  0.679  0.005 24.100  0.068  1.010  0.030  0.000  0.050 43.577  0.151 SNLS03D1co         036.56775 -04.93505
02:24:14.79 -04:31:01.8 03D1aw    4  0.582  0.005 23.590  0.001  0.980  0.040  0.010  0.060 43.004  0.163 SNLS03D1aw         036.06163 -04.51716
22:14:49.42 -17:49:39.3 04D4bq    4  0.550  0.005 23.360  0.059  1.000  0.040  0.110  0.040 42.540  0.129 SNLS04D4bq         333.70593 -17.82759
14:18:56.32 +52:11:14.9 04D3ny    4  0.810  0.010 24.270  0.001  1.010  0.100 -0.070  0.180 43.928  0.482 SNLS04D3ny         214.73467 +52.18746
14:16:39.07 +53:05:35.7 04D3ml    4  0.950  0.010 24.550  0.001  1.190  0.150  0.130  0.160 43.913  0.454 SNLS04D3ml         214.16278 +53.09325
14:16:35.93 +52:28:44.0 04D3kr    4  0.337  0.005 21.970  0.080  1.060  0.010  0.070  0.010 41.328  0.086 SNLS04D3kr         214.14972 +52.47887
14:20:13.67 +52:16:58.0 04D3gx    4  0.910  0.010 24.710  0.109  0.950  0.040 -0.200  0.130 44.631  0.357 SNLS04D3gx         215.05695 +52.28278
14:19:07.83 +53:04:19.0 04D3ez    4  0.263  0.005 21.680  0.077  0.890  0.020  0.090  0.010 40.775  0.086 SNLS04D3ez         214.78264 +53.07195
14:18:12.43 +52:39:30.0 04D3cy    4  0.643  0.005 23.800  0.075  0.960  0.020  0.020  0.040 43.163  0.130 SNLS04D3cy         214.55181 +52.65833
10:01:13.18 +02:24:54.2 04D2iu    4  0.691  0.005 24.260  0.094  0.800  0.020  0.070  0.040 43.295  0.142 SNLS04D2iu         150.30491 +02.41505
10:00:22.09 +01:45:55.4 04D2fs    4  0.357  0.005 22.420  0.078  0.940  0.020  0.130  0.020 41.474  0.097 SNLS04D2fs         150.09202 +01.76540
02:25:53.96 -04:59:40.6 04D1aj    4  0.721  0.010 23.900  0.001  1.070  0.090  0.070  0.050 43.270  0.171 SNLS04D1aj         036.47483 -04.99461
22:14:22.93 -17:44:02.5 03D4gf    4  0.581  0.005 23.350  0.084  1.020  0.030 -0.050  0.030 42.969  0.120 SNLS03D4gf         333.59555 -17.73403
22:17:31.03 -17:37:46.8 03D4dh    4  0.627  0.005 23.390  0.108  1.040  0.020  0.010  0.020 42.878  0.123 SNLS03D4dh         334.37928 -17.62965
22:16:34.47 -17:16:12.6 03D4cn    1  0.818  0.010 24.650  0.001  0.750  0.080  0.030  0.210 43.727  0.553 SNLS03D4cn         334.14360 -17.27016
14:20:53.53 +52:36:20.2 03D3aw    4  0.449  0.005 22.550  0.089  0.950  0.020 -0.050  0.030 42.082  0.121 SNLS03D3aw         215.22305 +52.60562
02:25:58.30 -04:07:44.0 03D1fl    4  0.688  0.005 23.630  0.094  0.960  0.050 -0.070  0.040 43.226  0.153 SNLS03D1fl         036.49291 -04.12890
02:24:55.27 -04:23:03.4 03D1cm    1  0.870  0.010 24.460  0.116  1.190  0.060 -0.040  0.170 44.264  0.461 SNLS03D1cm         036.23028 -04.38428
02:24:10.37 -04:02:14.9 03D1au    4  0.504  0.005 22.980  0.070  1.080  0.020  0.030  0.030 42.466  0.108 SNLS03D1au         036.04321 -04.03747
02:30:40.00 -08:11:40.5 b010      4  0.591  0.005 23.400  0.052  1.240  0.090 -0.140  0.080 43.525  0.241 ESSENCEb010        037.66667 -08.19458
02:31:20.73 -08:36:13.1 b013      4  0.426  0.005 22.680  0.153  1.010  0.040  0.080  0.030 41.950  0.179 ESSENCEb013        037.83637 -08.60364
23:30:09.67 -09:35:01.8 b016      1  0.329  0.005 22.500  0.001  1.140  0.110  0.260  0.090 41.465  0.270 ESSENCEb016        352.54029 -09.58383
23:25:24.03 -09:26:00.6 d033      4  0.531  0.005 23.230  0.096  1.150  0.120 -0.150  0.080 43.269  0.273 ESSENCEd033        351.35012 -09.43350
01:07:58.52 +00:03:01.9 d058      1  0.583  0.005 23.590  0.001  1.090  0.210  0.180  0.150 42.700  0.468 ESSENCEd058        016.99383 +00.05053
02:28:50.93 -09:09:58.1 d084      4  0.519  0.005 23.640  0.001  1.090  0.170 -0.010  0.140 43.242  0.419 ESSENCEd084        037.21221 -09.16614
23:27:58.22 -08:57:11.8 d085      4  0.401  0.005 22.480  0.071  1.020  0.060  0.080  0.080 41.762  0.231 ESSENCEd085        351.99258 -08.95328
01:11:06.23 +00:13:44.2 d087      4  0.340  0.005 21.910  0.001  0.990  0.070  0.040  0.080 41.259  0.225 ESSENCEd087        017.77596 +00.22894
02:28:28.56 -08:08:44.7 d089      4  0.436  0.005 22.500  0.139  1.040  0.040  0.000  0.050 42.014  0.197 ESSENCEd089        037.11900 -08.14575
02:29:52.15 -08:32:28.1 d093      1  0.363  0.005 21.890  0.088  1.040  0.030 -0.070  0.060 41.586  0.183 ESSENCEd093        037.46729 -08.54114
02:31:54.60 -08:35:48.4 d097      1  0.436  0.005 22.500  0.108  1.260  0.060  0.090  0.050 42.054  0.185 ESSENCEd097        037.97750 -08.59678
02:31:06.84 -08:45:36.5 d117      4  0.309  0.005 22.360  0.093  0.830  0.020  0.070  0.060 41.432  0.183 ESSENCEd117        037.77850 -08.76014
02:10:53.98 -04:25:49.8 d149      4  0.342  0.005 22.190  0.138  1.010  0.030  0.070  0.040 41.486  0.177 ESSENCEd149        032.72492 -04.43050
01:09:48.80 +01:00:05.6 e029      4  0.332  0.005 22.520  0.087  0.840  0.060  0.170  0.060 41.346  0.193 ESSENCEe029        017.45333 +01.00156
02:30:09.00 -09:04:35.9 e108      4  0.469  0.005 22.550  0.134  1.100  0.050 -0.050  0.050 42.268  0.196 ESSENCEe108        037.53750 -09.07664
02:09:15.55 -03:35:41.4 e132      4  0.239  0.005 21.700  0.127  0.920  0.020  0.190  0.040 40.573  0.166 ESSENCEe132        032.31479 -03.59483
02:11:06.48 -03:47:56.1 e136      4  0.352  0.005 22.800  0.097  0.820  0.050  0.190  0.060 41.549  0.193 ESSENCEe136        032.77700 -03.79892
02:33:47.01 -08:36:22.1 e138      4  0.612  0.005 24.050  0.001  1.370  0.190  0.680  0.310 42.212  0.837 ESSENCEe138        038.44587 -08.60614
02:31:04.09 -08:10:56.6 e140      4  0.631  0.005 23.390  0.106  0.990  0.100  0.050  0.070 42.713  0.244 ESSENCEe140        037.76704 -08.18239
02:31:02.64 -08:39:50.8 e147      4  0.645  0.005 23.380  0.124  0.960  0.040 -0.090  0.060 43.028  0.205 ESSENCEe147        037.76100 -08.66411
02:31:20.96 -08:36:14.2 e148      4  0.429  0.005 22.650  0.143  0.870  0.030 -0.020  0.050 42.005  0.197 ESSENCEe148        037.83733 -08.60394
02:31:34.54 -08:36:46.4 e149      4  0.497  0.005 22.900  0.081  0.920  0.030  0.010  0.070 42.239  0.202 ESSENCEe149        037.89392 -08.61289
