#Table J_ApJ_700_1097_table2:
#Name: J/ApJ/700/1097/table2
#Title: SALT2 light curve fit parameters and distances
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    Bmag (mag)         (F6.3)  Apparent B band magnitude [ucd=phot.mag;em.opt.B]
#    e_Bmag (mag)       (F6.3)  Uncertainty in Bmag [ucd=stat.error;phot.mag;em.opt.B]
#    c                  (F6.3)  Color parameter [ucd=phot.color.reddFree]
#    e_c                (F6.3)  Uncertainty in c [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (1) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#    x1                 (F6.3)  SALT2 light curve stretch parameter [ucd=stat.fit.param]
#    e_x1               (F6.3)  Uncertainty in x1 [ucd=stat.error]
#----------- ----------- --------- - ------ ------ ------ ------ ------ ------ ------ ------ ------------------ --------- --------- ------ ------
#                                  n                                                                                                             
#                                  _                                                                                                             
#_RAJ200     _DEJ200               I               Bmag   e_Bmag               mu     e_mu                                                       
RA          DEC         ID        I zCMB   e_zCMB Bmag   e_Bmag c      e_c    mu     e_mu   SimbadName         RA_deg    DEC_deg   x1     e_x1  
02:10:53.98 -04:25:49.8 d149      4  0.344  0.008 22.092  0.045  0.007  0.044 41.556  0.200 ESSENCEd149        032.72492 -04.43050  0.385  0.355
23:25:36.06 -09:31:44.7 e020      3  0.159  0.006 21.062  0.150  0.372  0.127 39.585  0.384 ESSENCEe020        351.40025 -09.52908  0.029  0.377
01:09:48.80 +01:00:05.6 e029      4  0.332  0.008 22.390  0.078  0.040  0.079 41.442  0.282 ESSENCEe029        017.45333 +01.00156 -2.800  0.947
02:30:09.00 -09:04:35.9 e108      4  0.472  0.007 22.622  0.088 -0.069  0.092 42.586  0.341 ESSENCEe108        037.53750 -09.07664  3.370  1.706
02:09:15.55 -03:35:41.4 e132      4  0.235  0.006 21.771  0.065  0.300  0.060 40.435  0.229 ESSENCEe132        032.31479 -03.59483 -0.337  0.248
02:11:06.48 -03:47:56.1 e136      4  0.348  0.006 22.735  0.054  0.134  0.060 41.636  0.233 ESSENCEe136        032.77700 -03.79892 -2.029  0.611
02:33:47.01 -08:36:22.1 e138      4  0.611  0.006 23.748  0.050  0.259  0.101 42.147  0.310 ESSENCEe138        038.44587 -08.60614 -3.866  0.730
02:31:04.09 -08:10:56.6 e140      4  0.614  0.006 23.345  0.024  0.044  0.046 42.749  0.203 ESSENCEe140        037.76704 -08.18239  0.676  0.475
02:31:02.64 -08:39:50.8 e147      4  0.641  0.008 23.336  0.047 -0.105  0.058 42.999  0.223 ESSENCEe147        037.76100 -08.66411 -0.385  0.442
02:31:20.96 -08:36:14.2 e148      4  0.429  0.006 22.633  0.034 -0.049  0.045 42.081  0.199 ESSENCEe148        037.83733 -08.60394 -1.105  0.350
02:31:34.54 -08:36:46.4 e149      4  0.491  0.006 23.686  0.054  0.581  0.076 42.209  0.253 ESSENCEe149        037.89392 -08.61289  5.000  0.253
02:10:19.51 -04:59:32.3 f011      4  0.536  0.006 23.279  0.037  0.060  0.062 42.422  0.230 ESSENCEf011        032.58129 -04.99231 -1.458  0.500
01:08:08.73 +00:27:09.7 f041      4  0.558  0.007 23.120  0.044 -0.092  0.065 43.075  0.257 ESSENCEf041        017.03637 +00.45269  2.736  1.100
01:08:49.81 -00:44:13.5 f076      4  0.410  0.004 22.346  0.064  0.060  0.090 41.536  0.288 ESSENCEf076        017.20754 -00.73708 -1.000  0.638
02:35:41.19 -08:06:29.6 f216      4  0.595  0.011 23.774  0.077 -0.038  0.132 42.973  0.387 ESSENCEf216        038.92162 -08.10822 -3.248  1.067
02:11:12.82 -04:13:52.1 f221      3  0.443  0.004 23.080  0.088 -0.363  0.117 43.239  0.350 ESSENCEf221        032.80342 -04.23114 -1.756  0.685
23:30:27.15 -08:35:47.0 f231      4  0.620  0.008 23.447  0.035 -0.076  0.062 43.205  0.227 ESSENCEf231        352.61312 -08.59639  1.243  0.354
01:12:10.03 +00:19:51.3 f235      1  0.422  0.006 22.403  0.056 -0.079  0.065 41.917  0.238 ESSENCEf235        018.04179 +00.33092 -1.202  0.494
02:27:47.29 -07:33:46.2 f244      4  0.546  0.005 23.311  0.050  0.003  0.080 42.641  0.271 ESSENCEf244        036.94704 -07.56283 -1.016  0.793
23:29:45.27 -08:54:36.1 g001      3  0.268  0.002 21.441  0.078 -0.066  0.070 40.834  0.249 ESSENCEg001        352.43862 -08.91003 -2.030  0.312
23:28:27.20 -08:36:55.2 g005      4  0.218  0.007 21.404  0.089  0.319  0.081 40.197  0.272 ESSENCEg005        352.11333 -08.61533  1.348  0.306
23:26:58.14 -09:37:19.4 g052      1  0.384  0.006 22.335  0.082 -0.115  0.090 41.851  0.289 ESSENCEg052        351.74225 -09.62206 -2.037  0.419
01:13:35.84 -00:09:27.6 g055      4  0.302  0.006 23.119  0.126  0.489  0.109 41.568  0.342 ESSENCEg055        018.39933 -00.15767  2.087  0.589
23:27:37.16 -09:35:21.0 g097      4  0.339  0.004 22.267  0.078  0.209  0.073 41.241  0.257 ESSENCEg097        351.90483 -09.58917  0.481  0.426
02:31:19.95 -08:49:21.7 g160      4  0.507  0.019 22.972  0.070  0.117  0.079 42.276  0.269 ESSENCEg160        037.83312 -08.82269  1.439  0.600
23:30:41.83 -08:34:11.0 g240      4  0.689  0.005 23.410  0.075 -0.130  0.084 43.170  0.286 ESSENCEg240        352.67429 -08.56972 -0.046  0.883
02:04:27.01 -03:35:43.7 g276      3  0.244  0.001 21.701  0.059  0.245  0.058 40.497  0.222 ESSENCEg276        031.11254 -03.59547 -0.383  0.135
02:31:40.67 -08:49:03.3 h300      1  0.656  0.011 23.492  0.053  0.007  0.066 42.994  0.243 ESSENCEh300        037.91946 -08.81758  0.737  0.648
02:08:48.21 -04:26:10.4 h319      4  0.478  0.002 22.882  0.045  0.011  0.052 42.403  0.220 ESSENCEh319        032.20087 -04.43622  1.025  0.664
02:29:48.79 -08:20:45.9 h323      4  0.603  0.007 23.481  0.045  0.028  0.077 42.822  0.258 ESSENCEh323        037.45329 -08.34608 -0.314  0.584
02:32:00.14 -08:42:23.8 h342      1  0.421  0.005 22.407  0.061 -0.136  0.062 42.328  0.238 ESSENCEh342        038.00058 -08.70661  1.359  0.658
02:08:38.82 -05:08:11.7 h359      3  0.348  0.005 22.597  0.051  0.107  0.054 41.762  0.216 ESSENCEh359        032.16175 -05.13658 -0.115  0.342
02:06:25.01 -04:38:04.0 h363      4  0.211  0.005 22.054  0.097  0.457  0.086 40.289  0.284 ESSENCEh363        031.60421 -04.63444 -0.727  0.269
02:29:41.93 -08:43:49.4 h364      4  0.344  0.004 21.716  0.045 -0.099  0.048 41.354  0.205 ESSENCEh364        037.42471 -08.73039 -0.470  0.280
23:26:11.77 -08:50:17.5 k411      4  0.565  0.003 22.852  0.208 -0.133  0.187 42.557  0.550 ESSENCEk411        351.54904 -08.83819 -0.630  1.395
01:13:38.17 -00:27:39.0 k425      4  0.274  0.003 22.018  0.070  0.224  0.063 40.899  0.235 ESSENCEk425        018.40904 -00.46083 -0.079  0.306
02:28:03.11 -07:42:29.7 k429      3  0.171  0.006 20.359  0.112 -0.015  0.098 39.854  0.311 ESSENCEk429        037.01296 -07.70825  0.150  0.194
01:13:32.38 +00:37:15.3 k430      4  0.576  0.007 23.801  0.040 -0.062  0.088 43.359  0.286 ESSENCEk430        018.38492 +00.62092 -0.353  0.821
02:30:18.04 -08:22:25.0 k441      4  0.671  0.007 23.690  0.037  0.098  0.070 43.042  0.254 ESSENCEk441        037.57517 -08.37361  1.456  0.849
01:08:48.33 +00:00:49.5 k448      3  0.405  0.007 23.326  0.113  0.282  0.124 42.099  0.391 ESSENCEk448        017.20137 +00.01375  0.278  1.361
02:30:24.32 -07:53:21.0 k490      1  0.709  0.001 23.882  0.045  0.183  0.075 42.886  0.265 ESSENCEk490        037.60133 -07.88917  0.131  0.919
23:28:39.97 -09:19:50.0 m026      3  0.656  0.006 23.604  0.065  0.123  0.110 42.704  0.344 ESSENCEm026        352.16654 -09.33056 -0.364  1.183
01:09:15.01 +00:08:14.8 m027      4  0.285  0.003 22.478  0.105  0.244  0.089 41.371  0.305 ESSENCEm027        017.31254 +00.13744  0.536  0.853
23:29:35.34 -09:58:46.3 m032      3  0.155  0.004 20.540  0.331  0.159  0.270 39.768  0.786 ESSENCEm032        352.39725 -09.97953  1.714  1.857
02:27:50.33 -07:59:11.6 m034      3  0.562  0.006 23.351  0.071 -0.144  0.107 43.191  0.333 ESSENCEm034        036.95971 -07.98656  0.383  0.976
02:28:04.63 -07:42:44.3 m039      3  0.249  0.003 22.220  0.110  0.324  0.099 40.742  0.317 ESSENCEm039        037.01929 -07.71231 -1.141  0.558
01:09:52.90 +00:36:19.0 m062      3  0.316  0.004 21.887  0.091 -0.066  0.077 41.433  0.275 ESSENCEm062        017.47042 +00.60528 -0.564  0.723
23:24:03.53 -09:23:18.2 m158      4  0.461  0.007 23.122  0.066  0.208  0.082 42.106  0.271 ESSENCEm158        351.01471 -09.38839  0.547  0.549
02:28:52.20 -07:42:09.8 m193      4  0.336  0.006 21.607  0.074 -0.063  0.056 41.161  0.226 ESSENCEm193        037.21750 -07.70272 -0.424  0.349
02:28:09.01 -07:47:49.6 n256      3  0.631  0.011 23.357  0.027 -0.085  0.044 43.047  0.201 ESSENCEn256        037.03754 -07.79711  0.357  0.543
02:05:14.95 -04:56:39.1 n263      4  0.368  0.007 21.974  0.036 -0.136  0.043 41.691  0.197 ESSENCEn263        031.31229 -04.94419 -0.581  0.324
23:28:17.55 -09:23:12.4 n278      4  0.308  0.006 21.742  0.057 -0.036  0.059 41.068  0.229 ESSENCEn278        352.07312 -09.38678 -1.968  0.521
23:23:51.35 -08:23:18.5 n285      4  0.531  0.009 23.275  0.104  0.126  0.111 42.520  0.374 ESSENCEn285        350.96396 -08.38847  1.108  1.631
23:29:58.59 -08:53:12.5 n326      4  0.267  0.006 21.956  0.161 -0.049  0.146 41.041  0.433 ESSENCEn326        352.49412 -08.88681 -4.612  0.737
02:31:31.43 -08:55:11.5 n404      3  0.285  0.006 21.919  0.098  0.291  0.087 40.584  0.286 ESSENCEn404        037.88096 -08.91986 -0.537  0.294
23:29:56.19 -08:34:24.3 p425      3  0.456  0.004 24.017  0.123  0.543  0.134 42.562  0.435 ESSENCEp425        352.48412 -08.57342  4.292  1.890
02:11:00.02 -04:09:37.6 p455      3  0.285  0.006 21.675  0.054 -0.010  0.051 41.026  0.211 ESSENCEp455        032.75008 -04.16044 -1.126  0.267
02:30:10.16 -08:52:50.8 p524      4  0.511  0.003 22.932  0.063  0.051  0.054 42.339  0.232 ESSENCEp524        037.54233 -08.88078  0.879  0.776
02:07:04.66 -03:28:04.4 p528      4  0.780  0.009 24.049  0.071 -0.074  0.131 43.617  0.394 ESSENCEp528        031.76942 -03.46789 -0.551  1.357
17:15:35.92 +16:19:25.8 sn90O     3  0.031  0.001 16.187  0.025 -0.005  0.022 35.677  0.194 SN1990O            258.89967 +16.32383  0.338  0.191
21:34:58.12 -62:44:07.4 sn90af    3  0.050  0.001 17.751  0.013  0.066  0.018 36.755  0.176 SN1990af           323.74217 -62.73539 -2.633  0.245
13:23:22.00 -26:06:30.0 sn91U     1  0.033  0.001 16.417  0.055  0.110  0.030 35.607  0.203 SN1991U            200.84167 -26.10833  0.181  0.205
20:00:08.61 -55:22:03.1 sn91ag    3  0.014  0.001 14.390  0.021  0.020  0.018 33.860  0.260 SN1991ag           300.03587 -55.36753  0.743  0.160
10:09:00.30 -26:38:24.4 sn92J     1  0.046  0.001 18.660  0.036  0.665  0.032 36.429  0.194 SN1992J            152.25125 -26.64011 -0.245  0.326
12:42:48.93 +10:21:36.2 sn92P     3  0.026  0.001 16.043  0.018 -0.009  0.021 35.524  0.202 SN1992P            190.70387 +10.36006  0.168  0.351
21:28:17.94 -61:33:01.4 sn92ae    3  0.075  0.001 18.417  0.023  0.022  0.026 37.719  0.178 SN1992ae           322.07475 -61.55039 -0.811  0.193
13:24:09.85 -23:52:43.7 sn92ag    3  0.026  0.001 16.280  0.021  0.221  0.021 35.121  0.201 SN1992ag           201.04104 -23.87881 -0.530  0.175
20:45:56.49 -51:23:39.9 sn92al    3  0.014  0.001 14.546  0.012 -0.027  0.013 34.023  0.254 SN1992al           311.48537 -51.39442 -0.295  0.073
23:04:34.76 -37:20:42.1 sn92aq    3  0.101  0.001 19.267  0.048 -0.021  0.034 38.619  0.192 SN1992aq           346.14483 -37.34503 -1.364  0.404
03:05:16.05 -39:33:34.6 sn92bc    3  0.020  0.001 15.068  0.009 -0.060  0.010 34.691  0.214 SN1992bc           046.31687 -39.55961  0.310  0.073
04:59:27.55 -58:49:44.2 sn92bh    3  0.045  0.001 17.586  0.022  0.101  0.021 36.771  0.181 SN1992bh           074.86479 -58.82894 -0.068  0.217
03:43:01.90 -53:37:56.8 sn92bk    3  0.058  0.001 18.036  0.123 -0.045  0.076 37.370  0.281 SN1992bk           055.75792 -53.63244 -2.105  0.322
23:15:13.09 -44:44:35.7 sn92bl    3  0.043  0.001 17.299  0.055  0.014  0.036 36.497  0.202 SN1992bl           348.80454 -44.74325 -2.013  0.221
03:36:37.95 -18:21:13.7 sn92bp    3  0.079  0.001 18.276  0.014 -0.026  0.017 37.652  0.169 SN1992bp           054.15812 -18.35381 -1.258  0.190
01:45:44.83 -56:05:57.9 sn92br    3  0.088  0.001 19.618  0.037  0.209  0.051 38.275  0.211 SN1992br           026.43679 -56.09942 -2.572  0.293
03:29:27.20 -37:16:18.9 sn92bs    3  0.063  0.001 18.267  0.029  0.024  0.019 37.610  0.174 SN1992bs           052.36333 -37.27192 -0.389  0.188
10:34:51.38 -34:26:30.0 sn93B     3  0.071  0.001 18.447  0.018  0.104  0.021 37.563  0.173 SN1993B            158.71408 -34.44167 -0.667  0.196
13:31:07.87 -33:12:50.5 sn93O     3  0.052  0.001 17.612  0.013 -0.015  0.014 36.993  0.172 SN1993O            202.78279 -33.21403 -0.948  0.100
05:46:23.58 +63:22:07.1 sn93ac    3  0.049  0.001 17.717  0.037  0.060  0.030 36.891  0.190 SN1993ac           086.59825 +63.36864 -1.159  0.310
10:03:35.00 -35:27:47.6 sn93ag    3  0.050  0.001 17.789  0.018  0.114  0.022 36.839  0.179 SN1993ag           150.89583 -35.46322 -1.068  0.199
12:31:08.61 +00:36:19.6 sn94M     3  0.024  0.001 16.274  0.021  0.104  0.021 35.276  0.205 SN1994M            187.78587 +00.60544 -1.746  0.174
12:31:21.85 +29:08:04.0 sn94S     3  0.016  0.001 14.762  0.021 -0.002  0.019 34.232  0.242 SN1994S            187.84104 +29.13444  0.226  0.260
13:21:30.73 -02:08:56.5 sn94T     3  0.036  0.001 16.914  0.027  0.030  0.024 36.126  0.189 SN1994T            200.37804 -02.14903 -1.489  0.168
22:45:34.14 -08:45:04.7 sn95ac    3  0.049  0.001 17.039  0.011  0.011  0.010 36.516  0.171 SN1995ac           341.39225 -08.75131  0.591  0.119
02:45:48.83 +03:13:50.1 sn95ak    3  0.022  0.001 15.935  0.046  0.079  0.030 35.038  0.223 SN1995ak           041.45346 +03.23058 -1.376  0.237
04:45:21.24 +11:04:02.5 sn95bd    3  0.014  0.001 15.233  0.015  0.328  0.015 33.926  0.253 SN1995bd           071.33850 +11.06736  0.598  0.137
13:50:48.60 +49:19:07.1 sn96C     3  0.028  0.001 16.595  0.034  0.116  0.021 35.793  0.200 SN1996C            207.70250 +49.31864  0.421  0.235
15:21:08.35 +27:55:36.8 sn96ab    3  0.124  0.001 19.540  0.024 -0.062  0.024 39.043  0.174 SN1996ab           230.28479 +27.92689 -0.907  0.252
00:36:17.97 +11:23:40.5 sn96bl    3  0.035  0.001 16.673  0.016  0.055  0.015 35.961  0.183 SN1996bl           009.07487 +11.39458 -0.181  0.153
01:48:22.86 +11:31:15.1 sn96bo    3  0.016  0.001 15.821  0.014  0.397  0.014 34.179  0.236 SN1996bo           027.09525 +11.52086 -0.968  0.160
06:16:13.04 +57:03:10.0 sn96bv    3  0.017  0.001 15.277  0.035  0.190  0.022 34.347  0.243 SN1996bv           094.05433 +57.05278  0.936  0.418
06:47:38.10 +74:29:51.0 sn97E     3  0.013  0.001 15.093  0.015  0.089  0.015 34.124  0.265 SN1997E            101.90875 +74.49750 -1.830  0.248
12:45:31.40 +54:44:17.0 sn97Y     3  0.017  0.001 15.303  0.023  0.041  0.022 34.512  0.240 SN1997Y            191.38083 +54.73806 -1.264  0.277
23:40:14.21 +26:12:11.8 sn97dg    3  0.030  0.001 16.805  0.016  0.002  0.015 36.151  0.191 SN1997dg           355.05921 +26.20328 -0.869  0.260
07:26:42.50 +47:05:36.0 sn97do    3  0.011  0.001 14.322  0.025  0.135  0.017 33.408  0.309 SN1997do           111.67708 +47.09333 -0.212  0.252
18:22:37.40 +15:42:08.4 sn98V     3  0.017  0.001 15.070  0.018  0.030  0.013 34.404  0.230 SN1998V            275.65583 +15.70233 -0.315  0.148
12:48:47.24 +41:55:28.3 sn98ab    3  0.028  0.001 16.090  0.017  0.108  0.014 35.278  0.192 SN1998ab           192.19683 +41.92453  0.130  0.116
18:11:11.89 +49:51:40.7 sn98dx    3  0.054  0.001 17.510  0.033 -0.073  0.021 36.956  0.182 SN1998dx           272.79954 +49.86131 -1.713  0.387
01:03:26.87 +32:14:12.4 sn98ef    3  0.017  0.001 14.806  0.025 -0.005  0.018 34.117  0.237 SN1998ef           015.86196 +32.23678 -1.389  0.257
22:39:30.29 +08:36:20.6 sn98eg    3  0.024  0.001 16.077  0.015  0.047  0.018 35.317  0.207 SN1998eg           339.87621 +08.60572 -0.822  0.356
08:27:42.03 +21:29:14.8 sn99aa    3  0.015  0.001 14.694  0.009 -0.015  0.009 34.277  0.242 SN1999aa           126.92512 +21.48744  0.981  0.073
11:01:36.37 -06:06:31.6 sn99aw    1  0.039  0.001 16.710  0.017 -0.011  0.017 36.395  0.181 SN1999aw           165.40154 -06.10878  2.064  0.186
16:02:42.03 +37:21:34.4 sn99cc    3  0.032  0.001 16.754  0.009  0.063  0.011 35.857  0.185 SN1999cc           240.67512 +37.35956 -1.756  0.161
14:06:31.30 -05:26:49.0 sn99cp    3  0.010  0.001 13.928  0.018 -0.019  0.017 33.412  0.310 SN1999cp           211.63042 -05.44694 -0.043  0.215
01:31:26.92 +14:17:05.7 sn99dk    3  0.014  0.001 14.882  0.015  0.160  0.013 34.011  0.257 SN1999dk           022.86217 +14.28492  0.801  0.118
02:33:59.68 +20:58:30.4 sn99dq    3  0.013  0.001 14.348  0.007  0.118  0.008 33.529  0.259 SN1999dq           038.49867 +20.97511  0.287  0.034
22:16:09.40 -36:50:31.5 sn99ee    3  0.011  0.001 14.835  0.005  0.328  0.005 33.526  0.302 SN1999ee           334.03917 -36.84208  0.586  0.040
00:58:46.20 +12:44:45.0 sn99ef    3  0.038  0.001 17.029  0.055 -0.003  0.022 36.510  0.194 SN1999ef           014.69250 +12.74583  0.308  0.322
01:22:57.38 +33:27:58.0 sn99ej    3  0.013  0.001 15.345  0.088  0.042  0.045 34.465  0.305 SN1999ej           020.73908 +33.46611 -2.093  0.401
05:36:31.60 +16:38:17.8 sn99ek    3  0.018  0.001 15.588  0.008  0.170  0.009 34.505  0.225 SN1999ek           084.13167 +16.63828 -0.999  0.116
08:38:24.61 +25:45:33.1 sn99gd    3  0.019  0.001 16.915  0.030  0.460  0.021 35.102  0.224 SN1999gd           129.60254 +25.75919 -1.114  0.226
02:31:39.15 +39:22:52.3 sn99gp    1  0.026  0.001 15.984  0.009  0.057  0.010 35.437  0.194 SN1999gp           037.91312 +39.38119  1.443  0.094
12:21:15.14 -21:59:55.7 sn00bh    3  0.024  0.001 15.928  0.040  0.075  0.021 35.130  0.207 SN2000bh           185.31308 -21.99881 -0.536  0.124
13:35:22.98 -34:09:37.0 sn00ca    3  0.025  0.001 15.525  0.013 -0.074  0.011 35.178  0.198 SN2000ca           203.84575 -34.16028  0.261  0.127
08:05:09.45 +66:47:15.2 sn00ce    2  0.017  0.001 17.008  0.022  0.579  0.017 35.081  0.237 SN2000ce           121.28937 +66.78756  0.613  0.179
15:52:56.19 +65:56:12.7 sn00cf    3  0.036  0.001 17.020  0.024  0.017  0.015 36.332  0.182 SN2000cf           238.23412 +65.93686 -0.836  0.129
17:57:40.42 +27:49:58.1 sn00cn    3  0.023  0.001 16.573  0.018  0.199  0.016 35.277  0.206 SN2000cn           269.41842 +27.83281 -2.380  0.243
01:07:23.52 +32:24:23.2 sn00dk    3  0.016  0.001 15.347  0.016  0.062  0.016 34.376  0.238 SN2000dk           016.84800 +32.40644 -2.496  0.267
07:15:29.88 +23:25:42.4 sn00fa    3  0.022  0.001 15.864  0.021  0.099  0.015 35.098  0.209 SN2000fa           108.87450 +23.42844  0.361  0.130
11:10:29.82 +55:09:39.0 sn01ah    4  0.058  0.001 17.608  0.026  0.025  0.022 37.116  0.179 SN2001ah           167.62425 +55.16083  1.221  0.303
16:34:27.71 +76:01:46.8 sn01az    4  0.041  0.001 16.891  0.029 -0.044  0.016 36.492  0.183 SN2001az           248.61546 +76.02967  0.472  0.347
11:38:01.76 -32:19:51.0 sn01ba    3  0.030  0.001 16.163  0.009 -0.096  0.011 35.840  0.186 SN2001ba           174.50733 -32.33083 -0.038  0.126
18:01:33.99 +26:15:02.3 sn01bf    4  0.015  0.001 14.682  0.016  0.011  0.012 34.172  0.244 SN2001bf           270.39162 +26.25064  0.718  0.146
19:13:46.75 -59:17:22.8 sn01bt    3  0.014  0.001 15.289  0.011  0.259  0.012 34.009  0.251 SN2001bt           288.44479 -59.28967 -0.782  0.063
18:46:17.84 -65:45:41.8 sn01cn    3  0.015  0.001 15.237  0.015  0.203  0.011 34.129  0.242 SN2001cn           281.57433 -65.76161 -0.445  0.060
17:11:02.58 +05:50:26.8 sn01cp    4  0.022  0.001 15.110  0.176 -0.341  0.106 35.204  0.394 SN2001cp           257.76075 +05.84078 -1.851  1.162
12:47:30.17 -39:34:48.1 sn01cz    3  0.016  0.001 15.029  0.012  0.125  0.012 34.154  0.235 SN2001cz           191.87571 -39.58003 -0.077  0.118
23:53:32.78 +08:07:02.6 sn01da    4  0.016  0.001 15.366  0.034  0.033  0.036 34.284  0.267 SN2001da           358.38658 +08.11739 -4.263  0.815
01:38:12.10 +41:39:18.8 sn01eh    4  0.036  0.001 16.572  0.014  0.016  0.013 36.095  0.180 SN2001eh           024.55042 +41.65522  1.159  0.112
01:25:22.90 +34:01:30.5 sn01en    3  0.015  0.001 15.062  0.047  0.085  0.025 34.176  0.252 SN2001en           021.34542 +34.02514 -1.130  0.186
04:57:00.26 -04:45:40.2 sn01ep    3  0.013  0.001 14.869  0.012  0.132  0.012 33.859  0.268 SN2001ep           074.25108 -04.76117 -1.200  0.138
09:37:57.10 +25:29:41.3 sn01fe    3  0.014  0.001 14.636  0.017  0.015  0.015 34.078  0.254 SN2001fe           144.48792 +25.49481  0.360  0.136
21:20:42.50 +44:23:53.2 sn01fh    3  0.011  0.001 14.199  0.021 -0.033  0.021 33.463  0.294 SN2001fh           320.17708 +44.39811 -2.503  0.301
10:16:50.70 +60:16:44.5 sn01ie    3  0.031  0.001 16.576  0.055  0.042  0.027 35.798  0.203 SN2001ie           154.21125 +60.27903 -1.119  0.206
10:39:58.08 +24:05:26.0 sn01N     3  0.022  0.001 16.552  0.029  0.369  0.021 35.017  0.213 SN2001N            159.99200 +24.09056 -0.602  0.268
10:15:42.31 +55:40:06.7 sn02bf    4  0.025  0.001 16.305  0.040  0.228  0.025 35.143  0.209 SN2002bf           153.92629 +55.66853 -0.389  0.189
14:24:40.52 +26:37:34.7 sn02bz    2  0.038  0.001 16.935  0.103 -0.073  0.052 36.380  0.245 SN2002bz           216.16883 +26.62631 -1.718  0.405
15:47:00.75 -00:59:25.5 sn02ck    4  0.030  0.001 16.289  0.015 -0.018  0.015 35.764  0.188 SN2002ck           236.75312 -00.99042 -0.101  0.122
14:06:37.59 -05:26:21.9 sn02cr    3  0.010  0.001 14.191  0.018  0.031  0.015 33.489  0.311 SN2002cr           211.65662 -05.43942 -0.652  0.116
16:16:30.38 +35:42:30.2 sn02de    4  0.028  0.001 16.624  0.013  0.164  0.013 35.655  0.195 SN2002de           244.12658 +35.70839 -0.042  0.397
13:13:00.34 -19:31:08.7 sn02dj    3  0.010  0.001 13.950  0.011  0.170  0.012 32.960  0.308 SN2002dj           198.25142 -19.51908 -0.114  0.146
19:56:12.88 +40:26:10.8 sn02do    4  0.015  0.001 15.450  0.111  0.028  0.052 34.453  0.300 SN2002do           299.05367 +40.43633 -3.563  0.441
23:28:30.12 +22:25:38.8 sn02dp    3  0.011  0.001 14.548  0.014  0.145  0.014 33.562  0.307 SN2002dp           352.12550 +22.42744 -0.654  0.227
03:23:47.23 +40:33:53.5 sn02es    1  0.018  0.001 16.573  0.040  0.408  0.028 34.815  0.240 SN2002es           050.94679 +40.56486 -1.844  0.264
13:07:55.26 +34:05:06.5 sn02G     4  0.035  0.001 17.511  0.076  0.250  0.048 36.125  0.239 SN2002G            196.98025 +34.08514 -2.017  0.707
20:47:18.58 +00:18:45.6 sn02ha    3  0.013  0.001 14.671  0.020 -0.029  0.018 34.006  0.266 SN2002ha           311.82742 +00.31267 -1.731  0.248
08:54:04.69 -07:10:59.8 sn02hd    4  0.036  0.001 16.709  0.016  0.092  0.015 35.843  0.187 SN2002hd           133.51954 -07.18328 -0.776  0.439
08:19:58.83 +62:49:13.2 sn02he    4  0.025  0.001 16.231  0.039  0.012  0.026 35.424  0.210 SN2002he           124.99512 +62.82033 -2.118  0.268
02:18:20.06 +37:27:58.8 sn02hu    4  0.038  0.001 16.582  0.011 -0.052  0.010 36.163  0.177 SN2002hu           034.58358 +37.46633  0.096  0.134
00:06:49.06 +08:37:48.5 sn02hw    4  0.016  0.001 16.681  0.031  0.531  0.026 34.574  0.245 SN2002hw           001.70442 +08.63014 -2.245  0.255
01:21:16.27 +40:29:55.3 sn02jy    4  0.020  0.001 15.690  0.013  0.011  0.013 35.190  0.214 SN2002jy           020.31779 +40.49869  0.819  0.167
06:37:15.31 +49:51:10.2 sn02kf    4  0.019  0.001 15.651  0.027  0.023  0.018 34.893  0.220 SN2002kf           099.31379 +49.85283 -1.370  0.164
17:22:45.66 +62:09:50.4 sn03U     4  0.028  0.001 16.457  0.043  0.030  0.033 35.553  0.217 SN2003U            260.69025 +62.16400 -2.613  0.542
09:46:49.48 +16:02:37.6 sn03W     4  0.021  0.001 15.853  0.010  0.190  0.010 34.796  0.209 SN2003W            146.70617 +16.04378 -0.275  0.095
07:17:57.92 +09:41:34.9 sn03ch    4  0.030  0.001 16.654  0.017  0.019  0.017 35.879  0.192 SN2003ch           109.49133 +09.69303 -1.630  0.213
