#SN name, redshift, host name, separation, SN ra, SN dec, host ra, host dec
2007as,0.017572,ESO018-G018,5.25454226513,141.90004,-80.17756,141.9185,-80.17994
2007at,0.054107,ESO580-G044,11.548808088,222.80117,-21.392,222.79925,-21.38992
2007au,0.020584,UGC03725,27.0969040978,107.94213,49.85372,107.92425,49.86667
2006s,0.032102,UGC07934,8.35468460313,191.41292,35.08678,191.41104,35.08375
2006r,0.03413,NGC6142,14.3986088286,245.83675,37.26383,245.83777,37.25839
2007ax,0.006878,NGC2577,0.909683680139,125.68025,22.55469,125.68102,22.55308
2007sa,0.00512,NGC3499,0.892597300301,165.79492,56.22397,165.79596,56.22172
2006e,0.002722,NGC5338,1.79846309401,208.36937,5.20633,208.36063,5.20776
2004bk,0.023124,NGC5246,5.24495459489,204.36967,4.10314,204.37236,4.10444
2007ae,0.064387,UGC10704,31.5119144958,255.46646,79.03183,255.45514,79.03769
2007af,0.005464,NGC5584,5.30483813232,215.58763,-0.39378,215.59903,-0.38767
2006b,0.016335,UGC12538,0.955585037315,350.29075,33.40033,350.29083,33.39956
1998v,0.017586,NGC6627,9.8259961845,275.65583,15.70214,275.66217,15.698
2007aj,0.010958,CGCG270-024,32.1897912537,191.97688,54.01033,192.03854,54.02469
2006n,0.014277,CGCG308-009,1.63171559196,92.13017,64.72364,92.12663,64.72369
2007al,0.012175,2MASXJ09591870-1928233,1.07322444181,149.827,-19.47383,149.828,-19.47314
2006h,0.013993,2MASXJ03260105+4041403,1.52260259719,51.50621,40.69514,51.50446,40.69458
2007ao,0.024704,NGC5532,24.7646106433,214.20725,10.80669,214.22063,10.80739
2001a,0.007378,NGC4261,1.57257734339,184.84588,5.82792,184.84675,5.82522
2001c,0.010941,CGCG285-012,3.52714766823,104.90042,59.51711,104.89251,59.51859
2001e,0.01926,NGC3905,9.55594099588,177.27083,-9.73636,177.27045,-9.72983
2001f,0.022916,IC0867,3.92898715441,199.33354,20.63606,199.33245,20.63807
2001g,0.01677,MCG+08-17-043,1.4617029184,137.38825,50.28092,137.38721,50.28186
2007jg,0.037131,SDSSJ032950.83+000316.0,6.8227050472,52.46175,0.05683,52.46179,0.05444
2001l,0.015461,MCG-01-30-011,1.26385411936,174.20346,-8.58528,174.20342,-8.58636
2001n,0.021025,NGC3327,1.41945650609,159.992,24.09056,159.9914,24.09126
2003s,0.0399,MCG+09-22-094,3.05881673044,205.33121,55.67681,205.33179,55.67775
2001p,0.020671,NGC3947,9.43119107933,178.33983,20.74814,178.33467,20.75172
2001u,0.02863,NGC5442,12.1022279373,211.17892,-9.70825,211.1801,-9.71366
2001v,0.015018,NGC3987,18.9637732654,179.35387,25.2025,179.33717,25.19539
2012ht,0.003556,NGC3447a,1.67496673809,163.34479,16.77636,163.34992,16.77244
2006bq,0.021905,NGC6685,1.65356034623,279.99533,39.98244,279.99435,39.98179
2006br,0.02459,NGC5185,3.46465594542,202.5075,13.41578,202.50938,13.41606
2006bt,0.032156,CGCG108-013,34.1478875573,239.12721,20.046,239.14032,20.05237
2006bw,0.030002,SDSSJ143358.05+034750.3,13.1244008,218.48638,3.79883,218.49191,3.79732
2006bz,0.027906,IC4042A,5.30488544847,195.18075,27.96161,195.1785,27.96311
2006bb,0.025227,UGC04468,14.7945593614,128.37954,41.51781,128.37819,41.52544
2004bd,0.008933,NGC3786,0.937142687594,174.92575,31.90883,174.9273,31.90929
2006bh,0.010847,NGC7329,12.1177094966,340.06708,-66.48508,340.10092,-66.47897
2006bk,0.049534,CGCG193-015,12.0899820786,226.14004,35.96419,226.13629,35.96502
2006bm,0.068451,2MASXJ11182171+2812323,17.8193121243,169.58921,28.21208,169.5905,28.20897
2003gn,0.03445,CGCG452-024,14.6080383433,338.46533,20.80236,338.46033,20.80531
2004ab,0.005811,NGC5054,1.6401109865,199.24242,-16.63131,199.24371,-16.63486
1998dm,0.006535,MCG-01-04-044,4.87669642924,21.55821,-6.10389,21.56012,-6.09414
2006mr,0.005871,NGC1316,1.64533842469,50.6785,-37.20792,50.67383,-37.20823
1998dk,0.013219,UGC00139,1.75854308789,3.634,-0.73636,3.63271,-0.73756
1998dj,0.013603,NGC0788,3.24533126149,30.27883,-6.818,30.27686,-6.81552
1998dh,0.008969,NGC7541,10.2281434143,348.66796,4.53725,348.68288,4.53436
1998de,0.016471,NGC0252,24.7945242088,12.02867,27.62458,12.00625,27.62364
2003ge,0.03365,NGC6122,6.58586243502,245.03646,37.79825,245.03969,37.79821
2004as,0.031021,HOLM254B,3.79891480436,171.41325,22.83039,171.41174,22.83118
2004ap,0.02394,PGC029306,11.0998560914,151.43254,10.27142,151.43548,10.27678
2004av,0.02354,ESO571-G015,10.0443739136,175.241,-22.48156,175.24492,-22.47728
2005gj,0.06,SDSSJ030111.99-003313.5,0.985770447337,45.29979,-0.55386,45.29998,-0.55377
2004at,0.023131,MCG+10-16-037,6.3657287371,164.68825,59.48667,164.69537,59.4868
1998dw,0.049251,MSACSSJ010911.37-152947.8,3.63581270144,17.29817,-15.49631,17.2972,-15.49649
2001if,0.037736,MCG+06-06-043,62.5353075218,37.22888,38.09797,37.25625,38.09861
2003gt,0.015657,NGC6930,3.24915630379,308.24633,9.87203,308.245,9.87444
2003gs,0.00477,NGC0936,1.84774551284,36.90983,-1.15983,36.90608,-1.15628
2006mo,0.037002,MCG+06-02-017,4.12853931938,11.66062,36.33272,11.66125,36.33136
2003gq,0.021448,NGC7407,3.45469628976,343.33617,32.13267,343.337,32.13067
2001ah,0.057756,UGC06211,41.0371854954,167.62425,55.16083,167.62644,55.16985
1994u,0.003746,NGC4948,0.194684520524,196.23387,-7.94769,196.23317,-7.94769
2001ay,0.030244,IC4423,8.93498076344,216.57083,26.24883,216.57391,26.24613
1995e,0.011575,NGC2441,5.72161618807,117.98646,73.00961,117.97808,73.01569
1995d,0.006561,NGC2962,12.5385118386,145.22814,5.1406,145.22473,5.16581
2002dl,0.016251,UGC11994,4.84670336906,335.22483,33.29269,335.22133,33.29533
1995a,0.031605,MCG+04-16-006,5.67924312934,102.51929,26.38083,102.51667,26.38083
1999gj,0.016965,NGC3251,13.994036882,157.33,26.10561,157.32016,26.09924
1995c,0.027065,[M95]J120401.38-313553.8,9.67233163825,181.0105,-31.60064,181.00575,-31.59828
1999gh,0.007679,NGC2986,8.69579901867,146.08229,-21.27361,146.06683,-21.278
2002df,0.02868,MCG-01-53-006,16.6055535293,311.41388,-4.95131,311.42139,-4.9501
2004bl,0.017319,MCG+00-31-042,4.55324382597,183.80033,-3.43842,183.79817,-3.44114
2002de,0.028116,NGC6104,2.34123198162,244.12658,35.70839,244.12786,35.70806
2002db,0.036222,NGC5683,9.92237608655,218.71513,48.66469,218.71853,48.66192
2008ey,0.017962,IC0262,5.17269375749,42.92663,42.83097,42.93029,42.82828
1995t,0.056415,[P95a]J222712.80-092942.1,5.46112155431,336.80171,-9.49567,336.80275,-9.49497
2002dx,0.023683,UGC12861,3.37805802216,359.27804,29.83764,359.27663,29.83906
1995y,0.017659,NGC0410,9.59095719931,17.74804,33.14506,17.74544,33.15189
2002dp,0.011639,NGC7678,10.8246921277,352.12667,22.42889,352.11625,22.42119
1999gp,0.026745,UGC01993,8.310055744,37.91313,39.38119,37.91692,39.37836
2000fo,0.023857,CGCG475-012,4.85289449346,344.60558,26.64072,344.60781,26.63894
1999x,0.025171,CGCG180-022,4.29709348947,133.63429,36.51142,133.63263,36.50962
2000fa,0.021275,UGC03770,4.02359764011,108.8745,23.42844,108.87321,23.42625
2000fd,0.016104,UGC00291,4.83919561861,7.30037,33.10819,7.30218,33.10452
2008bz,0.060278,2MASXJ12385810+1107502,8.96345485273,189.74058,11.1295,189.74219,11.13056
2002g,0.033737,CGCG189-024,6.46930722404,196.98025,34.08514,196.97839,34.08711
2008er,0.016648,UGC01563,2.95376067792,31.15113,47.93622,31.15172,47.93853
2002fi,0.057166,MCG-04-07-010,26.2953860141,38.47667,-21.0415,38.48263,-21.04346
1994q,0.029564,CGCG224-104,2.82133754862,252.46303,40.43216,252.46322,40.4334
2002hw,0.017535,UGC00052,3.16684175716,1.70442,8.63014,1.70617,8.6285
2011by,0.002843,NGC3972,1.048465375,178.93963,55.32556,178.93787,55.32074
2008dx,0.023026,NGC4898A,21.6944796807,195.05963,27.95456,195.07362,27.95539
2005iq,0.034043,ESO538-G013,14.4446080168,359.63542,-18.70917,359.63261,-18.71402
2008dt,0.035391,NGC6261,4.4227736335,254.12733,27.97589,254.12715,27.97751
2008dr,0.041449,NGC7222,7.82969112864,332.71529,2.10822,332.71567,2.1058
2008ds,0.021031,UGC00299,14.6911831736,7.46179,31.39275,7.47254,31.39336
2002i,0.023223,IC4229,5.29082125893,200.61183,-2.41781,200.60887,-2.41828
2002h,0.022279,MCG-02-35-011,30.9222227748,204.61492,-10.72025,204.62394,-10.70429
1994x,0.055885,[M94]J001520.55-245324.1,19.9894396455,3.83592,-24.89736,3.83558,-24.89278
2002fb,0.015567,NGC0759,6.35754846557,29.45375,36.34064,29.45971,36.34311
2008db,0.019016,NGC0050,44.2836617724,3.664,-7.32319,3.68571,-7.34508
2007nq,0.045031,UGC00595,21.3497636031,14.38987,-1.38861,14.39548,-1.39109
2005na,0.026322,UGC03634,4.17559769535,105.40258,14.13325,105.40317,14.13525
2004fw,0.01927,UGC04633,2.8027733426,133.06062,52.89178,133.05962,52.88996
2004fu,0.00921,NGC6949,6.42601331803,308.79808,64.80714,308.77883,64.80281
2004fz,0.017312,NGC0783,4.72022580746,30.27671,31.87894,30.27754,31.88247
2004fd,0.017312,NGC1060,1.81079350123,40.81354,32.42378,40.81271,32.42497
2008ee,0.013376,NGC0307,1.80217250712,14.13733,-1.77111,14.13575,-1.77194
1999dg,0.022059,UGC09758,3.35558313591,227.86837,13.48492,227.86687,13.48355
2003cq,0.033283,NGC3978,20.1878083749,179.05904,60.52197,179.043,60.52253
1999da,0.012695,NGC6411,19.2585897141,263.84567,60.81369,263.88688,60.8134
1999do,0.021928,MRK0922,2.46423351621,343.37446,31.64525,343.37273,31.64512
1999dk,0.01496,UGC01087,8.52052645565,22.86217,14.28492,22.86083,14.2775
2002cx,0.023963,CGCG044-035,7.70648101466,198.45717,6.95886,198.45521,6.96261
2003cg,0.00413,NGC3169,1.24856588876,153.56654,3.46736,153.56271,3.46608
1999dq,0.014327,NGC0976,2.30251712154,38.49867,20.97511,38.50008,20.97678
2003ch,0.02862,UGC03787,8.71114737987,109.49133,9.69303,109.48983,9.68933
2006ev,0.028733,UGC11758,16.1172536357,322.74692,13.98922,322.74008,13.98608
2007ry,0.04,2MASXJ03254297+4114422,1.86516314376,51.42983,41.24489,51.42908,41.24511
2007rx,0.03,BATCJ234012.05+272512.23,3.78846150908,355.04892,27.42125,355.05021,27.42006
2005ew,0.003,NSFJ033923.74+350249.0,0.0,54.84892,35.04694,54.84892,35.04694
2000ce,0.016305,UGC04195,7.75462435451,121.28938,66.78756,121.27863,66.78292
2000cf,0.036425,MCG+11-19-025,4.19907307678,238.23413,65.93686,238.23221,65.93558
2000cm,0.007328,FGC1384,1.15311518969,183.24762,7.30017,183.24937,7.299
2000cn,0.023493,UGC11064,5.22307592675,269.41842,27.83281,269.42092,27.83472
2000cu,0.020324,ESO525-G004,5.18436635493,291.08729,-25.98456,291.08358,-25.98497
2000cv,0.020252,PGC039222,3.74462104555,183.92517,61.89017,183.92003,61.88991
2000cp,0.034204,PGC057064,4.12158524417,241.36508,17.83022,241.36363,17.83097
1999gf,0.044341,UGC05515,40.5917945269,153.40417,-0.936,153.40948,-0.92541
1991k,0.017329,NGC2851,6.94274658222,140.12653,-16.50053,140.12595,-16.49527
1999cp,0.00948,NGC5468,11.5063987444,211.63042,-5.44694,211.64538,-5.45311
1999cw,0.012372,MCG-01-02-001,5.46027570084,5.00608,-6.33433,5.00021,-6.33392
1991ak,0.010147,NGC5378,7.2446174346,209.20251,37.79208,209.21257,37.79724
1991b,0.008579,NGC5426,2.54939149141,210.8517,-6.07261,210.85354,-6.06911
1991am,0.061219,MCG+06-37-006,9.0470707306,250.46129,37.73637,250.45998,37.73479
1999cc,0.031328,NGC6038,11.7607742133,240.67513,37.35956,240.66896,37.3595
1999cb,0.02881,MRK0881,8.6818180606,246.45171,40.34233,246.45526,40.3452
2002el,0.02846,NGC6986,16.0016855482,314.12538,-18.55953,314.12775,-18.56654
1991at,0.041052,UGC00733,42.7189941876,17.67061,16.60851,17.66258,16.59742
1999ce,0.077485,LOSSJ112851.45+570805.0,1.34136510214,172.21488,57.13444,172.21508,57.13425
1991s,0.054453,UGC05691,17.672783095,157.36524,22.01205,157.36455,22.00793
1991t,0.005791,NGC4527,6.13271794703,188.54251,2.66566,188.53509,2.65366
1999cm,0.045134,UGC09766,15.0236258849,227.82992,61.11983,227.82577,61.12364
1999cl,0.007609,NGC4501,8.06375179454,187.98337,14.42647,187.9965,14.42039
2005ec,0.02923,NGC1690,1.65123143166,73.57988,1.641,73.58025,1.64036
2006ke,0.017182,UGC03365,5.67567391465,88.15575,66.81681,88.14783,66.81986
2012fr,0.005457,NGC1365,5.45699802668,53.39996,-36.12714,53.40155,-36.1404
1999gd,0.018509,NGC2623,6.97394500145,129.60254,25.75919,129.60032,25.75464
2002bf,0.024197,CGCG266-031,1.93084356176,153.92629,55.66853,153.92606,55.66749
2006td,0.01588,KUG0155+361,1.30283306105,29.56567,36.34936,29.56579,36.34828
2011fe,0.000804,NGC5457,4.62980748449,210.77421,54.27372,210.80227,54.34895
2007ir,0.035184,UGC02033,6.86071665809,38.42458,37.66894,38.42717,37.66744
2007is,0.029678,UGC10553,3.68105137208,251.81079,40.24358,251.8116,40.24508
2005mz,0.017559,NGC1275,11.2396383723,49.95783,41.50517,49.95067,41.5117
2003he,0.025504,MCG-01-01-010,3.25920606301,359.73771,-2.24808,359.73846,-2.24958
2005ms,0.025204,UGC04614,23.6168855259,132.30975,36.12997,132.31831,36.1198
2006ct,0.031463,2MASXJ12095669+4705461,2.45703474211,182.48763,47.09553,182.4863,47.096
2006cs,0.023676,CGCG190-050,6.9289252661,206.39121,35.61017,206.39579,35.61113
2006cq,0.048337,IC4239,12.0115276646,201.10458,30.95631,201.10596,30.95929
2006cp,0.022289,UGC07357,12.1538512777,184.81204,22.42728,184.80579,22.43153
2006cm,0.016341,UGC11723,0.324641992871,320.07275,-1.68408,320.07283,-1.68433
2000dg,0.03849,MCG+01-01-029,5.95951809463,1.55754,8.88819,1.55954,8.88781
2006cj,0.067517,2MASXJ12592407+2820498,6.28631727323,194.85175,28.34769,194.85054,28.34717
2006ch,0.017239,NGC7753,7.06168589202,356.7755,29.48072,356.77013,29.48344
2005mc,0.025221,UGC04414,3.26400036462,126.7765,21.646,126.77484,21.64529
2006ce,0.005033,NGC0908,14.8600771798,35.72763,-21.2415,35.76904,-21.23386
2006cc,0.032529,UGC10244,10.1762204443,242.48529,43.12664,242.48092,43.12919
2003iu,0.018286,UGC01393,1.55833646341,28.85229,21.28511,28.85282,21.28612
2005bv,0.035713,MAPS-NGPO_382_0019725,9.53685633296,216.031,26.29731,216.02796,26.29947
2005bu,0.0292,CGCG117-019,4.90962285629,110.57587,22.04422,110.57379,22.04528
2013aa,0.003999,NGC5643,16.1981854224,218.14117,-44.22439,218.16977,-44.17441
2006je,0.037996,IC1735,23.0751421865,27.722,33.09811,27.71558,33.09233
2005bg,0.023086,MCG+03-31-093,0.369216294721,184.32158,16.37156,184.32179,16.3715
2005be,0.035,NPM1G+16.0412,5.20437928696,224.88633,16.66989,224.88782,16.66858
2005bd,0.037089,MCG+09-11-002,9.58937178906,93.01458,51.86758,93.01483,51.86422
2005bc,0.012272,NGC5698,2.26172691206,219.31271,38.45642,219.31123,38.45427
1998en,0.021298,UGC03645,9.70058167168,106.00021,50.675,106.005,50.68017
2002ep,0.056059,2MASXiJ2157220-075125,5.79982263763,329.34025,-7.85689,329.34159,-7.85691
2005bo,0.013896,NGC4708,4.09312655497,192.42096,-11.09647,192.42283,-11.09303
1997by,0.045405,IC4252,9.47295914667,201.86475,-27.32269,201.86667,-27.32478
2005bl,0.02406,NGC4070,8.75141741833,181.05108,20.40689,181.04707,20.40984
2001de,0.031065,UGC12089,5.22024092079,338.57525,50.41519,338.57587,50.41303
2009Y,0.009353,NGC5728,4.43810673038,220.59938,-17.24678,220.59957,-17.25308
2003jz,0.016365,UGC05225,1.6262749259,146.61946,45.75131,146.61911,45.7526
2001da,0.017195,NGC7780,3.41729783596,358.38658,8.11739,358.38404,8.11814
1997cn,0.016195,NGC5490,4.57271739009,212.49067,17.54231,212.48873,17.54555
2001dm,0.014547,NGC0749,2.26074596103,28.91896,-29.92242,28.92133,-29.92233
2001dl,0.020694,UGC11725,5.00131711453,320.25721,9.18067,320.25734,9.17749
2004bp,0.029734,MCG+06-25-014,7.36153120067,167.47188,37.00178,167.46783,37.00194
2004bq,0.027712,ESO597-G032,5.50034714486,310.99283,-20.67381,310.99379,-20.67625
2004bv,0.010614,NGC6907,4.68108877016,306.27642,-24.81492,306.27762,-24.80917
2004bw,0.021198,MCG+00-38-019,10.2204056373,225.94479,-3.30456,225.93875,-3.30258
2004bj,0.050145,MCG+01-34-013,17.487980379,199.07513,7.04797,199.07093,7.04629
2001dw,0.025441,NGC1168,7.82352985506,45.1995,11.77431,45.19592,11.77231
2004bo,0.023686,ESO576-G054,10.339895714,201.52662,-19.77572,201.53262,-19.77673
2001ds,0.036255,UGC01654,4.10346529051,32.53637,36.70564,32.53762,36.70456
2004bc,0.024086,NGC3465,0.313023476347,164.88088,75.19136,164.88029,75.19128
2009D,0.025007,MCG-03-10-052,21.3957723969,58.59513,-19.18172,58.60279,-19.19031
2004bg,0.021035,UGC06363,7.31375132817,170.25637,21.33983,170.25196,21.33781
2009F,0.012956,NGC1725,3.16747243222,74.84817,-11.13058,74.84538,-11.13231
2001ib,0.019313,NGC7242,8.98693047265,333.91133,37.29889,333.91875,37.30056
2001ic,0.044237,NGC7503,16.2973701255,347.68058,7.56956,347.67616,7.56768
1994d,0.002058,NGC4526,0.542321013842,188.50998,7.70158,188.51286,7.69952
1994e,0.063871,[P94b]112920.8+553811.9,5.01008438074,173.02898,55.35958,173.02924,55.36057
1994b,0.089,[P94a]081751.35+155320.5,11.2726930368,125.17046,15.73009,125.16925,15.72901
2002eh,0.017972,NGC0917,3.67823864985,36.53521,31.91256,36.53204,31.91233
2001ie,0.030738,UGC05542,17.9491804593,154.21125,60.27903,154.22109,60.2849
2002ef,0.023977,NGC7761,6.04527932707,357.87308,-13.37956,357.87039,-13.38159
2002ec,0.039948,MCG+04-36-036,13.3451873449,229.85371,20.88722,229.85109,20.8908
2002eb,0.027536,CGCG473-011,11.6392611277,334.77183,24.59439,334.77625,24.5982
2005di,0.025298,MCG-04-52-046,9.65806094359,336.38683,-24.23892,336.39154,-24.2415
1994t,0.034656,CGCG016-058,9.54575787308,200.37805,-2.14902,200.37713,-2.14555
2001iq,0.01885,UGC12032NOTES01,1.84961748289,336.29342,42.71783,336.29439,42.71891
2002ey,0.038783,LOTOSSJ231011.94+073254.4,6.64226585049,347.55138,7.54997,347.54975,7.54844
1994s,0.015177,NGC4495,4.91438121455,187.84104,29.13444,187.84535,29.13648
2005dh,0.014595,MCG+04-37-055,5.6669120229,238.51383,23.13608,238.51199,23.13123
2002eu,0.037626,2MASXiJ0149427+323730,13.3808230695,27.43167,32.62861,27.428,32.62517
2002et,0.027576,MCG-04-47-010,4.04733602449,302.12925,-25.46042,302.12979,-25.45856
2009ig,0.00877,NGC1015,4.0678505068,39.54838,-1.31253,39.54817,-1.31869
2002es,0.02843,UGC02708,18.9262037935,50.94679,40.56486,50.95359,40.55784
2002er,0.008569,UGC10743,2.40705549765,257.8745,7.99578,257.87808,7.99461
1989a,0.008362,NGC3687,5.86557907946,171.99195,29.50959,172.00253,29.51106
1989b,0.002425,NGC3627,2.60346722393,170.05805,13.00525,170.06235,12.99154
1989m,0.00506,NGC4579,4.82539983218,189.41966,11.82374,189.43134,11.81819
2000o,0.02349,MCG+03-31-061,8.06286149052,182.81492,17.89228,182.81267,17.88831
2016coj,0.004523,NGC4125,1.16464956864,182.02833,65.17729,182.02508,65.17414
2003d,0.022109,MCG-01-25-009,3.62110137638,144.723,-4.85142,144.72314,-4.84927
2005el,0.01491,NGC1819,14.0204604235,77.953,5.19428,77.94225,5.20061
2006gj,0.028293,UGC02650,13.9218957059,49.39917,-1.69172,49.39367,-1.69508
2014J,0.000677,NGC3034,0.823977420089,148.92558,69.67389,148.96969,69.67938
2007ai,0.031662,MCG-04-38-004,17.0109126002,243.22392,-21.63019,243.22233,-21.62333
2007r,0.03088,MCG+08-14-043,2.77402414672,116.65637,44.78947,116.65711,44.79052
2008ar,0.026147,IC3284,3.4110719598,186.158,10.83817,186.1565,10.83904
2007v,0.030353,LCRSB102433.3-030244,1.62957771277,156.77325,-3.30142,156.77356,-3.30079
2008at,0.035001,UGC05645,6.91559002063,156.80146,71.41567,156.79737,71.41789
2008as,0.019887,ESO567-G057,1.56511424926,155.44954,-19.495,155.45063,-19.49486
2007f,0.023591,UGC08162,6.01017700766,195.81283,50.61881,195.81713,50.62075
2008af,0.033507,UGC09640,23.0940068604,224.86875,16.65342,224.86517,16.64511
2008ae,0.030002,IC0577,7.48140364866,149.01333,10.49967,149.01654,10.49885
2007e,0.022859,NGC0921,9.86505919852,36.64337,-15.84347,36.63925,-15.84753
2007b,0.021055,NGC7315,4.14534866855,338.87958,34.80183,338.88211,34.80338
1996ca,0.016265,NGC7300,8.1272016807,337.74692,-13.99747,337.74962,-14.00353
2007m,0.020728,NGC4076,23.1665063676,181.14237,20.19172,181.1355,20.20495
2008ai,0.035261,CGCG184-039,29.3796318563,164.41654,37.66164,164.42691,37.65454
2005ao,0.038407,NGC6462,9.38448016417,266.20683,61.90781,266.20357,61.91059
2005al,0.012402,NGC5304,4.4262841889,207.50137,-30.57617,207.50617,-30.57847
2005am,0.007899,NGC2811,5.88585347028,139.05196,-16.30444,139.04629,-16.31272
2005ag,0.079665,MAPS-NGPO_502_0366176,15.6115463165,224.18187,9.32847,224.18004,9.32678
2006gr,0.034597,UGC12071,25.1844956506,338.09446,30.82869,338.10208,30.83556
2001eh,0.037036,UGC01162,29.9935411766,24.55042,41.65522,24.56442,41.65396
1999ef,0.039137,UGC00607,17.4194275471,14.6925,12.74583,14.68717,12.74836
2006gt,0.044771,2MASXJ00561810-0137327,16.9005384404,14.07208,-1.62944,14.07537,-1.62583
2006gz,0.02363,IC1277,14.8304013189,272.60971,30.99567,272.61371,31.00317
2005as,0.013433,NGC3450,0.421236982455,162.01467,-20.84903,162.01508,-20.84919
2003bt,0.026592,MCG-01-28-006,6.27582135897,163.84367,-7.65342,163.84679,-7.65353
2004gu,0.045859,FGC175A,2.69822587645,191.603,11.94892,191.60342,11.94956
2004gw,0.017018,PGC016812,7.89249923403,77.20171,62.43908,77.19154,62.443
2004gs,0.027425,MCG+03-22-020,9.38457139752,129.59658,17.62772,129.59937,17.63133
1998eg,0.02476,UGC12133,18.9222476075,339.87608,8.60592,339.88333,8.61294
1997do,0.01012,UGC03845,0.668329977565,111.67708,47.09333,111.67796,47.09397
1997dt,0.007318,NGC7448,1.47809167295,345.01221,15.98081,345.01496,15.98033
2004gc,0.032089,PGC017176,2.93852158718,80.45812,6.67603,80.45746,6.67703
2004gl,0.0393,MCG+08-16-031,20.1541240149,132.52038,49.2455,132.53031,49.24397
2004go,0.02917,IC0270,69.2448783971,43.924,-14.23736,43.93413,-14.20789
1998cn,0.008993,NGC3735,2.753725126,173.97667,70.53617,173.98875,70.53558
1998co,0.018072,NGC7131,2.07772880965,326.901,-13.18119,326.90048,-13.18262
2006nz,0.044351,SDSSJ005629.19-011331.7,4.08080340448,14.12171,-1.22669,14.12167,-1.2255
1998cm,0.08,MSACSSJ134412.96+030039.9,0.741974367266,206.05404,3.01119,206.054,3.01108
2003fd,0.060222,UGC08670,25.5303121997,205.43208,40.87736,205.42601,40.87447
2003fa,0.040388,MCG+07-36-033,43.466045842,266.03217,40.881,266.03583,40.86731
1998cd,0.024987,[M98b]J104503.46+392518.3,4.47838002833,161.26733,39.42014,161.26475,39.42139
2008gy,0.029,2MASXJ03100247+1913173,13.537882863,47.504,19.22308,47.51025,19.2215
2007o,0.036212,UGC09612,6.75769179536,224.02158,45.40469,224.01822,45.40527
1998cs,0.032563,UGC10432,11.0768919262,247.66342,41.21511,247.66338,41.21067
2006ap,0.022315,NGC6378,12.2240373817,262.67163,6.27586,262.67492,6.28228
1994ab,0.034394,MCG-05-50-008,12.426013083,319.23645,-28.33091,319.23783,-28.32636
2005lz,0.044341,UGC01666,14.879899336,32.70733,34.98283,32.70249,34.9846
1994ae,0.004266,NGC3370,2.7336724627,161.75809,17.27522,161.76688,17.27362
2002ar,0.030094,NGC3746,2.71771314282,174.433,22.00956,174.43176,22.00983
1990n,0.003395,NGC4639,4.43661570072,190.73617,13.25649,190.71828,13.2574
1990o,0.030664,MCG+03-44-003,18.0303707812,258.90069,16.32203,258.89324,16.32485
2002aw,0.026145,2MASXiJ1637292+405248,1.90372260582,249.37108,40.88064,249.37198,40.87997
2002av,0.048911,ESO489-G007,21.6883795134,92.02642,-23.987,92.02312,-23.99186
1991bd,0.012719,UGC02936,9.66032473785,60.70691,1.97401,60.70079,1.96602
1991bf,0.030091,ESO471-G030,16.4038744016,358.06399,-29.44137,358.06771,-29.44772
1991bg,0.003392,NGC4374,4.06002534266,186.26541,12.87101,186.2656,12.88698
1990g,0.035781,IC2735,27.5273434865,170.25495,34.34762,170.26624,34.34395
1991bb,0.026565,UGC02892,15.7964554656,58.39953,19.09792,58.40345,19.10478
1990y,0.039034,FCCB1147,1.5783161483,54.34427,-33.04252,54.34412,-33.04303
2016ccz,0.01489,MRK0685,1.89789698839,217.78875,27.23606,217.78702,27.23675
1990r,0.016203,UGC11699,2.30611871665,318.08716,12.61203,318.08525,12.61178
2002dj,0.009393,NGC5018,2.02024640938,198.25142,-19.51908,198.2543,-19.51819
1999c,0.125,WOOTSJ100851.03+711042.9,2.47019749146,152.21338,71.17858,152.21263,71.17858
2007cs,0.017559,UGC12798,4.50029921237,357.4125,29.93114,357.41625,29.93208
2007cp,0.036595,IC0807,4.77544879867,190.553,-17.40214,190.55204,-17.40357
1998an,0.019076,UGC03683,12.8481320804,107.071,46.11536,107.05821,46.11586
2008bc,0.015087,2MASXJ09383413-6358225,6.0830107114,144.63012,-63.97378,144.64212,-63.97294
2007cf,0.032933,MCG+02-39-021,3.48263506437,230.78192,8.52931,230.78088,8.52839
2007cg,0.033196,ESO508-G075,2.06595353431,201.38992,-24.65225,201.38904,-24.65239
2007cb,0.036592,ESO510-G031,2.23662046261,209.57167,-23.37242,209.5715,-23.37164
2007cc,0.029125,ESO578-G026,1.02401721258,212.17492,-21.59678,212.17493,-21.59724
2007ca,0.014066,MCG-02-34-061,8.46198278352,202.77421,-15.10183,202.76599,-15.10119
2008bv,0.055865,UGC04653,3.06392670977,133.47767,35.14931,133.4775,35.15
2007co,0.026962,MCG+05-43-016,9.64606431072,275.765,29.89711,275.76721,29.90139
2007jh,0.040796,CGCG391-014,4.34910308164,54.00642,1.10339,54.00661,1.10476
2007cj,0.008246,IC2531,0.378997310354,149.98233,-29.61758,149.98237,-29.61697
2007ci,0.018126,NGC3873,4.87734228231,176.44104,19.77053,176.44209,19.77394
2012cg,0.001458,NGC4424,0.548039349424,186.80346,9.42033,186.79838,9.42067
2005ki,0.019207,NGC3332,28.8323959873,160.11758,9.20233,160.11822,9.18255
1996c,0.027,MCG+08-25-047,82.0068660871,207.74619,49.3436,207.70348,49.31514
2008ez,0.022875,VV315a,21.3992895394,203.73029,13.73017,203.73311,13.74216
